State Date       Time   Providers Details
PA    2022-02-16 18-37  +47       ['PA,Allentown,18103,Lehigh Valley Hospital Cedar Crest', 'PA,Allentown,18106,Heartland Pharmacy Of Pa', 'PA,Avoca,18641,Llewellyns Pharmacy', 'PA,Beaver,15009,Beaver Health Mart Pharmacy', 'PA,Bloomsburg,17815,The Medicine Shoppe #0077(Lm Jade)', 'PA,Bryn Mawr,19010,Anti Aging  Longevity Center Of Ph', 'PA,Butler,16001,V04 529 Butler, Pa', 'PA,Claysville,15323,Curtis Pharmacy', 'PA,Coatesville,19320,V04 542 Coatesville, Pa', 'PA,Cranberry Twp,16066,Pharmscript Of Pa Llc', 'PA,Darby,19023,Mercy Fitzgerald Hospital', 'PA,Doylestown,18901,Doylestown Hospital', 'PA,Dubois,15801,Penn Highlands Dubois', 'PA,Erie,16504,V04 562 Erie, Pa', 'PA,Exton,19341,Exton Pharmacy At Marchwood', 'PA,Honesdale,18431,Wayne Memorial Community Health Cen', 'PA,Indiana,15701,Indiana Regional Medical Center', 'PA,King Of Prussia,19406,Omnicare King Of Prussia', 'PA,Lancaster,17603,Union Community Care', 'PA,Lititz,17543,Lititz Apothecary', 'PA,Meadowbrook,19046,Holy Redeemer Hosp And Med Cntr', 'PA,Meadville,16335,Symbria Rx Great Lakes North Llc', 'PA,Monongahela,15063,Monongahela Valley Hospital', 'PA,North Wales,19454,Wellness Pharmacy Services', 'PA,Philadelphia,19104,Hn0080 - Chop- Main Hosp - Inpat', 'PA,Philadelphia,19104,Hn4060 - Uphs A Main Hospital', 'PA,Philadelphia,19104,Hn5000 - Uphs - Penn Presby Hosp', 'PA,Philadelphia,19107,Hn2080 - Tjuh-Thomas Jeff Univ Hosp', 'PA,Philadelphia,19111,Fox Chase Cancer Ct Pharmacy', 'PA,Philadelphia,19130,Executive Health Services Dr. Sfedu', 'PA,Philadelphia,19134,St. Christophers Hospital Pharmacy', 'PA,Philadelphia,19141,Hn2040 - A Einstein Med Ctr - Inpat', 'PA,Phildelphia,19138,Urgent Infusion Center', 'PA,Pittsburgh,15203,Upmc/Hc Pharmacy', 'PA,Pittsburgh,15212,Ahn-Allegheny General Hospital', 'PA,Port Allegany,16743,Upper Allegheny Medical Center', 'PA,Pottstown,19464,Professional Pharmacy Of Pennsburg', 'PA,Pottstown,19464,Tower Health-Pottstown Hospital', 'PA,Punxsutawney,15767,Punxsutawney Area Hospital', 'PA,Reading,19607,The Medicine Shoppe 2057', 'PA,Sellersville,18960,Grand View Hospital', 'PA,Sharon,16146,Primary Health Network- Sharon', 'PA,Sharpsburg,15215,Symbria Rx Great Lakes South Llc', 'PA,Springfield,19064,Springfield Pharmacy', 'PA,State College,16803,Mount Nittany Physician Group', 'PA,Topton,19562,Omnicare Of Topton', 'PA,York,17403,Wellspan York Hospital']
PA    2022-02-16 18-37  -7        ['PA,Bethlehem,18017,Wegmans Food Markets Inc.', 'PA,Bloomsburg,17815,The Medicine Shoppe #0077', 'PA,Canonsburg,15317,Giant Eagle Inc.', 'PA,Cranberry Twp.,16066,Pharmscript Holdcoandsubsidiaries', 'PA,Philadelphia,19107,Uphs - Hn2020 - Pennsylvania Hospit', 'PA,Pittsburgh,15217,Giant Eagle Inc.', 'PA,Topton,19562,Omnicare Of Topton  #48336']
PA    2022-02-18 16-04  +1        ['PA,Allentown,18106,Phoebe Services Pharmacy-Allentown']
PA    2022-02-22 09-09  +1        ['PA,Allentown,18106,Heartland Pharmacy Of Pa Llc']
PA    2022-02-22 09-09  -5        ['PA,Allentown,18106,Heartland Pharmacy Of Pa', 'PA,Allentown,18106,Phoebe Services Pharmacy-Allentown', 'PA,Butler,16001,V04 529 Butler, Pa', 'PA,Coatesville,19320,V04 542 Coatesville, Pa', 'PA,Erie,16504,V04 562 Erie, Pa']
PA    2022-03-03 09-56  +19       ['PA,Abington,19001,Abington Jefferson Health', 'PA,Bethlehem,18017,Pharmerica - Bethlehem', 'PA,Clearfield,16830,Penn Highlands Clearfield', 'PA,Elizabethtown,17022,Masonic Village Pharmacy', 'PA,Hanover Township,18706,Nockley Family Pharmacy-Hanover', 'PA,Jermyn,18433,Wright Center For Community Health', 'PA,King Of Prussia,19406,Pharmerica - King Of Prussia', 'PA,Lancaster,17604,Ann B. Barshinger Cancer Institute', 'PA,Leesport,19533,Pharmerica 7002', 'PA,Morton,19070,Tmt Pharmaceutical Management Llc', 'PA,Mt. Holly Springs,17065,Care Options Rx', 'PA,Philadelphia,19107,Jefferson Apothecary', 'PA,Pittsburgh,15243,St. Clair Hospital', 'PA,Scranton,18504,Nockley Family Pharmacy-Scranton', 'PA,State College,16801,Foxdale Village', 'PA,State College,16803,Cancer Care Partnership', 'PA,Wexford,15090,Con Hth Llc Dba Con Hth', 'PA,Wilkes Barre,18706,Pharmerica - Wilkes Barre', 'PA,Youngwood,15697,Haydens Pharmacy']
PA    2022-03-03 10-04  +5        ['PA,Aspinwall,15215,Towne Drugs', 'PA,Ephrata,17522,Wellspan Ephrata Community Hospital', 'PA,Kingston,18704,The Wright Center For Community Hea', 'PA,Langhorne,19047,St Mary Medical Center', 'PA,Waynesboro,17268,Waynesboro Hospital']
PA    2022-03-08 14-40  +4        ['PA,Lewisburg,17837,Albright Pharmacy', 'PA,Marcus Hook,19061,Wellness Family Pharmacy', 'PA,Phoenixville,19460,Gateway Pharmacy', 'PA,Sinking Spring,19608,John Manubay Md Llc']
PA    2022-03-16 18-51  +4        ['PA,Bloomsburg,17815,The Medicine Shoppe #0077', 'PA,Cranberry Twp.,16066,Pharmscript Holdcoandsubsidiaries', 'PA,King Of Prussia,19406,Omnicare Of King Of Prussia #48333', 'PA,Topton,19562,Omnicare Of Topton  #48336']
PA    2022-03-16 18-51  -63       ['PA,Abington,19001,Abington Jefferson Health', 'PA,Allentown,18103,Lehigh Valley Hospital Cedar Crest', 'PA,Aspinwall,15215,Towne Drugs', 'PA,Avoca,18641,Llewellyns Pharmacy', 'PA,Bethlehem,18017,Pharmerica - Bethlehem', 'PA,Bloomsburg,17815,The Medicine Shoppe #0077(Lm Jade)', 'PA,Bryn Mawr,19010,Anti Aging  Longevity Center Of Ph', 'PA,Claysville,15323,Curtis Pharmacy', 'PA,Clearfield,16830,Penn Highlands Clearfield', 'PA,Cranberry Twp,16066,Pharmscript Of Pa Llc', 'PA,Darby,19023,Mercy Fitzgerald Hospital', 'PA,Doylestown,18901,Doylestown Hospital', 'PA,Dubois,15801,Penn Highlands Dubois', 'PA,Elizabethtown,17022,Masonic Village Pharmacy', 'PA,Ephrata,17522,Wellspan Ephrata Community Hospital', 'PA,Hanover Township,18706,Nockley Family Pharmacy-Hanover', 'PA,Honesdale,18431,Wayne Memorial Community Health Cen', 'PA,Huntingdon,16652,Penn Highlands Huntingdon', 'PA,Jermyn,18433,Wright Center For Community Health', 'PA,King Of Prussia,19406,Omnicare King Of Prussia', 'PA,King Of Prussia,19406,Pharmerica - King Of Prussia', 'PA,Lancaster,17602,Lgh-Lancaster General Hospital', 'PA,Lancaster,17603,Union Community Care', 'PA,Lancaster,17604,Ann B. Barshinger Cancer Institute', 'PA,Langhorne,19047,St Mary Medical Center', 'PA,Lansdale,19446,Lansdale Hospital', 'PA,Leesport,19533,Pharmerica 7002', 'PA,Lititz,17543,Lititz Apothecary', 'PA,Marcus Hook,19061,Wellness Family Pharmacy', 'PA,Meadville,16335,Symbria Rx Great Lakes North Llc', 'PA,Morton,19070,Tmt Pharmaceutical Management Llc', 'PA,Mt. Holly Springs,17065,Care Options Rx', 'PA,North Wales,19454,Wellness Pharmacy Services', 'PA,Philadelphia,19104,Hn0080 - Chop- Main Hosp - Inpat', 'PA,Philadelphia,19104,Hn4060 - Uphs A Main Hospital', 'PA,Philadelphia,19107,Hn2080 - Tjuh-Thomas Jeff Univ Hosp', 'PA,Philadelphia,19107,Jefferson Apothecary', 'PA,Philadelphia,19111,Fox Chase Cancer Ct Pharmacy', 'PA,Philadelphia,19130,Executive Health Services Dr. Sfedu', 'PA,Philadelphia,19134,St. Christophers Hospital Pharmacy', 'PA,Philadelphia,19141,Hn2040 - A Einstein Med Ctr - Inpat', 'PA,Phildelphia,19138,Urgent Infusion Center', 'PA,Phoenixville,19460,Gateway Pharmacy', 'PA,Pittsburgh,15212,Ahn-Allegheny General Hospital', 'PA,Pittsburgh,15243,St. Clair Hospital', 'PA,Port Allegany,16743,Upper Allegheny Medical Center', 'PA,Pottstown,19464,Professional Pharmacy Of Pennsburg', 'PA,Pottstown,19464,Tower Health-Pottstown Hospital', 'PA,Punxsutawney,15767,Punxsutawney Area Hospital', 'PA,Reading,19607,The Medicine Shoppe 2057', 'PA,Scranton,18504,Nockley Family Pharmacy-Scranton', 'PA,Sellersville,18960,Grand View Hospital', 'PA,Sharpsburg,15215,Symbria Rx Great Lakes South Llc', 'PA,Sinking Spring,19608,John Manubay Md Llc', 'PA,Springfield,19064,Springfield Pharmacy', 'PA,State College,16801,Foxdale Village', 'PA,State College,16803,Cancer Care Partnership', 'PA,State College,16803,Mount Nittany Physician Group', 'PA,Topton,19562,Omnicare Of Topton', 'PA,Waynesboro,17268,Waynesboro Hospital', 'PA,Wexford,15090,Con Hth Llc Dba Con Hth', 'PA,York,17403,Wellspan York Hospital', 'PA,Youngwood,15697,Haydens Pharmacy']
PA    2022-03-18 09-58  +1        ['PA,Springfield,19064,Springfield Pharmacy']
PA    2022-03-18 09-58  -3        ['PA,Beaver,15009,Beaver Health Mart Pharmacy', 'PA,Lehighton,18235,St Luke S Hospital Carbon Campus', 'PA,Wilkes Barre,18706,Pharmerica - Wilkes Barre']
PA    2022-03-18 11-17  +3        ['PA,Allentown,18103,Lehigh Valley Hospital Cedar Crest', 'PA,Huntingdon,16652,Penn Highlands Huntingdon', 'PA,Pittsburgh,15243,St. Clair Hospital']
PA    2022-03-18 11-17  -4        ['PA,Exton,19341,Exton Pharmacy At Marchwood', 'PA,Johnstown,15905,Conemaugh Memorial Medical Center', 'PA,Pittsburgh,15227,Spartan Pharmacy Ltc', 'PA,Pittsburgh,15227,Spartan Pharmacy-Brownsville Road']
PA    2022-03-19 11-58  -1        ['PA,Scranton,18510,Moses Taylor Hospital']
PR    2022-01-21 18-08  +2        ['PR,Hato Rey,00917,Farmacia Clinica Auxilio Mutuo', 'PR,San Juan,00927,17182-Centro Comprensivo Cancer Upr']
PR    2022-01-26 07-35  +1        ['PR,San Juan,00935,87139-Pan American Center Oncology']
PR    2022-02-04 09-14  +3        ['PR,Ponce,00717,Pharmacy Del Centro Ararat  Ponce', 'PR,San Juan,00919,17020-Hosp Oncologico Dr Isaac Gonz', 'PR,San Juan,00921,Clinica Escuela De Medicina- Upr']
PR    2022-02-10 21-04  +1        ['PR,San Juan,00909,Test']
PR    2022-02-10 21-04  -4        ['PR,San Juan,00919,17020-Hosp Oncologico Dr Isaac Gonz', 'PR,San Juan,00921,Clinica Escuela De Medicina- Upr', 'PR,San Juan,00921,V08 672 San Juan, Pr', 'PR,San Juan,00927,17182-Centro Comprensivo Cancer Upr']
PR    2022-02-16 18-37  +4        ['PR,San Juan,00919,17020-Hosp Oncologico Dr Isaac Gonz', 'PR,San Juan,00921,Clinica Escuela De Medicina- Upr', 'PR,San Juan,00921,V08 672 San Juan, Pr', 'PR,San Juan,00927,17182-Centro Comprensivo Cancer Upr']
PR    2022-02-16 18-37  -1        ['PR,San Juan,00909,Test']
PR    2022-02-22 09-09  -1        ['PR,San Juan,00921,V08 672 San Juan, Pr']
PR    2022-03-16 18-51  -4        ['PR,San Juan,00919,17020-Hosp Oncologico Dr Isaac Gonz', 'PR,San Juan,00921,Clinica Escuela De Medicina- Upr', 'PR,San Juan,00927,17182-Centro Comprensivo Cancer Upr', 'PR,San Juan,00935,87139-Pan American Center Oncology']
RI    2022-01-03 16-32  +1        ['RI,Woonsocket,02895,Landmark Medical Center']
RI    2022-01-05 18-07  +2        ['RI,Newport,02840,Newport Hosp Birth Ctr/Inpatient', 'RI,Wakefield,02879,South County Hospital Nursery-Inpat']
RI    2022-01-13 10-07  +1        ['RI,Cranston,02920,Rhode Island Dept. Of Corrections']
RI    2022-02-04 09-14  +1        ['RI,Charlestown,02813,Narragansett Indian Tribe Health']
RI    2022-02-10 21-04  -3        ['RI,Charlestown,02813,Narragansett Indian Tribe Health', 'RI,Cranston,02920,Rhode Island Dept. Of Corrections', 'RI,Providence,02908,Roger Williams Medical Center']
RI    2022-02-16 18-37  +3        ['RI,Charlestown,02813,Narragansett Indian Tribe Health', 'RI,Cranston,02920,Rhode Island Dept. Of Corrections', 'RI,Providence,02908,Roger Williams Medical Center']
RI    2022-03-08 14-40  -1        ['RI,Newport,02840,Newport Hosp Birth Ctr/Inpatient']
RI    2022-03-16 18-51  -6        ['RI,Charlestown,02813,Narragansett Indian Tribe Health', 'RI,Cranston,02920,Rhode Island Dept. Of Corrections', 'RI,Providence,02908,Roger Williams Medical Center', 'RI,Wakefield,02879,South County Hospital Nursery-Inpat', 'RI,Westerly,02891,Westerly Hospital', 'RI,Woonsocket,02895,Landmark Medical Center']
SC    2022-01-04 16-56  +1        ['SC,Charleston,29401,V07 534 Charleston, Sc']
SC    2022-01-13 10-07  +1        ['SC,Columbia,29209,V07 544 Columbia, Sc']
SC    2022-01-21 18-08  +2        ['SC,Rock Hill,29732,Piedmont Medical Center', 'SC,West Columbia,29169,Lexington Medical Ctr - Wc']
SC    2022-01-26 07-35  +2        ['SC,Charleston,29406,Trident Medical Center Llc', 'SC,Greenville,29607,St. Francis Cancer Center']
SC    2022-01-28 09-28  +1        ['SC,Charleston,29401,Roper Hospital (Rsfh)']
SC    2022-02-10 21-04  -4        ['SC,Charleston,29401,V07 534 Charleston, Sc', 'SC,Columbia,29209,V07 544 Columbia, Sc', 'SC,Rock Hill,29732,Piedmont Medical Center', 'SC,West Columbia,29169,Lexington Medical Ctr - Wc']
SC    2022-02-16 08-23  +1        ['SC,West Columbia,29169,Lexington Medical Ctr - Wc']
SC    2022-02-16 18-37  +4        ['SC,Charleston,29401,V07 534 Charleston, Sc', 'SC,Columbia,29209,V07 544 Columbia, Sc', 'SC,Rock Hill,29732,Piedmont Medical Center', 'SC,Summerville,29486,Low Country Rheumatology']
SC    2022-02-22 09-09  -2        ['SC,Charleston,29401,V07 534 Charleston, Sc', 'SC,Columbia,29209,V07 544 Columbia, Sc']
SC    2022-03-16 18-51  +3        ['SC,Columbia,29204,Columbia Arthritis Center, Pa', 'SC,Florence,29505,Musc Health Florence Medical Center', 'SC,Greenwood,29646,Greenwood Rheumatology']
SC    2022-03-16 18-51  -5        ['SC,Charleston,29401,Roper Hospital (Rsfh)', 'SC,Charleston,29406,Trident Medical Center Llc', 'SC,Columbia,29203,Prisma Health - Midlands', 'SC,Rock Hill,29732,Piedmont Medical Center', 'SC,Simpsonville,29681,Prisma Health Pharmacy Services Cen']
SC    2022-03-18 09-58  +4        ['SC,Charleston,,Medical University Of South Carolin', 'SC,Florence,,Mcleod Regional Med Cntr - Cheves', 'SC,Florence,,Musc Health Florence Medical Center', 'SC,West Columbia,,Lexington Medical Ctr - Wc']
SC    2022-03-18 09-58  -4        ['SC,Charleston,29425,Medical University Of South Carolin', 'SC,Florence,29505,Musc Health Florence Medical Center', 'SC,Florence,29506,Mcleod Regional Med Cntr - Cheves', 'SC,West Columbia,29169,Lexington Medical Ctr - Wc']
SC    2022-03-18 11-17  +5        ['SC,Charleston,29401,Roper Hospital (Rsfh)', 'SC,Charleston,29425,Medical University Of South Carolin', 'SC,Florence,29505,Musc Health Florence Medical Center', 'SC,Florence,29506,Mcleod Regional Med Cntr - Cheves', 'SC,West Columbia,29169,Lexington Medical Ctr - Wc']
SC    2022-03-18 11-17  -4        ['SC,Charleston,,Medical University Of South Carolin', 'SC,Florence,,Mcleod Regional Med Cntr - Cheves', 'SC,Florence,,Musc Health Florence Medical Center', 'SC,West Columbia,,Lexington Medical Ctr - Wc']
SD    2022-01-03 16-32  +1        ['SD,Eagle Butte,57625,Cheyenne River Health Center']
SD    2022-01-10 10-10  +1        ['SD,Fort Meade,57741,V23 568 Va Black Hills Hcs, Sd']
SD    2022-01-10 10-10  -2        ['SD,Eagle Butte,57625,Cheyenne River Health Center', 'SD,Pine Ridge,57770,Pine Ridge Hospital']
SD    2022-01-12 08-07  +1        ['SD,Brookings,57006,Brookings Health System']
SD    2022-01-13 10-07  +1        ['SD,Hot Springs,57747,V23 568A4 Hot Springs, Sd']
SD    2022-01-25 09-23  +1        ['SD,Rosebud,57570,Rosebud Hospital']
SD    2022-02-04 09-14  +2        ['SD,Rapid City,57702,Oyate Health Center', 'SD,Sisseton,57262,Sisseton Service Unit - Wwkmhcc']
SD    2022-02-07 09-54  +2        ['SD,Eagle Butte,57625,Cheyenne River Health Center', 'SD,Pine Ridge,57770,Pine Ridge Hospital']
SD    2022-02-10 21-04  +1        ['SD,Armour,57313,Douglas County Memorial Hospital']
SD    2022-02-10 21-04  -9        ['SD,Eagle Butte,57625,Cheyenne River Health Center', 'SD,Fort Meade,57741,V23 568 Va Black Hills Hcs, Sd', 'SD,Hot Springs,57747,V23 568A4 Hot Springs, Sd', 'SD,Pine Ridge,57770,Pine Ridge Hospital', 'SD,Rapid City,57702,Oyate Health Center', 'SD,Rosebud,57570,Rosebud Hospital', 'SD,Sioux Falls,57108,Avera Mckennan Hospital', 'SD,Sisseton,57262,Sisseton Service Unit - Wwkmhcc', 'SD,Watertown,57201,Prairie Lakes Healthcare System']
SD    2022-02-16 18-37  +9        ['SD,Eagle Butte,57625,Cheyenne River Health Center', 'SD,Fort Meade,57741,V23 568 Va Black Hills Hcs, Sd', 'SD,Hot Springs,57747,V23 568A4 Hot Springs, Sd', 'SD,Pine Ridge,57770,Pine Ridge Hospital', 'SD,Rapid City,57702,Oyate Health Center', 'SD,Rosebud,57570,Rosebud Hospital', 'SD,Sioux Falls,57108,Avera Mckennan Hospital', 'SD,Sisseton,57262,Sisseton Service Unit - Wwkmhcc', 'SD,Watertown,57201,Prairie Lakes Healthcare System']
SD    2022-02-16 18-37  -1        ['SD,Armour,57313,Douglas County Memorial Hospital']
SD    2022-02-22 09-09  -2        ['SD,Fort Meade,57741,V23 568 Va Black Hills Hcs, Sd', 'SD,Hot Springs,57747,V23 568A4 Hot Springs, Sd']
SD    2022-03-16 18-51  +1        ['SD,Armour,57313,Douglas County Memorial Hospital']
SD    2022-03-16 18-51  -9        ['SD,Eagle Butte,57625,Cheyenne River Health Center', 'SD,Pine Ridge,57770,Pine Ridge Hospital', 'SD,Rapid City,57701,Monument Health Rch Pharmacy', 'SD,Rapid City,57702,Oyate Health Center', 'SD,Rosebud,57570,Rosebud Hospital', 'SD,Sioux Falls,57108,Avera Mckennan Hospital', 'SD,Sioux Falls,57117,Sanford Usd Medical Center', 'SD,Sisseton,57262,Sisseton Service Unit - Wwkmhcc', 'SD,Watertown,57201,Prairie Lakes Healthcare System']
SD    2022-03-18 11-17  -1        ['SD,Armour,57313,Douglas County Memorial Hospital']
SD    2022-03-19 11-58  +1        ['SD,Sioux Falls,57104,Avera Long-Term Care Pharmacy']
TN    2022-01-04 16-56  +3        ['TN,Chattanooga,37415,Access Drugs', 'TN,Murfreesboro,37129,V09 626A4 Murfreesboro, Tn', 'TN,Nashville,37212,V09 626 Nashville, Tn']
TN    2022-01-12 08-07  +1        ['TN,Memphis,38104,Methodist Hosp Pharmacy, Central']
TN    2022-02-02 09-09  +1        ['TN,Nashville,37236,St Thomas Midtown Hospital']
TN    2022-02-02 09-09  -1        ['TN,Germantown,38138,Methodist Germantown Hospital']
TN    2022-02-10 21-04  +3        ['TN,Bristol,37620,Brookwell Health - Bristol', 'TN,Kingsport,37660,Brookwell Health - Kingsport', 'TN,Morristown,37814,Brookwell Health - Morristown']
TN    2022-02-10 21-04  -2        ['TN,Murfreesboro,37129,V09 626A4 Murfreesboro, Tn', 'TN,Nashville,37212,V09 626 Nashville, Tn']
TN    2022-02-16 18-37  +3        ['TN,Murfreesboro,37129,V09 626A4 Murfreesboro, Tn', 'TN,Nashville,37203,Tristar Centennial Med Ctr Pharmacy', 'TN,Nashville,37212,V09 626 Nashville, Tn']
TN    2022-02-16 18-37  -3        ['TN,Bristol,37620,Brookwell Health - Bristol', 'TN,Kingsport,37660,Brookwell Health - Kingsport', 'TN,Morristown,37814,Brookwell Health - Morristown']
TN    2022-02-18 16-04  +1        ['TN,Germantown,38138,Methodist Germantown Hospital']
TN    2022-02-22 09-09  -3        ['TN,Germantown,38138,Methodist Germantown Hospital', 'TN,Murfreesboro,37129,V09 626A4 Murfreesboro, Tn', 'TN,Nashville,37212,V09 626 Nashville, Tn']
TN    2022-03-16 18-51  +1        ['TN,Knoxville,37916,Thompson Infusion Services Downtown']
TN    2022-03-18 09-58  +1        ['TN,Johnson City,37604,State Of Franklin Healthcare Assoc']
TN    2022-03-18 09-58  -2        ['TN,Kingsport,37660,Ballad Hlth Cancer Care Dept Ipch', 'TN,Knoxville,37916,Thompson Infusion Services Downtown']
TN    2022-03-18 11-17  +4        ['TN,Bristol,37620,Brookwell Health - Bristol', 'TN,Kingsport,37660,Ballad Hlth Cancer Care Dept Ipch', 'TN,Lebanon,37090,Pharmscript Holdcoandsubsidiaries', 'TN,Memphis,38105,St Jude Childrens Hospital Pharmacy']
TN    2022-03-19 11-58  -3        ['TN,Cookeville,38501,Cookeville Regional Medical Center', 'TN,Knoxville,37920,University Of Tennessee Medical Cen', 'TN,Nashville,37236,St Thomas Midtown Hospital']
TX    2021-12-29 09-02  +14       ['TX,Amarillo,79106,Texas Oncology Amarillo', 'TX,Arlington,76012,Texas Oncology Arlington North', 'TX,Austin,78704,St Davids South Austin Med Ctr', 'TX,Brownwood,76801,Hendrick Medical Center Brownwood', 'TX,Cedar Park,78613,Texas Oncology Cedar Park', 'TX,El Paso,79915,Texas Oncology El Paso East', 'TX,Houston,77030,Chi St Lukes Health', 'TX,Laredo,78041,Laredo Medical Center', 'TX,Longview,75601,Christus Good Shepherd Longview', 'TX,Midland,79701,Texas Oncology Midland', 'TX,Odessa,79761,Texas Oncology Odessa', 'TX,San Antonio,78240,Texas Oncology San Antonio Med Ctr', 'TX,Waco,76712,Ascension\xa0Providence', 'TX,Webster,77598,Texas Oncology Webster']
TX    2022-01-03 16-32  +29       ['TX,Austin,78705,Texas Oncology Austin Midtown', 'TX,Austin,78745,Texas Oncology Austin South', 'TX,Beaumont,77702,Texas Oncology Beaumont', 'TX,Bedford,76022,Texas Oncology Pharmacy - Heb', 'TX,Brownsville,78521,Texas Oncology Brownsville', 'TX,Bryan,77802,St Joseph Hospital Meditech', 'TX,Caldwell,77836,Burleson St Joseph Health Center', 'TX,College Station,77845,Chi St Joseph Health College Statio', 'TX,Dallas,75230,Texas Oncology Medical City', 'TX,Dallas,75231,Texas Oncology Presbyterian Dallas', 'TX,Dallas,75237,Texas Oncology Methodist Charlton', 'TX,Dallas,75246,Texas Oncology Dallas Sammons Ctr', 'TX,Denison,75020,Texas Oncology Denison', 'TX,Denton,76201,Texas Oncology Denton', 'TX,El Paso,79905,University Med Ctr Of El Paso Umc', 'TX,Fort Worth,76104,Cook Childrens Medical Center', 'TX,Fort Worth,76104,Texas Oncology Ft Worth', 'TX,Harlingen,78550,S Texas Cancer Ctr Harlingen Tx Onc', 'TX,Irving,75061,Texas Oncology Irving', 'TX,Longview,75601,Texas Oncology Longview', 'TX,Madisonville,77864,Chi St Joseph Madison Hospital', 'TX,Mesquite,75150,Texas Oncology Mesquite', 'TX,Navasota,77868,Grimes St Joseph Health Center', 'TX,Plano,75075,Texas Oncology Plano', 'TX,Plano,75093,Texas Oncology Plano West', 'TX,Round Rock,78681,Texas Oncology Round Rock', 'TX,Waco,76712,Texas Oncology Waco', 'TX,Wichita Falls,76310,Texas Oncology Wichita Fallas', 'TX,Windcrest,78239,Rheumatology Solutions']
TX    2022-01-04 16-56  +3        ['TX,Austin,78758,St Davids North Austin Med Ctr', 'TX,Houston,77014,Kelsey-Seybold Infusion Pharmacy', 'TX,Tyler,75702,Texas Oncology Tyler']
TX    2022-01-07 08-09  +1        ['TX,Conroe,77301,Montgomery Processing Center']
TX    2022-01-10 10-10  +1        ['TX,Denton,76201,Texas Oncology Pharmacy-Denton']
TX    2022-01-10 10-10  -1        ['TX,Denton,76201,Texas Oncology Denton']
TX    2022-01-11 08-35  +1        ['TX,Waco,76712,Ascension?Providence']
TX    2022-01-11 08-35  -1        ['TX,Waco,76712,Ascension\xa0Providence']
TX    2022-01-12 08-07  +5        ['TX,Conroe,77384,Chi St Lukes Health Woodlands Hosp', 'TX,El Paso,79902,Hca Las Palmas Medical Center', 'TX,Pearland,77584,Hca Houston Healthcare Pearland', 'TX,Smithville,78957,Ascension Seton Smithville', 'TX,Tomball,77375,Hca Houston Healthcare Tomball']
TX    2022-01-12 08-07  -1        ['TX,Austin,78758,St Davids North Austin Med Ctr']
TX    2022-01-13 10-07  +8        ['TX,Austin,78731,Texas Oncology Austin Central', 'TX,Austin,78756,Heart Hospital Of Austin', 'TX,Austin,78758,Texas Oncology Austin North', 'TX,El Paso,79925,Del Sol Medical Center', 'TX,Houston,77070,Texas Oncology Willowbrook', 'TX,Mcallen,78503,Texas Oncology Mcallen', 'TX,Round Rock,78681,St Davids Round Rock Medical Center', 'TX,Sugar Land,77479,Texas Oncology Sugar Land']
TX    2022-01-14 15-37  +1        ['TX,Dallas,75230,Metroplex Pharmacy Solutions Llc']
TX    2022-01-14 15-37  -3        ['TX,Fort Worth,76104,Hca Medical City Fort Worth', 'TX,Kingwood,77339,Hca Kingwood Medical Center', 'TX,Wichita Falls,76310,Texas Oncology Wichita Fallas']
TX    2022-01-19 08-05  +7        ['TX,Austin,78752,Vivent Health Moody Medical Clinic', 'TX,Bryan,77802,Chi St Joseph Hospital Meditech', 'TX,Caldwell,77836,Chi Burleson St Joseph Health Ctr', 'TX,Dallas,75230,Metroplex Vital Care', 'TX,Houston,77006,Legacy Community Health Montrose', 'TX,Navasota,77868,Chi Grimes St Joseph Health Center', 'TX,Plano,75075,Texas Oncology Plano East']
TX    2022-01-19 08-05  -8        ['TX,Bedford,76022,Texas Oncology Pharmacy - Heb', 'TX,Bryan,77802,St Joseph Hospital Meditech', 'TX,Caldwell,77836,Burleson St Joseph Health Center', 'TX,Dallas,75230,Metroplex Pharmacy Solutions Llc', 'TX,Fort Worth,76112,Thr Texas Health Resources Medsuprt', 'TX,Navasota,77868,Grimes St Joseph Health Center', 'TX,Plano,75075,Texas Oncology Plano', 'TX,San Antonio,78229,Start Center For Cancer Care']
TX    2022-01-21 18-08  +2        ['TX,Houston,77030,Houston Methodist Hospital Tmc', 'TX,Temple,76508,Baylor Scott White Temple']
TX    2022-01-21 18-08  -4        ['TX,Fort Worth,76104,Texas Oncology Ft Worth', 'TX,Houston,77030,Houston Methodist Hospital', 'TX,Mesquite,75150,Texas Oncology Mesquite', 'TX,Temple,76508,Baylor Scott And White Temple']
TX    2022-01-24 09-15  -1        ['TX,Amarillo,79106,Texas Oncology Amarillo']
TX    2022-01-25 09-23  -2        ['TX,Fort Worth,76104,Ctr For Cancer And Blood Disorders', 'TX,Round Rock,78681,Texas Oncology Round Rock']
TX    2022-01-26 07-35  +8        ['TX,Arlington,76015,Can Community Health', 'TX,Dallas,75235,Childrens Medical Center Of Dallas', 'TX,Flower Mound,75028,Texas Oncology Flower Mound', 'TX,Houston,77025,Kelsey-Seybold Clinic (Holcombe),', 'TX,Houston,77030,Baylor College Of Med Amb Clinic', 'TX,Houston,77054,Smith Clinic (Harris Hlth)', 'TX,Paris,75460,Texas Oncology Paris', 'TX,Waco,76712,Ascension\xa0Providence']
TX    2022-01-26 07-35  -1        ['TX,Waco,76712,Ascension?Providence']
