2022-03-08T14-40-56,91010,PAX,03/01/2022 12:00:00 AM,03/04/2022 12:00:00 AM,60,,
2022-06-28T04-15-44,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,187,06/27/2022 12:00:00 AM
2022-06-28T04-15-44,91010,CVS Store #16100,NLP,NLP,NLP,23,06/27/2022 12:00:00 AM
2022-06-28T04-15-44,91010,CVS Store #09788,NLP,NLP,NLP,30,06/27/2022 12:00:00 AM
2022-06-29T04-15-40,91010,CVS Store #16100,NLP,NLP,NLP,22,06/28/2022 12:00:00 AM
2022-06-29T04-15-40,91010,CVS Store #09788,NLP,NLP,NLP,27,06/28/2022 12:00:00 AM
2022-06-29T04-15-40,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,12,06/28/2022 12:00:00 AM
2022-06-29T04-15-40,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,187,06/28/2022 12:00:00 AM
2022-06-30T04-15-32,91010,CVS Store #16100,NLP,NLP,NLP,22,06/29/2022 12:00:00 AM
2022-06-30T04-15-32,91010,CVS Store #09788,NLP,NLP,NLP,45,06/29/2022 12:00:00 AM
2022-06-30T04-15-32,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,187,06/29/2022 12:00:00 AM
2022-06-30T04-15-32,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,12,06/29/2022 12:00:00 AM
2022-07-01T04-15-22,91010,CVS Store #16100,NLP,NLP,NLP,22,06/30/2022 12:00:00 AM
2022-07-01T04-15-22,91010,CVS Store #09788,NLP,NLP,NLP,42,06/30/2022 12:00:00 AM
2022-07-01T04-15-22,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,12,06/30/2022 12:00:00 AM
2022-07-01T04-15-22,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,187,06/30/2022 12:00:00 AM
2022-07-03T14-40-38,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,12,06/30/2022 12:00:00 AM
2022-07-03T14-40-38,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,187,07/01/2022 12:00:00 AM
2022-07-03T14-40-38,91010,CVS Store #16100,NLP,NLP,NLP,21,07/01/2022 12:00:00 AM
2022-07-03T14-40-38,91010,CVS Store #09788,NLP,NLP,NLP,41,07/01/2022 12:00:00 AM
2022-07-04T04-15-29,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,12,06/30/2022 12:00:00 AM
2022-07-04T04-15-29,91010,CVS Store #09788,NLP,NLP,NLP,41,07/01/2022 12:00:00 AM
2022-07-04T04-15-29,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,187,07/01/2022 12:00:00 AM
2022-07-04T04-15-29,91010,CVS Store #16100,NLP,NLP,NLP,21,07/01/2022 12:00:00 AM
2022-07-05T04-15-18,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,12,06/30/2022 12:00:00 AM
2022-07-05T04-15-18,91010,CVS Store #09788,NLP,NLP,NLP,41,07/01/2022 12:00:00 AM
2022-07-05T04-15-18,91010,CVS Store #16100,NLP,NLP,NLP,21,07/01/2022 12:00:00 AM
2022-07-05T04-15-18,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,187,07/04/2022 12:00:00 AM
2022-07-06T04-15-19,91010,CVS Store #09788,NLP,NLP,NLP,35,07/05/2022 12:00:00 AM
2022-07-06T04-15-19,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,186,07/05/2022 12:00:00 AM
2022-07-06T04-15-19,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,12,06/30/2022 12:00:00 AM
2022-07-06T04-15-19,91010,CVS Store #16100,NLP,NLP,NLP,20,07/05/2022 12:00:00 AM
2022-07-07T04-15-17,91010,CVS Store #09788,NLP,NLP,NLP,32,07/06/2022 12:00:00 AM
2022-07-07T04-15-17,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,186,07/06/2022 12:00:00 AM
2022-07-07T04-15-17,91010,CVS Store #16100,NLP,NLP,NLP,17,07/06/2022 12:00:00 AM
2022-07-07T04-15-17,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,1,07/06/2022 12:00:00 AM
2022-07-07T13-15-18,91010,CVS Store #09788,NLP,NLP,NLP,32,07/06/2022 12:00:00 AM
2022-07-07T13-15-18,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,186,07/06/2022 12:00:00 AM
2022-07-07T13-15-18,91010,CVS Store #16100,NLP,NLP,NLP,17,07/06/2022 12:00:00 AM
2022-07-07T13-15-18,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,1,07/06/2022 12:00:00 AM
2022-07-08T04-15-19,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,1,07/06/2022 12:00:00 AM
2022-07-08T04-15-19,91010,CVS Store #09788,NLP,NLP,NLP,30,07/07/2022 12:00:00 AM
2022-07-08T04-15-19,91010,PAX,NLP,NLP,NLP,41,07/07/2022 12:00:00 AM
2022-07-08T04-15-19,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,185,07/07/2022 12:00:00 AM
2022-07-08T04-15-19,91010,CVS Store #16100,NLP,NLP,NLP,15,07/07/2022 12:00:00 AM
2022-07-09T04-15-19,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,1,07/06/2022 12:00:00 AM
2022-07-09T04-15-19,91010,CVS STORE #09788,NLP,NLP,NLP,27,07/08/2022 12:00:00 AM
2022-07-09T04-15-19,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,185,07/08/2022 12:00:00 AM
2022-07-09T04-15-19,91010,PAX,NLP,NLP,NLP,41,07/07/2022 12:00:00 AM
2022-07-09T04-15-19,91010,CVS STORE #16100,NLP,NLP,NLP,15,07/08/2022 12:00:00 AM
2022-07-10T04-15-26,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,1,07/06/2022 12:00:00 AM
2022-07-10T04-15-26,91010,CVS STORE #09788,NLP,NLP,NLP,27,07/08/2022 12:00:00 AM
2022-07-10T04-15-26,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,185,07/09/2022 12:00:00 AM
2022-07-10T04-15-26,91010,PAX,NLP,NLP,NLP,41,07/07/2022 12:00:00 AM
2022-07-10T04-15-26,91010,CVS STORE #16100,NLP,NLP,NLP,15,07/08/2022 12:00:00 AM
2022-07-11T04-15-25,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,1,07/06/2022 12:00:00 AM
2022-07-11T04-15-25,91010,CVS STORE #09788,NLP,NLP,NLP,27,07/08/2022 12:00:00 AM
2022-07-11T04-15-25,91010,PAX,NLP,NLP,NLP,41,07/07/2022 12:00:00 AM
2022-07-11T04-15-25,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,185,07/09/2022 12:00:00 AM
2022-07-11T04-15-25,91010,CVS STORE #16100,NLP,NLP,NLP,15,07/08/2022 12:00:00 AM
2022-07-12T04-15-22,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,183,07/11/2022 12:00:00 AM
2022-07-12T04-15-22,91010,CVS STORE #16100,NLP,NLP,NLP,13,07/11/2022 12:00:00 AM
2022-07-12T04-15-22,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,3,07/11/2022 12:00:00 AM
2022-07-12T04-15-22,91010,CVS STORE #09788,NLP,NLP,NLP,21,07/11/2022 12:00:00 AM
2022-07-12T04-15-22,91010,PAX,NLP,NLP,NLP,41,07/07/2022 12:00:00 AM
2022-07-13T04-15-22,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,183,07/12/2022 12:00:00 AM
2022-07-13T04-15-22,91010,CVS STORE #16100,NLP,NLP,NLP,31,07/12/2022 12:00:00 AM
2022-07-13T04-15-22,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,3,07/12/2022 12:00:00 AM
2022-07-13T04-15-22,91010,CVS STORE #09788,NLP,NLP,NLP,37,07/12/2022 12:00:00 AM
2022-07-13T04-15-22,91010,PAX,NLP,NLP,NLP,41,07/07/2022 12:00:00 AM
2022-07-14T04-15-29,91010,CVS STORE #16100,NLP,NLP,NLP,31,07/13/2022 12:00:00 AM
2022-07-14T04-15-29,91010,CVS STORE #09788,NLP,NLP,NLP,36,07/13/2022 12:00:00 AM
2022-07-14T04-15-29,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,183,07/13/2022 12:00:00 AM
2022-07-14T04-15-29,91010,PAX,NLP,NLP,NLP,41,07/07/2022 12:00:00 AM
2022-07-15T04-15-46,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,2,07/14/2022 12:00:00 AM
2022-07-15T04-15-46,91010,CVS STORE #16100,NLP,NLP,NLP,28,07/14/2022 12:00:00 AM
2022-07-15T04-15-46,91010,CVS STORE #09788,NLP,NLP,NLP,30,07/14/2022 12:00:00 AM
2022-07-15T04-15-46,91010,PAX,NLP,NLP,NLP,41,07/07/2022 12:00:00 AM
2022-07-15T04-15-46,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,183,07/14/2022 12:00:00 AM
2022-07-17T04-15-18,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,183,07/15/2022 12:00:00 AM
2022-07-17T04-15-18,91010,PAX,NLP,NLP,NLP,30,07/15/2022 12:00:00 AM
2022-07-17T04-15-18,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,2,07/14/2022 12:00:00 AM
2022-07-17T04-15-18,91010,CVS STORE #16100,NLP,NLP,NLP,26,07/15/2022 12:00:00 AM
2022-07-17T04-15-18,91010,CVS STORE #09788,NLP,NLP,NLP,28,07/15/2022 12:00:00 AM
2022-07-18T04-15-21,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,183,07/15/2022 12:00:00 AM
2022-07-18T04-15-21,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,2,07/14/2022 12:00:00 AM
2022-07-18T04-15-21,91010,PAX,NLP,NLP,NLP,30,07/15/2022 12:00:00 AM
2022-07-18T04-15-21,91010,CVS STORE #16100,NLP,NLP,NLP,26,07/15/2022 12:00:00 AM
2022-07-18T04-15-21,91010,CVS STORE #09788,NLP,NLP,NLP,28,07/15/2022 12:00:00 AM
2022-07-18T07-55-19,91010,CVS STORE #09788,NLP,NLP,NLP,28,07/15/2022 12:00:00 AM
2022-07-18T07-55-19,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,183,07/15/2022 12:00:00 AM
2022-07-18T07-55-19,91010,PAX,NLP,NLP,NLP,30,07/15/2022 12:00:00 AM
2022-07-18T07-55-19,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,2,07/14/2022 12:00:00 AM
2022-07-18T07-55-19,91010,CVS STORE #16100,NLP,NLP,NLP,26,07/15/2022 12:00:00 AM
2022-07-19T04-15-25,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,183,07/18/2022 12:00:00 AM
2022-07-19T04-15-25,91010,PAX,NLP,NLP,NLP,30,07/15/2022 12:00:00 AM
2022-07-19T04-15-25,91010,CVS STORE #16100,NLP,NLP,NLP,25,07/18/2022 12:00:00 AM
2022-07-19T04-15-25,91010,CVS STORE #09788,NLP,NLP,NLP,22,07/18/2022 12:00:00 AM
2022-07-19T04-15-25,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,2,07/14/2022 12:00:00 AM
2022-07-20T04-15-41,91010,PAX,NLP,NLP,NLP,30,07/15/2022 12:00:00 AM
2022-07-20T04-15-41,91010,CVS STORE #16100,NLP,NLP,NLP,25,07/18/2022 12:00:00 AM
2022-07-20T04-15-41,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,179,07/19/2022 12:00:00 AM
2022-07-20T04-15-41,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,2,07/14/2022 12:00:00 AM
2022-07-20T04-15-41,91010,CVS STORE #09788,NLP,NLP,NLP,22,07/18/2022 12:00:00 AM
