2022-03-08T14-40-56,12180,SAMARITAN HOSP PURCHASING,03/03/2022 12:00:00 AM,03/07/2022 12:00:00 AM,40,,
2022-05-26T07-59-29,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,26,05/25/2022 12:00:00 AM
2022-05-27T05-48-57,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,12180,CVS Store #05032,NLP,NLP,NLP,24,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,12180,Rite Aid 10687,NLP,NLP,NLP,9,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,12180,WALGREENS STORE #10548,NLP,NLP,NLP,18,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,12180,CVS Store #00344,NLP,NLP,NLP,70,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,26,05/26/2022 12:00:00 AM
2022-05-28T05-34-18,12180,CVS Store #05032,NLP,NLP,NLP,24,05/27/2022 12:00:00 AM
2022-05-28T05-34-18,12180,WALGREENS STORE #10548,NLP,NLP,NLP,18,05/26/2022 12:00:00 AM
2022-05-28T05-34-18,12180,Rite Aid 10687,NLP,NLP,NLP,9,05/27/2022 12:00:00 AM
2022-05-28T05-34-18,12180,Rite Aid 01561,NLP,NLP,NLP,17,05/27/2022 12:00:00 AM
2022-05-28T05-34-18,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,26,05/26/2022 12:00:00 AM
2022-05-28T05-34-18,12180,CVS Store #00344,NLP,NLP,NLP,70,05/27/2022 12:00:00 AM
2022-05-29T05-31-58,12180,WALGREENS STORE #10548,NLP,NLP,NLP,18,05/26/2022 12:00:00 AM
2022-05-29T05-31-58,12180,Rite Aid 10687,NLP,NLP,NLP,8,05/28/2022 12:00:00 AM
2022-05-29T05-31-58,12180,CVS Store #05032,NLP,NLP,NLP,24,05/27/2022 12:00:00 AM
2022-05-29T05-31-58,12180,Rite Aid 01561,NLP,NLP,NLP,16,05/28/2022 12:00:00 AM
2022-05-29T05-31-58,12180,CVS Store #00344,NLP,NLP,NLP,70,05/27/2022 12:00:00 AM
2022-05-29T05-31-58,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,26,05/26/2022 12:00:00 AM
2022-05-30T05-32-42,12180,WALGREENS STORE #10548,NLP,NLP,NLP,18,05/26/2022 12:00:00 AM
2022-05-30T05-32-42,12180,Rite Aid 01561,NLP,NLP,NLP,16,05/29/2022 12:00:00 AM
2022-05-30T05-32-42,12180,CVS Store #05032,NLP,NLP,NLP,24,05/27/2022 12:00:00 AM
2022-05-30T05-32-42,12180,Rite Aid 10687,NLP,NLP,NLP,8,05/29/2022 12:00:00 AM
2022-05-30T05-32-42,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,26,05/26/2022 12:00:00 AM
2022-05-30T05-32-42,12180,CVS Store #00344,NLP,NLP,NLP,70,05/27/2022 12:00:00 AM
2022-05-31T08-56-01,12180,CVS Store #05032,NLP,NLP,NLP,24,05/27/2022 12:00:00 AM
2022-05-31T08-56-01,12180,Rite Aid 01561,NLP,NLP,NLP,17,05/30/2022 12:00:00 AM
2022-05-31T08-56-01,12180,WALGREENS STORE #10548,NLP,NLP,NLP,18,05/26/2022 12:00:00 AM
2022-05-31T08-56-01,12180,Rite Aid 10687,NLP,NLP,NLP,7,05/30/2022 12:00:00 AM
2022-05-31T08-56-01,12180,CVS Store #00344,NLP,NLP,NLP,70,05/27/2022 12:00:00 AM
2022-05-31T08-56-01,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,26,05/26/2022 12:00:00 AM
2022-06-01T05-37-50,12180,Rite Aid 10687,NLP,NLP,NLP,7,05/31/2022 12:00:00 AM
2022-06-01T05-37-50,12180,WALGREENS STORE #10548,NLP,NLP,NLP,18,05/26/2022 12:00:00 AM
2022-06-01T05-37-50,12180,CVS Store #05032,NLP,NLP,NLP,24,05/31/2022 12:00:00 AM
2022-06-01T05-37-50,12180,Rite Aid 01561,NLP,NLP,NLP,17,05/31/2022 12:00:00 AM
2022-06-01T05-37-50,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,26,05/31/2022 12:00:00 AM
2022-06-01T05-37-50,12180,CVS Store #00344,NLP,NLP,NLP,70,05/31/2022 12:00:00 AM
2022-06-02T07-54-10,12180,Rite Aid 01561,NLP,NLP,NLP,17,06/01/2022 12:00:00 AM
2022-06-02T07-54-10,12180,WALGREENS STORE #10548,NLP,NLP,NLP,34,06/01/2022 12:00:00 AM
2022-06-02T07-54-10,12180,CVS Store #05032,NLP,NLP,NLP,24,05/31/2022 12:00:00 AM
2022-06-02T07-54-10,12180,Rite Aid 10687,NLP,NLP,NLP,7,06/01/2022 12:00:00 AM
2022-06-02T07-54-10,12180,CVS Store #00344,NLP,NLP,NLP,70,05/31/2022 12:00:00 AM
2022-06-02T07-54-10,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,26,06/01/2022 12:00:00 AM
2022-06-03T08-50-11,12180,Rite Aid 01561,NLP,NLP,NLP,17,06/01/2022 12:00:00 AM
2022-06-03T08-50-11,12180,WALGREENS STORE #10548,NLP,NLP,NLP,34,06/01/2022 12:00:00 AM
2022-06-03T08-50-11,12180,CVS Store #05032,NLP,NLP,NLP,24,05/31/2022 12:00:00 AM
2022-06-03T08-50-11,12180,Rite Aid 10687,NLP,NLP,NLP,7,06/01/2022 12:00:00 AM
2022-06-03T08-50-11,12180,CVS Store #00344,NLP,NLP,NLP,70,05/31/2022 12:00:00 AM
2022-06-03T08-50-11,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,26,06/01/2022 12:00:00 AM
2022-06-04T19-11-08,12180,CVS Store #00344,NLP,NLP,NLP,69,06/03/2022 12:00:00 AM
2022-06-04T19-11-08,12180,WALGREENS STORE #10548,NLP,NLP,NLP,33,06/03/2022 12:00:00 AM
2022-06-04T19-11-08,12180,CVS Store #05032,NLP,NLP,NLP,20,06/03/2022 12:00:00 AM
2022-06-04T19-11-08,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,25,06/02/2022 12:00:00 AM
2022-06-04T19-11-08,12180,Rite Aid 01561,NLP,NLP,NLP,17,06/03/2022 12:00:00 AM
2022-06-04T19-11-08,12180,Rite Aid 10687,NLP,NLP,NLP,26,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,12180,CVS Store #00344,NLP,NLP,NLP,69,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,12180,WALGREENS STORE #10548,NLP,NLP,NLP,33,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,25,06/02/2022 12:00:00 AM
2022-06-05T08-48-25,12180,Rite Aid 01561,NLP,NLP,NLP,17,06/04/2022 12:00:00 AM
2022-06-05T08-48-25,12180,CVS Store #05032,NLP,NLP,NLP,20,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,12180,Rite Aid 10687,NLP,NLP,NLP,26,06/04/2022 12:00:00 AM
2022-06-06T06-32-51,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,25,06/02/2022 12:00:00 AM
2022-06-06T06-32-51,12180,WALGREENS STORE #10548,NLP,NLP,NLP,33,06/03/2022 12:00:00 AM
2022-06-06T06-32-51,12180,CVS Store #05032,NLP,NLP,NLP,20,06/03/2022 12:00:00 AM
2022-06-06T06-32-51,12180,Rite Aid 01561,NLP,NLP,NLP,17,06/05/2022 12:00:00 AM
2022-06-06T06-32-51,12180,Rite Aid 10687,NLP,NLP,NLP,26,06/05/2022 12:00:00 AM
2022-06-06T06-32-51,12180,CVS Store #00344,NLP,NLP,NLP,69,06/03/2022 12:00:00 AM
2022-06-07T05-36-41,12180,CVS Store #05032,NLP,NLP,NLP,20,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,12180,Rite Aid 10687,NLP,NLP,NLP,26,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,12180,CVS Store #00344,NLP,NLP,NLP,69,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,12180,Rite Aid 01561,NLP,NLP,NLP,17,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,24,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,12180,WALGREENS STORE #10548,NLP,NLP,NLP,31,06/06/2022 12:00:00 AM
2022-06-08T05-42-02,12180,Rite Aid 01561,NLP,NLP,NLP,16,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,12180,Rite Aid 10687,NLP,NLP,NLP,23,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,24,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,12180,CVS Store #05032,NLP,NLP,NLP,19,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,12180,CVS Store #00344,NLP,NLP,NLP,69,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,12180,WALGREENS STORE #10548,NLP,NLP,NLP,31,06/07/2022 12:00:00 AM
2022-06-09T04-15-20,12180,CVS Store #00344,NLP,NLP,NLP,68,06/08/2022 12:00:00 AM
2022-06-09T04-15-20,12180,WALGREENS STORE #10548,NLP,NLP,NLP,31,06/07/2022 12:00:00 AM
2022-06-09T04-15-20,12180,CVS Store #05032,NLP,NLP,NLP,18,06/08/2022 12:00:00 AM
2022-06-09T04-15-20,12180,Rite Aid 10687,NLP,NLP,NLP,23,06/08/2022 12:00:00 AM
2022-06-09T04-15-20,12180,Rite Aid 01561,NLP,NLP,NLP,16,06/08/2022 12:00:00 AM
2022-06-09T04-15-20,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,24,06/07/2022 12:00:00 AM
2022-06-10T04-15-36,12180,CVS Store #05032,NLP,NLP,NLP,18,06/09/2022 12:00:00 AM
2022-06-10T04-15-36,12180,Rite Aid 10687,NLP,NLP,NLP,22,06/09/2022 12:00:00 AM
2022-06-10T04-15-36,12180,WALGREENS STORE #10548,NLP,NLP,NLP,31,06/09/2022 12:00:00 AM
2022-06-10T04-15-36,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,24,06/07/2022 12:00:00 AM
2022-06-10T04-15-36,12180,Rite Aid 01561,NLP,NLP,NLP,16,06/09/2022 12:00:00 AM
2022-06-10T04-15-36,12180,CVS Store #00344,NLP,NLP,NLP,68,06/09/2022 12:00:00 AM
2022-06-11T04-15-14,12180,Rite Aid 01561,NLP,NLP,NLP,15,06/10/2022 12:00:00 AM
2022-06-11T04-15-14,12180,CVS Store #00344,NLP,NLP,NLP,68,06/10/2022 12:00:00 AM
2022-06-11T04-15-14,12180,WALGREENS STORE #10548,NLP,NLP,NLP,31,06/10/2022 12:00:00 AM
2022-06-11T04-15-14,12180,CVS Store #05032,NLP,NLP,NLP,18,06/10/2022 12:00:00 AM
2022-06-11T04-15-14,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,19,06/10/2022 12:00:00 AM
2022-06-11T04-15-14,12180,Rite Aid 10687,NLP,NLP,NLP,22,06/10/2022 12:00:00 AM
2022-06-12T04-15-15,12180,Rite Aid 01561,NLP,NLP,NLP,15,06/11/2022 12:00:00 AM
2022-06-12T04-15-15,12180,CVS Store #00344,NLP,NLP,NLP,68,06/10/2022 12:00:00 AM
2022-06-12T04-15-15,12180,WALGREENS STORE #10548,NLP,NLP,NLP,31,06/10/2022 12:00:00 AM
2022-06-12T04-15-15,12180,CVS Store #05032,NLP,NLP,NLP,18,06/10/2022 12:00:00 AM
2022-06-12T04-15-15,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,19,06/10/2022 12:00:00 AM
2022-06-12T04-15-15,12180,Rite Aid 10687,NLP,NLP,NLP,22,06/11/2022 12:00:00 AM
2022-06-13T04-15-40,12180,CVS Store #00344,NLP,NLP,NLP,68,06/10/2022 12:00:00 AM
2022-06-13T04-15-40,12180,Rite Aid 01561,NLP,NLP,NLP,15,06/12/2022 12:00:00 AM
2022-06-13T04-15-40,12180,WALGREENS STORE #10548,NLP,NLP,NLP,31,06/10/2022 12:00:00 AM
2022-06-13T04-15-40,12180,CVS Store #05032,NLP,NLP,NLP,18,06/10/2022 12:00:00 AM
2022-06-13T04-15-40,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,19,06/10/2022 12:00:00 AM
2022-06-13T04-15-40,12180,Rite Aid 10687,NLP,NLP,NLP,22,06/12/2022 12:00:00 AM
2022-06-14T04-15-16,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,19,06/13/2022 12:00:00 AM
2022-06-14T04-15-16,12180,Rite Aid 10687,NLP,NLP,NLP,22,06/13/2022 12:00:00 AM
2022-06-14T04-15-16,12180,Rite Aid 01561,NLP,NLP,NLP,14,06/13/2022 12:00:00 AM
2022-06-14T04-15-16,12180,WALGREENS STORE #10548,NLP,NLP,NLP,31,06/13/2022 12:00:00 AM
2022-06-14T04-15-16,12180,CVS Store #05032,NLP,NLP,NLP,18,06/13/2022 12:00:00 AM
2022-06-14T04-15-16,12180,CVS Store #00344,NLP,NLP,NLP,67,06/13/2022 12:00:00 AM
2022-06-15T04-15-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,19,06/14/2022 12:00:00 AM
2022-06-15T04-15-27,12180,Rite Aid 01561,NLP,NLP,NLP,14,06/14/2022 12:00:00 AM
2022-06-15T04-15-27,12180,Rite Aid 10687,NLP,NLP,NLP,22,06/14/2022 12:00:00 AM
2022-06-15T04-15-27,12180,CVS Store #05032,NLP,NLP,NLP,18,06/14/2022 12:00:00 AM
2022-06-15T04-15-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,31,06/13/2022 12:00:00 AM
2022-06-15T04-15-27,12180,CVS Store #00344,NLP,NLP,NLP,67,06/14/2022 12:00:00 AM
2022-06-16T04-15-45,12180,Rite Aid 10687,NLP,NLP,NLP,22,06/15/2022 12:00:00 AM
2022-06-16T04-15-45,12180,SAMARITAN HOSP PURCHASING,NLP,NLP,NLP,55,06/15/2022 12:00:00 AM
2022-06-16T04-15-45,12180,Rite Aid 01561,NLP,NLP,NLP,14,06/15/2022 12:00:00 AM
2022-06-16T04-15-45,12180,CVS Store #05032,NLP,NLP,NLP,18,06/14/2022 12:00:00 AM
2022-06-16T04-15-45,12180,CVS Store #00344,NLP,NLP,NLP,67,06/14/2022 12:00:00 AM
2022-06-16T04-15-45,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,19,06/14/2022 12:00:00 AM
2022-06-16T04-15-45,12180,WALGREENS STORE #10548,NLP,NLP,NLP,31,06/13/2022 12:00:00 AM
2022-06-17T04-15-27,12180,CVS Store #00344,NLP,NLP,NLP,66,06/16/2022 12:00:00 AM
2022-06-17T04-15-27,12180,Rite Aid 10687,NLP,NLP,NLP,22,06/16/2022 12:00:00 AM
2022-06-17T04-15-27,12180,SAMARITAN HOSP PURCHASING,NLP,NLP,NLP,55,06/15/2022 12:00:00 AM
2022-06-17T04-15-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,18,06/16/2022 12:00:00 AM
2022-06-17T04-15-27,12180,CVS Store #05032,NLP,NLP,NLP,15,06/16/2022 12:00:00 AM
2022-06-17T04-15-27,12180,Rite Aid 01561,NLP,NLP,NLP,13,06/16/2022 12:00:00 AM
2022-06-18T04-15-18,12180,Rite Aid 01561,NLP,NLP,NLP,33,06/17/2022 12:00:00 AM
2022-06-18T04-15-18,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,17,06/17/2022 12:00:00 AM
2022-06-18T04-15-18,12180,CVS Store #05032,NLP,NLP,NLP,15,06/17/2022 12:00:00 AM
2022-06-18T04-15-18,12180,SAMARITAN HOSP PURCHASING,NLP,NLP,NLP,55,06/15/2022 12:00:00 AM
2022-06-18T04-15-18,12180,CVS Store #00344,NLP,NLP,NLP,66,06/17/2022 12:00:00 AM
2022-06-18T04-15-18,12180,Rite Aid 10687,NLP,NLP,NLP,22,06/17/2022 12:00:00 AM
2022-06-19T04-15-29,12180,Rite Aid 01561,NLP,NLP,NLP,32,06/18/2022 12:00:00 AM
2022-06-19T04-15-29,12180,SAMARITAN HOSP PURCHASING,NLP,NLP,NLP,55,06/15/2022 12:00:00 AM
2022-06-19T04-15-29,12180,CVS Store #05032,NLP,NLP,NLP,15,06/17/2022 12:00:00 AM
2022-06-19T04-15-29,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,17,06/17/2022 12:00:00 AM
2022-06-19T04-15-29,12180,CVS Store #00344,NLP,NLP,NLP,66,06/17/2022 12:00:00 AM
2022-06-19T04-15-29,12180,Rite Aid 10687,NLP,NLP,NLP,22,06/18/2022 12:00:00 AM
2022-06-20T04-15-58,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,17,06/17/2022 12:00:00 AM
2022-06-20T04-15-58,12180,CVS Store #05032,NLP,NLP,NLP,15,06/17/2022 12:00:00 AM
2022-06-20T04-15-58,12180,SAMARITAN HOSP PURCHASING,NLP,NLP,NLP,55,06/15/2022 12:00:00 AM
2022-06-20T04-15-58,12180,Rite Aid 01561,NLP,NLP,NLP,31,06/19/2022 12:00:00 AM
2022-06-20T04-15-58,12180,Rite Aid 10687,NLP,NLP,NLP,22,06/19/2022 12:00:00 AM
2022-06-20T04-15-58,12180,CVS Store #00344,NLP,NLP,NLP,66,06/17/2022 12:00:00 AM
2022-06-21T04-15-35,12180,CVS Store #00344,NLP,NLP,NLP,65,06/20/2022 12:00:00 AM
2022-06-21T04-15-35,12180,CVS Store #05032,NLP,NLP,NLP,14,06/20/2022 12:00:00 AM
2022-06-21T04-15-35,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,17,06/17/2022 12:00:00 AM
2022-06-21T04-15-35,12180,SAMARITAN HOSP PURCHASING,NLP,NLP,NLP,55,06/15/2022 12:00:00 AM
2022-06-21T04-15-35,12180,Rite Aid 10687,NLP,NLP,NLP,22,06/20/2022 12:00:00 AM
2022-06-21T04-15-35,12180,Rite Aid 01561,NLP,NLP,NLP,31,06/20/2022 12:00:00 AM
2022-06-21T04-15-35,12180,WALGREENS STORE #10548,NLP,NLP,NLP,30,06/20/2022 12:00:00 AM
2022-06-22T04-15-20,12180,CVS Store #00344,NLP,NLP,NLP,65,06/20/2022 12:00:00 AM
2022-06-22T04-15-20,12180,SAMARITAN HOSP PURCHASING,NLP,NLP,NLP,55,06/15/2022 12:00:00 AM
2022-06-22T04-15-20,12180,WALGREENS STORE #10548,NLP,NLP,NLP,30,06/20/2022 12:00:00 AM
2022-06-22T04-15-20,12180,CVS Store #05032,NLP,NLP,NLP,14,06/20/2022 12:00:00 AM
2022-06-22T04-15-20,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,16,06/21/2022 12:00:00 AM
2022-06-22T04-15-20,12180,Rite Aid 01561,NLP,NLP,NLP,30,06/21/2022 12:00:00 AM
2022-06-22T04-15-20,12180,Rite Aid 10687,NLP,NLP,NLP,22,06/21/2022 12:00:00 AM
