2022-03-08T14-40-56,33408,Winships Prescription Center,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,40,40,03/08/2022 12:00:00 AM
2022-06-20T04-15-58,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,57,06/16/2022 12:00:00 AM
2022-06-20T04-15-58,33408,CVS Store #05080,NLP,NLP,NLP,26,06/17/2022 12:00:00 AM
2022-06-20T04-15-58,33408,CVS Store #05109,NLP,NLP,NLP,36,06/17/2022 12:00:00 AM
2022-06-20T04-15-58,33408,CVS Store #03866,NLP,NLP,NLP,38,06/17/2022 12:00:00 AM
2022-06-21T04-15-35,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,22,06/20/2022 12:00:00 AM
2022-06-21T04-15-35,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,56,06/20/2022 12:00:00 AM
2022-06-21T04-15-35,33408,WALGREENS STORE #05254,NLP,NLP,NLP,50,06/20/2022 12:00:00 AM
2022-06-21T04-15-35,33408,CVS Store #03866,NLP,NLP,NLP,38,06/20/2022 12:00:00 AM
2022-06-21T04-15-35,33408,CVS Store #05109,NLP,NLP,NLP,35,06/20/2022 12:00:00 AM
2022-06-21T04-15-35,33408,CVS Store #05080,NLP,NLP,NLP,20,06/20/2022 12:00:00 AM
2022-06-22T04-15-20,33408,CVS Store #05109,NLP,NLP,NLP,35,06/20/2022 12:00:00 AM
2022-06-22T04-15-20,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,20,06/21/2022 12:00:00 AM
2022-06-22T04-15-20,33408,WALGREENS STORE #05254,NLP,NLP,NLP,50,06/20/2022 12:00:00 AM
2022-06-22T04-15-20,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,56,06/20/2022 12:00:00 AM
2022-06-22T04-15-20,33408,CVS Store #05080,NLP,NLP,NLP,20,06/20/2022 12:00:00 AM
2022-06-22T04-15-20,33408,CVS Store #03866,NLP,NLP,NLP,38,06/20/2022 12:00:00 AM
2022-06-23T04-15-16,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,119,06/22/2022 12:00:00 AM
2022-06-23T04-15-16,33408,WALGREENS STORE #05254,NLP,NLP,NLP,50,06/20/2022 12:00:00 AM
2022-06-23T04-15-16,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,56,06/20/2022 12:00:00 AM
2022-06-23T04-15-16,33408,CVS Store #05080,NLP,NLP,NLP,37,06/22/2022 12:00:00 AM
2022-06-23T04-15-16,33408,CVS Store #03866,NLP,NLP,NLP,35,06/22/2022 12:00:00 AM
2022-06-23T04-15-16,33408,CVS Store #05109,NLP,NLP,NLP,52,06/22/2022 12:00:00 AM
2022-06-24T04-15-26,33408,WALGREENS STORE #05254,NLP,NLP,NLP,86,06/23/2022 12:00:00 AM
2022-06-24T04-15-26,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,55,06/23/2022 12:00:00 AM
2022-06-24T04-15-26,33408,CVS Store #03866,NLP,NLP,NLP,34,06/23/2022 12:00:00 AM
2022-06-24T04-15-26,33408,CVS Store #05109,NLP,NLP,NLP,49,06/23/2022 12:00:00 AM
2022-06-24T04-15-26,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,118,06/23/2022 12:00:00 AM
2022-06-24T04-15-26,33408,CVS Store #05080,NLP,NLP,NLP,36,06/23/2022 12:00:00 AM
2022-06-25T04-15-18,33408,WALGREENS STORE #05254,NLP,NLP,NLP,86,06/23/2022 12:00:00 AM
2022-06-25T04-15-18,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,55,06/23/2022 12:00:00 AM
2022-06-25T04-15-18,33408,CVS Store #03866,NLP,NLP,NLP,33,06/24/2022 12:00:00 AM
2022-06-25T04-15-18,33408,CVS Store #05109,NLP,NLP,NLP,48,06/24/2022 12:00:00 AM
2022-06-25T04-15-18,33408,CVS Store #05080,NLP,NLP,NLP,32,06/24/2022 12:00:00 AM
2022-06-25T04-15-18,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,116,06/24/2022 12:00:00 AM
2022-06-26T04-15-17,33408,WALGREENS STORE #05254,NLP,NLP,NLP,86,06/23/2022 12:00:00 AM
2022-06-26T04-15-17,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,55,06/23/2022 12:00:00 AM
2022-06-26T04-15-17,33408,CVS Store #03866,NLP,NLP,NLP,33,06/24/2022 12:00:00 AM
2022-06-26T04-15-17,33408,CVS Store #05109,NLP,NLP,NLP,48,06/24/2022 12:00:00 AM
2022-06-26T04-15-17,33408,CVS Store #05080,NLP,NLP,NLP,32,06/24/2022 12:00:00 AM
2022-06-26T04-15-17,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,114,06/25/2022 12:00:00 AM
2022-06-27T04-15-31,33408,WALGREENS STORE #05254,NLP,NLP,NLP,86,06/23/2022 12:00:00 AM
2022-06-27T04-15-31,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,55,06/23/2022 12:00:00 AM
2022-06-27T04-15-31,33408,CVS Store #03866,NLP,NLP,NLP,33,06/24/2022 12:00:00 AM
2022-06-27T04-15-31,33408,CVS Store #05109,NLP,NLP,NLP,48,06/24/2022 12:00:00 AM
2022-06-27T04-15-31,33408,CVS Store #05080,NLP,NLP,NLP,32,06/24/2022 12:00:00 AM
2022-06-27T04-15-31,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,112,06/26/2022 12:00:00 AM
2022-06-28T04-15-44,33408,CVS Store #05109,NLP,NLP,NLP,46,06/27/2022 12:00:00 AM
2022-06-28T04-15-44,33408,CVS Store #03866,NLP,NLP,NLP,32,06/27/2022 12:00:00 AM
2022-06-28T04-15-44,33408,WALGREENS STORE #05254,NLP,NLP,NLP,44,06/27/2022 12:00:00 AM
2022-06-28T04-15-44,33408,CVS Store #05080,NLP,NLP,NLP,30,06/27/2022 12:00:00 AM
2022-06-28T04-15-44,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,52,06/27/2022 12:00:00 AM
2022-06-28T04-15-44,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,112,06/27/2022 12:00:00 AM
2022-06-29T04-15-40,33408,CVS Store #03866,NLP,NLP,NLP,31,06/28/2022 12:00:00 AM
2022-06-29T04-15-40,33408,WALGREENS STORE #05254,NLP,NLP,NLP,44,06/27/2022 12:00:00 AM
2022-06-29T04-15-40,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,52,06/27/2022 12:00:00 AM
2022-06-29T04-15-40,33408,CVS Store #05080,NLP,NLP,NLP,47,06/28/2022 12:00:00 AM
2022-06-29T04-15-40,33408,CVS Store #05109,NLP,NLP,NLP,45,06/28/2022 12:00:00 AM
2022-06-29T04-15-40,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,110,06/28/2022 12:00:00 AM
2022-06-30T04-15-32,33408,CVS Store #05080,NLP,NLP,NLP,44,06/29/2022 12:00:00 AM
2022-06-30T04-15-32,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,52,06/27/2022 12:00:00 AM
2022-06-30T04-15-32,33408,WALGREENS STORE #05254,NLP,NLP,NLP,44,06/27/2022 12:00:00 AM
2022-06-30T04-15-32,33408,CVS Store #05109,NLP,NLP,NLP,42,06/29/2022 12:00:00 AM
2022-06-30T04-15-32,33408,CVS Store #03866,NLP,NLP,NLP,28,06/29/2022 12:00:00 AM
2022-06-30T04-15-32,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,108,06/29/2022 12:00:00 AM
2022-07-01T04-15-22,33408,CVS Store #05080,NLP,NLP,NLP,42,06/30/2022 12:00:00 AM
2022-07-01T04-15-22,33408,CVS Store #05109,NLP,NLP,NLP,41,06/30/2022 12:00:00 AM
2022-07-01T04-15-22,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,50,06/30/2022 12:00:00 AM
2022-07-01T04-15-22,33408,CVS Store #03866,NLP,NLP,NLP,27,06/30/2022 12:00:00 AM
2022-07-01T04-15-22,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,105,06/30/2022 12:00:00 AM
2022-07-03T14-40-38,33408,CVS Store #05080,NLP,NLP,NLP,41,07/01/2022 12:00:00 AM
2022-07-03T14-40-38,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,103,07/01/2022 12:00:00 AM
2022-07-03T14-40-38,33408,CVS Store #03866,NLP,NLP,NLP,26,07/01/2022 12:00:00 AM
2022-07-03T14-40-38,33408,CVS Store #05109,NLP,NLP,NLP,41,07/01/2022 12:00:00 AM
2022-07-03T14-40-38,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,50,06/30/2022 12:00:00 AM
2022-07-04T04-15-29,33408,CVS Store #05080,NLP,NLP,NLP,41,07/01/2022 12:00:00 AM
2022-07-04T04-15-29,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,50,06/30/2022 12:00:00 AM
2022-07-04T04-15-29,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,101,07/03/2022 12:00:00 AM
2022-07-04T04-15-29,33408,CVS Store #03866,NLP,NLP,NLP,26,07/01/2022 12:00:00 AM
2022-07-04T04-15-29,33408,CVS Store #05109,NLP,NLP,NLP,41,07/01/2022 12:00:00 AM
2022-07-05T04-15-18,33408,CVS Store #05080,NLP,NLP,NLP,41,07/01/2022 12:00:00 AM
2022-07-05T04-15-18,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,93,07/04/2022 12:00:00 AM
2022-07-05T04-15-18,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,50,06/30/2022 12:00:00 AM
2022-07-05T04-15-18,33408,CVS Store #03866,NLP,NLP,NLP,26,07/01/2022 12:00:00 AM
2022-07-05T04-15-18,33408,CVS Store #05109,NLP,NLP,NLP,41,07/01/2022 12:00:00 AM
2022-07-06T04-15-19,33408,CVS Store #05109,NLP,NLP,NLP,37,07/05/2022 12:00:00 AM
2022-07-06T04-15-19,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,89,07/06/2022 12:00:00 AM
2022-07-06T04-15-19,33408,CVS Store #03866,NLP,NLP,NLP,19,07/05/2022 12:00:00 AM
2022-07-06T04-15-19,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,50,07/05/2022 12:00:00 AM
2022-07-06T04-15-19,33408,CVS Store #05080,NLP,NLP,NLP,40,07/05/2022 12:00:00 AM
2022-07-07T04-15-17,33408,CVS Store #03866,NLP,NLP,NLP,17,07/06/2022 12:00:00 AM
2022-07-07T04-15-17,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,88,07/06/2022 12:00:00 AM
2022-07-07T04-15-17,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,50,07/05/2022 12:00:00 AM
2022-07-07T04-15-17,33408,CVS Store #05080,NLP,NLP,NLP,36,07/06/2022 12:00:00 AM
2022-07-07T04-15-17,33408,CVS Store #05109,NLP,NLP,NLP,36,07/06/2022 12:00:00 AM
2022-07-07T13-15-18,33408,CVS Store #03866,NLP,NLP,NLP,17,07/06/2022 12:00:00 AM
2022-07-07T13-15-18,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,88,07/06/2022 12:00:00 AM
2022-07-07T13-15-18,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,50,07/05/2022 12:00:00 AM
2022-07-07T13-15-18,33408,CVS Store #05080,NLP,NLP,NLP,36,07/06/2022 12:00:00 AM
2022-07-07T13-15-18,33408,CVS Store #05109,NLP,NLP,NLP,36,07/06/2022 12:00:00 AM
2022-07-08T04-15-19,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,86,07/07/2022 12:00:00 AM
2022-07-08T04-15-19,33408,CVS Store #03866,NLP,NLP,NLP,14,07/07/2022 12:00:00 AM
2022-07-08T04-15-19,33408,CVS Store #05080,NLP,NLP,NLP,33,07/07/2022 12:00:00 AM
2022-07-08T04-15-19,33408,CVS Store #05109,NLP,NLP,NLP,36,07/07/2022 12:00:00 AM
2022-07-08T04-15-19,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,50,07/07/2022 12:00:00 AM
2022-07-09T04-15-19,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,85,07/08/2022 12:00:00 AM
2022-07-09T04-15-19,33408,CVS Store #05080,NLP,NLP,NLP,30,07/08/2022 12:00:00 AM
2022-07-09T04-15-19,33408,CVS Store #03866,NLP,NLP,NLP,11,07/08/2022 12:00:00 AM
2022-07-09T04-15-19,33408,CVS Store #05109,NLP,NLP,NLP,36,07/08/2022 12:00:00 AM
2022-07-09T04-15-19,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,50,07/07/2022 12:00:00 AM
2022-07-10T04-15-26,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,82,07/09/2022 12:00:00 AM
2022-07-10T04-15-26,33408,CVS Store #03866,NLP,NLP,NLP,11,07/08/2022 12:00:00 AM
2022-07-10T04-15-26,33408,CVS Store #05080,NLP,NLP,NLP,30,07/08/2022 12:00:00 AM
2022-07-10T04-15-26,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,50,07/07/2022 12:00:00 AM
2022-07-10T04-15-26,33408,CVS Store #05109,NLP,NLP,NLP,36,07/08/2022 12:00:00 AM
2022-07-11T04-15-25,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,82,07/10/2022 12:00:00 AM
2022-07-11T04-15-25,33408,CVS Store #05080,NLP,NLP,NLP,30,07/08/2022 12:00:00 AM
2022-07-11T04-15-25,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,50,07/07/2022 12:00:00 AM
2022-07-11T04-15-25,33408,CVS Store #03866,NLP,NLP,NLP,11,07/08/2022 12:00:00 AM
2022-07-11T04-15-25,33408,CVS Store #05109,NLP,NLP,NLP,36,07/08/2022 12:00:00 AM
