State Date       Time   Providers Details
MI    2022-02-22 09-09  -71       ['MI,Adrian,49221,Promedica Hickman Hospital', 'MI,Ann Arbor,48106,St. Joseph Mercy Ann Arbor', 'MI,Ann Arbor,48109,University Of Michigan Health Sys', 'MI,Benton Harbor,49002,Rev Dr Don J Tynes', 'MI,Canton,48188,Mi Express Care', 'MI,Carson City,48811,Carson City Hospital', 'MI,Cass City,48726,Hills And Dales General Hospital', 'MI,Chelsea,48118,Chelsea Community Hospital', 'MI,Clare,48617,Mid Michigan Medical Center Clare', 'MI,Clinton Township,48038,Henry Ford Macomb Hospital', 'MI,Clinton Twp.,48036,Medstar Inc', 'MI,Commerce Township,48382,Dmc Huron Valley Sinai Hospital', 'MI,Dearborn,48120,Zaid Aljahmi Medical Practice', 'MI,Detroit,48201,Wayne Health Mobile Unit', 'MI,Detroit,48202,Henry Ford Hospital - Main Camp', 'MI,Detroit,48236,Ascension St. John Hospital', 'MI,East Lansing,48823,Capitol Area Infectious Disease', 'MI,Flint,48503,Hurley Medical Center', 'MI,Flint,48532,Mclaren Flint', 'MI,Garden City,48135,Garden City Hospital Pharmacy', 'MI,Grand Haven,49417,North Ottawa Community Hospital', 'MI,Grand Rapids,49503,Saint Marys Hospital Pharmacy', 'MI,Grand Rapids,49503,Spectrum Health - Butterworth', 'MI,Grand Rapids,49512,Omnicare Of Grand Rapids', 'MI,Grand Rapids,49525,Infusion Associates', 'MI,Holland,49423,Holland Hospital', 'MI,Howell,48843,St Joseph Mercy Health System Livin', 'MI,Ionia,48846,Sparrow Ionia Hospital', 'MI,Kalamazoo,49007,Bronson Methodist Hospital', 'MI,Kalamazoo,49009,Ascension Borgess Hospital', 'MI,Kalamazoo,49009,Opus Medicine Pc', 'MI,Lansing,48912,98.6 Emergicenter', 'MI,Lansing,48912,Sparrow Hospital', 'MI,Laurium,49913,Aspirus Keweenaw Hospital', 'MI,Lincoln Park,48146,Get Well Urgent Care Downriver', 'MI,Livonia,48150,First Choice Urgent Care Of Livonia', 'MI,Livonia,48154,St Mary Mercy Hospital', 'MI,Madison Heights,48071,Get Well Urgent Care Madison Height', 'MI,Marshall,49068,Oaklawn Hospital', 'MI,Midland,48670,Midmichigan Medical Center', 'MI,Monroe,48162,Promedica Monroe Regional Hospital', 'MI,Mount Clemens,48043,Mclaren Macomb', 'MI,Munising,49862,Munising Memorial', 'MI,Muskegon,49444,Mercy Health Muskegon', 'MI,New Boston,48164,Medpro Primary Care', 'MI,Niles,49120,Smcas', 'MI,Owosso,48867,Memorial Healthcare Center', 'MI,Petoskey,49770,Healthshare Group/Northern Michigan', 'MI,Plymouth,48170,Polaris Pharmacy Of Mi - State Hpop', 'MI,Plymouth,48170,Remidi Seniorcare Of Michigan', 'MI,Pontiac,48341,St Joseph Mercy Oakland', 'MI,Pontiac,48342,Poh-Pontiac Osteopathic Hospital-Ah', 'MI,Port Huron,48060,Lake Huron Medical Center', 'MI,Port Huron,48060,Port Huron Hospital', 'MI,Port Huron,48060,Tri-Hospital Ems', 'MI,Redford,48240,Medcare Urgent Care', 'MI,Saginaw,48602,Covenant Health Care (Hospital)', 'MI,Saint Johns,48879,Sparrow Clinton Pharmacy', 'MI,Sandusky,48471,Mckenzie Memorial Hospital', 'MI,Southfield,48075,Ascension Providence Southfield', 'MI,Southgate,48195,Downriver Urgent Care', 'MI,St Joseph,49085,Lakeland Healthcare', 'MI,Standish,48658,St Marys Of Michigan Standish Hosp', 'MI,Sterling Heights,48310,Get Well Urgent Care Of Sterling He', 'MI,Traverse City,49684,Munson Medical Center', 'MI,Troy,48084,Onecare Ltc Pharmacy', 'MI,Troy,48085,Carecore Health Center', 'MI,West Branch,48661,Omnicare Of West Branch', 'MI,Wyandotte,48192,Dma Urgent Care Pllc', 'MI,Wyandotte,48192,Downriver Medical Associates', 'MI,Wyoming,49519,University Of Michigan Health-West']
MI    2022-03-03 10-04  +4        ['MI,Bay City,48708,Mclaren Bay Region', 'MI,Farmington Hills,48334,Drip Hydration', 'MI,Kalamazoo,49009,Ascension Borgess Cancer Center', 'MI,Manistique,49854,Schoolcraft Memorial Hospital']
MI    2022-03-03 10-04  -4        ['MI,Clinton Twp.,48036,Medstar Inc', 'MI,Holland,49423,Holland Hospital', 'MI,Kalamazoo,49009,Ascension Borgess Hospital', 'MI,West Branch,48661,Omnicare Of West Branch']
MI    2022-03-08 14-40  +6        ['MI,Coldwater,49036,Community Health Ctr Of Branch Co', 'MI,Dearborn,48126,Metro Detroit Endocrinology Center', 'MI,Holland,49423,Holland Hospital', 'MI,Muskegon,49444,Mercy Health Muskegon', 'MI,Oak Park,48237,Oak Park Urgent Care', 'MI,West Branch,48661,Omnicare Of West Branch']
MI    2022-03-08 14-40  -1        ['MI,New Boston,48164,Medpro Primary Care']
MI    2022-03-16 18-51  +3        ['MI,Grand Rapids,49525,Infusion Associates Grand Rapids', 'MI,Kalamazoo,49048,Ascension-Borgess Medical Center', 'MI,Peshawbestown,49682,Gtb Fhc: Samantha Haken Md']
MI    2022-03-16 18-51  -51       ['MI,Adrian,49221,Promedica Hickman Hospital', 'MI,Ann Arbor,48109,University Of Michigan Health Sys', 'MI,Benton Harbor,49022,Rev Dr Don J Tynes', 'MI,Carson City,48811,Carson City Hospital', 'MI,Cass City,48726,Hills And Dales General Hospital', 'MI,Coldwater,49036,Community Health Ctr Of Branch Co', 'MI,Commerce Township,48382,Dmc Huron Valley Sinai Hospital', 'MI,Dearborn,48120,Zaid Aljahmi Medical Practice', 'MI,Dearborn,48124,1St Choice Urgent Care Pc', 'MI,Detroit,48201,Wayne Health Mobile Unit', 'MI,Detroit,48236,Ascension St. John Hospital', 'MI,East Lansing,48823,Capitol Area Infectious Disease', 'MI,Farmington Hills,48334,Drip Hydration', 'MI,Flint,48503,Hurley Medical Center', 'MI,Flint,48532,Mclaren Flint', 'MI,Garden City,48135,Garden City Hospital Pharmacy', 'MI,Grand Haven,49417,North Ottawa Community Hospital', 'MI,Grand Rapids,49503,Spectrum Health - Butterworth', 'MI,Grand Rapids,49525,Infusion Associates', 'MI,Holland,49423,Holland Hospital', 'MI,Howell,48843,St Joseph Mercy Health System Livin', 'MI,Ionia,48846,Sparrow Ionia Hospital', 'MI,Kalamazoo,49007,Bronson Methodist Hospital', 'MI,Kalamazoo,49009,Ascension Borgess Cancer Center', 'MI,Kalamazoo,49009,Opus Medicine Pc', 'MI,Lansing,48912,98.6 Emergicenter', 'MI,Laurium,49913,Aspirus Keweenaw Hospital', 'MI,Livonia,48150,First Choice Urgent Care Of Livonia', 'MI,Livonia,48150,Omnicare Of Southern Michigan', 'MI,Livonia,48150,Ps Of Mi', 'MI,Marshall,49068,Oaklawn Hospital', 'MI,Monroe,48162,Promedica Monroe Regional Hospital', 'MI,Mount Clemens,48043,Mclaren Macomb', 'MI,Munising,49862,Munising Memorial', 'MI,Niles,49120,Smcas', 'MI,Oak Park,48237,Oak Park Urgent Care', 'MI,Owosso,48867,Memorial Healthcare Center', 'MI,Plymouth,48170,Polaris Pharmacy Of Mi - State Hpop', 'MI,Plymouth,48170,Remidi Seniorcare Of Michigan', 'MI,Pontiac,48341,St Joseph Mercy Oakland', 'MI,Port Huron,48060,Lake Huron Medical Center', 'MI,Redford,48240,Medcare Urgent Care', 'MI,Saint Johns,48879,Sparrow Clinton Pharmacy', 'MI,Southfield,48075,Ascension Providence Southfield', 'MI,Southgate,48195,Downriver Urgent Care', 'MI,St Joseph,49085,Lakeland Healthcare', 'MI,Standish,48658,St Marys Of Michigan Standish Hosp', 'MI,Trenton,48183,South Valley Internal Med', 'MI,Troy,48084,Onecare Ltc Pharmacy', 'MI,Troy,48085,Carecore Health Center', 'MI,Wyandotte,48192,Downriver Medical Associates']
MI    2022-03-18 09-58  +4        ['MI,Adrian,49221,Promedica Hickman Hospital', 'MI,Farmington Hills,48334,Drip Hydration', 'MI,Holland,49423,Holland Hospital', 'MI,Southfield,48075,Ascension Providence Southfield']
MI    2022-03-18 09-58  -5        ['MI,Ishpeming,49849,Uphs Bell', 'MI,Jackson,49202,Office Of Donna Oneill Md Pc', 'MI,Muskegon,49444,Mercy Health Muskegon', 'MI,Petoskey,49770,Healthshare Group/Northern Michigan', 'MI,Port Huron,48060,Tri-Hospital Ems']
MI    2022-03-18 11-17  +3        ['MI,Grand Rapids,49503,Spectrum Health - Butterworth', 'MI,Sault Sainte Marie,49783,War Memorial Hospital', 'MI,St Joseph,49085,Lakeland Healthcare']
MI    2022-03-18 11-17  -8        ['MI,Ann Arbor,48106,St. Joseph Mercy Ann Arbor', 'MI,Grand Rapids,49503,Saint Marys Hospital Pharmacy', 'MI,Grand Rapids,49525,Infusion Associates Grand Rapids', 'MI,Livonia,48154,St Mary Mercy Hospital', 'MI,Madison Heights,48071,Get Well Urgent Care Madison Height', 'MI,Manistique,49854,Schoolcraft Memorial Hospital', 'MI,Midland,48670,Midmichigan Medical Center', 'MI,Sterling Heights,48310,Get Well Urgent Care Of Sterling He']
MI    2022-03-19 11-58  -1        ['MI,Wyandotte,48192,Dma Urgent Care Pllc']
MN    2022-02-22 09-09  -44       ['MN,Albert Lea,56007,Mayo Clinic Albert Lea Clinic', 'MN,Bemidji,56601,Sanford Bemidji Oncology Pharmacy', 'MN,Brainerd,56401,Essentia Health- St Josephs Med Ctr', 'MN,Cambridge,55008,Allina Health Cambridge Med Ctr', 'MN,Cannon Falls,55009,Mayo Chs In Cannon Falls, Hospital', 'MN,Cook,55723,Cook Hospital', 'MN,Crookston,56716,Riverview Hlth', 'MN,Detroit Lakes,56501,Essentia Health Detroit Lakes', 'MN,Duluth,55805,Essentia Health St. Marys Duluth', 'MN,Duluth,55805,St Lukes Hospital', 'MN,Edina,55435,Lx Medical', 'MN,Graceville,56240,Essentia Health-Holy Trinity Hospit', 'MN,Grand Marais,55604,Cook Co. North Shore Hospital', 'MN,Litchfield,55355,Meeker Memorial', 'MN,Little Falls,56345,St Gabriels Hospital', 'MN,Long Prairie,56347,Centracare Clinic - Long Prairie', 'MN,Luvenre,56156,Sanford Luverne Medical Center', 'MN,Mankato,56001,Mayo Clinic Hlth Systm Mankato Hosp', 'MN,Marshall,56258,Avera Marshall Regional Medical Cen', 'MN,Melrose,56352,Centracare Clinic - Melrose', 'MN,Minneapolis,55404,Childrens Mn-Minneapolis', 'MN,Minneapolis,55414,M Health Fairview Clinics', 'MN,Minneapolis,55415,Hcmc Hennepin Healthcare Medical Ct', 'MN,Mora,55051,Welia-Firstlight Health System', 'MN,New Brighton,55112,Merwin Ltc Pharmacy #2', 'MN,Ortonville,56278,Ortonville Area Health Services', 'MN,Park Rapids,56470,Chi St Josephs Area Hlth Srvcs Hosp', 'MN,Paynesville,56362,Centracare Clinic - Paynesville', 'MN,Pipestone,56164,Pipestone County Medical Center', 'MN,Red Lake,56671,Red Lake Hospital', 'MN,Redwood Falls,56283,Carris Health Redwood Falls Hosp', 'MN,Rochester,55902,Mayo Rochester Methodist Hospital', 'MN,Roseau,56751,Lifecare Medical Center', 'MN,Sauk Centre,56378,Centracare Sauk Centre', 'MN,Slayton,56172,Murray County Medical Center', 'MN,Sleepy Eye,56085,Sleepy Eye Medical Center Clinic', 'MN,St. Cloud,56303,Centracare Pharmacy At St Cloud Hos', 'MN,St. Paul,55102,Allina United Hospital Inpatient Ph', 'MN,Staples,56479,Lakewood Health System', 'MN,Thief River Falls,56701,Sanford Pharmacy Thief River Falls', 'MN,Tracy,56175,Sanford Tracy Medical Center', 'MN,Westbrook,56183,Sanford Westbrook Hospital', 'MN,Windom,56101,Windom Area Health', 'MN,Worthington,56187,Sanford Worthington Regional Hosp']
MN    2022-03-03 10-04  +1        ['MN,Sauk Centre,56378,Centracare Sauk Centre']
MN    2022-03-08 14-40  +4        ['MN,Cloquet,55720,Community Memorial Hospital-Cloquet', 'MN,Grand Rapids,55744,Meds-1 Ambulance Service', 'MN,Madison,56256,Madison Healthcare Services', 'MN,Morris,56267,Stevens Community Medical Center']
MN    2022-03-08 14-40  -1        ['MN,Winona,55987,Winona Health Services']
MN    2022-03-16 18-51  +2        ['MN,St Cloud,56303,Centracare: Coborn Cancer Center', 'MN,Winona,55987,Winona Health Services']
MN    2022-03-16 18-51  -29       ['MN,Albert Lea,56007,Mayo Clinic Albert Lea - Austin', 'MN,Albert Lea,56007,Mayo Clinic Albert Lea Clinic', 'MN,Bemidji,56601,Sanford Bemidji Oncology Pharmacy', 'MN,Cambridge,55008,Allina Health Cambridge Med Ctr', 'MN,Cannon Falls,55009,Mayo Chs In Cannon Falls, Hospital', 'MN,Cannon Falls,55009,Mayo Clinic Cannon Falls-Inpatient', 'MN,Cook,55723,Cook Hospital', 'MN,Faribault,55021,Allina Health Faribault Pharmacy', 'MN,Golden Valley,55422,Minneapolis Health Clinic Golden', 'MN,Grand Rapids,55744,Meds-1 Ambulance Service', 'MN,Litchfield,55355,Meeker Memorial', 'MN,Little Falls,56345,St Gabriels Hospital', 'MN,Long Prairie,56347,Centracare Clinic - Long Prairie', 'MN,Madison,56256,Madison Healthcare Services', 'MN,Mankato,56001,Mayo Clinic Hlth Systm Mankato Hosp', 'MN,Melrose,56352,Centracare Clinic - Melrose', 'MN,Morris,56267,Stevens Community Medical Center', 'MN,New Brighton,55112,Merwin Ltc Pharmacy #2', 'MN,Paynesville,56362,Centracare Clinic - Paynesville', 'MN,Red Lake,56671,Red Lake Hospital', 'MN,Rochester,55902,Mayo Rochester Methodist Hospital', 'MN,Slayton,56172,Murray County Medical Center', 'MN,Sleepy Eye,56085,Sleepy Eye Medical Center Clinic', 'MN,St. Cloud,56303,Centracare Pharmacy At St Cloud Hos', 'MN,Thief River Falls,56701,Sanford Pharmacy Thief River Falls', 'MN,Tracy,56175,Sanford Tracy Medical Center', 'MN,Warren,56762,North Valley Health Center', 'MN,Windom,56101,Windom Area Health', 'MN,Worthington,56187,Sanford Worthington Regional Hosp']
MN    2022-03-18 09-58  +6        ['MN,Aurora,55705,Essentia Health Northern Pines', 'MN,Long Prairie,56347,Centracare Clinic - Long Prairie', 'MN,Madison,56256,Madison Healthcare Services', 'MN,St. Paul,,Allina United Hospital Inpatient Ph', 'MN,Winona,,Winona Health Services', 'MN,Worthington,56187,Sanford Worthington Regional Hosp']
MN    2022-03-18 09-58  -3        ['MN,Ortonville,56278,Ortonville Area Health Services', 'MN,St. Paul,55102,Allina United Hospital Inpatient Ph', 'MN,Winona,55987,Winona Health Services']
MN    2022-03-18 11-17  +11       ['MN,Albert Lea,56007,Mayo Clinic Albert Lea - Austin', 'MN,Cannon Falls,55009,Mayo Clinic Cannon Falls-Inpatient', 'MN,Mankato,56001,Mayo Clinic Hlth Systm Mankato Hosp', 'MN,Melrose,56352,Centracare Clinic - Melrose', 'MN,Morris,56267,Stevens Community Medical Center', 'MN,Ortonville,56278,Ortonville Area Health Services', 'MN,Paynesville,56362,Centracare Clinic - Paynesville', 'MN,Rochester,55902,Mayo Rochester Methodist Hospital', 'MN,Sauk Rapids,56379,Guardian Pharm Of Mn Llc', 'MN,St. Paul,55102,Allina United Hospital Inpatient Ph', 'MN,Winona,55987,Winona Health Services']
MN    2022-03-18 11-17  -8        ['MN,Aurora,55705,Essentia Health Northern Pines', 'MN,Grand Marais,55604,Cook Co. North Shore Hospital', 'MN,Marshall,56258,Avera Marshall Regional Medical Cen', 'MN,Pipestone,56164,Pipestone County Medical Center', 'MN,Sauk Centre,56378,Centracare Sauk Centre', 'MN,St. Paul,,Allina United Hospital Inpatient Ph', 'MN,Westbrook,56183,Sanford Westbrook Hospital', 'MN,Winona,,Winona Health Services']
MN    2022-03-19 08-15  +1        ['MN,Bemidji,56601,Sanford Bemidji Oncology Pharmacy']
MN    2022-03-19 11-58  -1        ['MN,Fergus Falls,56537,Lake Region Healthcare Corporation']
MS    2022-02-22 09-09  -52       ['MS,Bay Saint Louis,39520,Hancock County Jail', 'MS,Brookhaven,39601,Kings Daughters Medical Center', 'MS,Carthage,39051,Baptist Medical Center - Leake, Inc', 'MS,Centreville,39631,Field Memorial Community Hospital', 'MS,Collins,39428,Covington County Hospital Pharmacy', 'MS,Columbia,39429,Marion General Hospital', 'MS,Columbus,39705,Baptist Golden Triangle Pharmacy', 'MS,Corinth,38834,Magnolia Regional Health Center', 'MS,De Kalb,39328,John C Stennis Memorial Hospital', 'MS,Forest,39074,Lackey Memorial Hospital', 'MS,Greenville,38703,Delta Regional Medical Center', 'MS,Grenada,38901,University Of Ms Medical Center Gre', 'MS,Gulfport,39503,Singing River Gulfport', 'MS,Hattiesburg,39401,Forrest General Hospital', 'MS,Hattiesburg,39402,Hattiesburg Clinic', 'MS,Indianola,38751,South Sunflower County Hospital', 'MS,Iuka,38852,Nmmc Iuka', 'MS,Iuka,38852,The Segars Clinic', 'MS,Jackson,39202,Mississippi Baptist Medical Center', 'MS,Jackson,39216,St. Dominic-Jackson Memorial Hospit', 'MS,Kosciusko,39090,Baptist Medical Center- Attala', 'MS,Laurel,39440,South Central Regional Medical Ctr', 'MS,Louisville,39339,Winston Medical Center', 'MS,Macon,39341,Noxubee General Critical Access Hos', 'MS,Madison,39110,Ms Center For Advance Medicine', 'MS,Magee,39111,Magee General Hospital', 'MS,Magnolia,39652,Beacham Memorial Hospital', 'MS,Mantachie,38855,Hometown Care Of Mantachie', 'MS,Mccomb,39648,Southwest Ms Regional Medical Ctr', 'MS,Mendenhall,39114,Simpson General Hospital', 'MS,Meridian,39301,Anderson Regional Medical Center', 'MS,Monticello,39654,Lawrence County Hospital', 'MS,Natchez,39120,Merit Health Natchez', 'MS,New Albany,38652,Medplus New Albany', 'MS,Oxford,38655,Baptist Mem. Hospital-North Mississ', 'MS,Oxford,38655,Redmed Covid Treatment Ctr Oxford', 'MS,Pascagoula,39581,Singing River Health System', 'MS,Philadelphia,39350,Neshoba General Hospital Pharmacy', 'MS,Picayune,39466,Highland Community Hospital', 'MS,Poplarville,39470,Pearl River County Hospital', 'MS,Prentiss,39474,Jefferson Davis Community Hospital', 'MS,Prentiss,39474,Prentiss Primary Care', 'MS,Ridgeland,39157,Health Care Medical Infusion Specia', 'MS,Ridgeland,39157,Madison Ridgeland Medical Clinic', 'MS,Rolling Fork,39159,Sharkey-Issaquena Community Hospita', 'MS,Ruleville,38771,North Sunflower Medical Center', 'MS,Senatobia,38668,Delta Health Highland Hills', 'MS,Southaven,38671,Baptist Memorial Hospital - Desoto', 'MS,Starkville,39759,Och Regional Medical Center', 'MS,Tupelo,38801,North Mississippi Medical Center', 'MS,Vicksburg,39180,Mission Primary Care', 'MS,Yazoo City,39194,Baptist Medical Center - Yazoo Inc.']
MS    2022-03-03 10-04  +3        ['MS,Booneville,38829,Baptist Memorial Hospital Boonevill', 'MS,Meridian,39307,Healthcareonthego,Llc', 'MS,New Albany,38652,Baptist Memorial Hospital - Union C']
MS    2022-03-08 14-40  +6        ['MS,Bay Springs,39422,Jasper General Hospital', 'MS,Bude,39630,Peoples Drug Store', 'MS,Columbus,39705,Baptist Mem Hosp Golden Triangle', 'MS,Indianola,38751,South Sunflower County Hospital', 'MS,Jackson,39047,University Of Ms Medical Center', 'MS,Meridian,39301,Rush Foundation Hospital']
MS    2022-03-16 18-51  +1        ['MS,Choctaw,39350,Ms Band Of Choctaw Hosp And Clinic']
MS    2022-03-16 18-51  -33       ['MS,Ackerman,39735,Choctaw Regional Medical Center', 'MS,Bay Saint Louis,39520,Hancock County Jail', 'MS,Bay Springs,39422,Jasper General Hospital', 'MS,Booneville,38829,Baptist Memorial Hospital Boonevill', 'MS,Brandon,39042,Merit Health Rankin Hospital', 'MS,Bude,39630,Peoples Drug Store', 'MS,Coffeeville,38922,Arrington Medical Clinic', 'MS,Columbia,39429,Marion General Hospital', 'MS,Hattiesburg,39402,Hattiesburg Clinic', 'MS,Iuka,38852,The Segars Clinic', 'MS,Jackson,39047,University Of Ms Medical Center', 'MS,Jackson,39202,Mississippi Baptist Medical Center', 'MS,Jackson,39216,St. Dominic-Jackson Memorial Hospit', 'MS,Madison,39110,Ms Center For Advance Medicine', 'MS,Magee,39111,Magee General Hospital', 'MS,Magnolia,39652,Beacham Memorial Hospital', 'MS,Mantachie,38855,Hometown Care Of Mantachie', 'MS,Mccomb,39648,Southwest Ms Regional Medical Ctr', 'MS,Meadville,39653,Franklin County Memorial Hospital', 'MS,Natchez,39120,Merit Health Natchez', 'MS,Oxford,38655,Baptist Mem. Hospital-North Mississ', 'MS,Oxford,38655,Redmed Covid Treatment Ctr Oxford', 'MS,Philadelphia,39350,Neshoba General Hospital Pharmacy', 'MS,Picayune,39466,Highland Community Hospital', 'MS,Poplarville,39470,Pearl River County Hospital', 'MS,Prentiss,39474,Jefferson Davis Community Hospital', 'MS,Rolling Fork,39159,Sharkey-Issaquena Community Hospita', 'MS,Sardis,38666,Mettetal Family Medicine', 'MS,Senatobia,38668,Delta Health Highland Hills', 'MS,Southaven,38671,Baptist Memorial Hospital - Desoto', 'MS,Tylertown,39667,Southern Digestive Health Center', 'MS,Vicksburg,39180,Mission Primary Care', 'MS,Water Valley,38965,Odom Rural Health Clinic']
MS    2022-03-18 09-58  +3        ['MS,Calhoun City,38916,Baptist Memorial Hospital - Calhoun', 'MS,Hattiesburg,,Forrest General Hospital', 'MS,Philadelphia,39350,Neshoba General Hospital Pharmacy']
MS    2022-03-18 09-58  -8        ['MS,Carthage,39051,Baptist Medical Center - Leake, Inc', 'MS,Greenville,38703,Delta Regional Medical Center', 'MS,Hattiesburg,39401,Forrest General Hospital', 'MS,Indianola,38751,South Sunflower County Hospital', 'MS,Kosciusko,39090,Baptist Medical Center- Attala', 'MS,Meridian,39307,Healthcareonthego,Llc', 'MS,Prentiss,39474,Prentiss Primary Care', 'MS,Starkville,39759,Och Regional Medical Center']
MS    2022-03-18 11-17  +3        ['MS,Bay Saint Louis,39520,Ochsner Medical Center Hancock', 'MS,Hattiesburg,39401,Forrest General Hospital', 'MS,Jackson,39216,St. Dominic-Jackson Memorial Hospit']
MS    2022-03-18 11-17  -3        ['MS,Grenada,38901,University Of Ms Medical Center Gre', 'MS,Hattiesburg,,Forrest General Hospital', 'MS,New Albany,38652,Baptist Memorial Hospital - Union C']
MS    2022-03-19 08-15  +1        ['MS,Mantachie,38855,Hometown Care Of Mantachie']
MS    2022-03-19 11-58  -2        ['MS,Jackson,39216,St. Dominic-Jackson Memorial Hospit', 'MS,Macon,39341,Noxubee General Critical Access Hos']
MO    2022-02-22 09-09  -1        ['MO,Fort Leonard Wood,65473,General Leonard Wood Ach']
MO    2022-03-03 10-04  +2        ['MO,Kansas City,64155,Wilson Medical Clinic', 'MO,Mexico,65265,Noble Health - Audrain Comm Hosp']
MO    2022-03-08 14-40  +1        ['MO,Louisiana,63353,Pike Co Mem Hosp Louisiana Clinic']
MO    2022-03-08 14-40  -1        ['MO,Columbia,65212,University Of Missouri Health Care']
MO    2022-03-16 18-51  +1        ['MO,Maryland Heights,63043,Mercy Specialty And Home Infusion']
MO    2022-03-16 18-51  -45       ['MO,Albany,64402,Mosaic Medical Center Albany', 'MO,Appleton City,64724,Ellett Mem Hosp - Appleton City', 'MO,Cameron,64429,Cameron Regional Medical Center', 'MO,Cape Girardeau,63701,Southeast Missouri Hospital Cape', 'MO,Carthage,64836,Mercy Hospital Carthage', 'MO,Columbia,65201,Women And Childrens Hosp Pharmacy', 'MO,El Dorado Springs,64744,Cedar County Memorial Hospital', 'MO,Farmington,63640,Se Mo Mental Health Center', 'MO,Fort Leonard Wood,65473,General Leonard Wood Ach', 'MO,Fredericktown,63645,Madison Med Ctr Phcy', 'MO,Gladstone,64118,Bridge Integrative Medicine', 'MO,Hannibal,63401,Hannibal Regional Hospital', 'MO,Hayti,63851,Pemiscot County Memorial Hospital', 'MO,Houston,65483,Texas County Mem Hosp Main Campus', 'MO,Jefferson City,65101,Capital Region Medical Center', 'MO,Jefferson City,65109,St Marys Hlth Ctr-Jeff City', 'MO,Joplin,64804,Mercy Hospital Joplin', 'MO,Kansas City,64108,Truman Medical Center Hospital Hill', 'MO,Kansas City,64132,Research Medical Center', 'MO,Kansas City,64139,Truman Medical Ctr Lakewood', 'MO,Kansas City,64155,Wilson Medical Clinic', 'MO,Liberty,64068,Liberty Hospital', 'MO,Louisiana,63353,Pike Co Mem Hosp Louisiana Clinic', 'MO,Macon,63552,Samaritan Hospital', 'MO,Marshall,65340,Fitzgibbon Hospital', 'MO,Maryville,64468,Mosaic Medical Center Maryville', 'MO,Mexico,65265,Noble Health - Audrain Comm Hosp', 'MO,Milan,63556,Sullivan County Memorial Hospital', 'MO,North Kansas City,64116,North Kansas City Hospital', 'MO,Osage Beach,65065,Lake Regional Hlth Sys Hosp', 'MO,Perryville,63775,Perry County Mem Hosp Location', 'MO,Poplar Bluff,63901,Ozark Physical Med Ctr For Ops', 'MO,Poplar Bluff,63901,Poplar Bluff Regional Medical Ctr', 'MO,Saint Joseph,64506,Heartland Reg Med Ctr', 'MO,Saint Louis,63128,Mercy Hospital South', 'MO,Saint Louis,63131,Missouri Baptist Medical Center', 'MO,Sedalia,65301,Bothwell Regional Health Center', 'MO,Springfield,65802,Guardian Pharmacy Sprgfld', 'MO,Springfield,65804,Mercy Pharmacy Springfield', 'MO,Springfield,65804,Mercy Splty And Home Infusion-Spfld', 'MO,St. Louis,63122,St Lukes Des Peres-St Louis', 'MO,St. Louis,63139,St Louis Forensic Treatment Ctr', 'MO,Unionville,63565,Putnam County Memorial Hospital', 'MO,Warrensburg,64093,Western Missouri Med Center', 'MO,Washington,63090,Washington Medical Center']
MO    2022-03-18 09-58  +5        ['MO,Hannibal,,Hannibal Regional Hospital', 'MO,Joplin,,Freeman Hospital West', 'MO,Kansas City,,St Lukes Hosp Kc Wornal', 'MO,Louisiana,,Pike Co Mem Hosp Louisiana Clinic', 'MO,Mexico,,Noble Health - Audrain Comm Hosp']
MO    2022-03-18 09-58  -7        ['MO,Aurora,65605,Mercy Hospital Aurora', 'MO,Dexter,63841,Stoddard County Hosp Pharmacy', 'MO,Joplin,64804,Freeman Hospital West', 'MO,Kansas City,64111,St Lukes Hosp Kc Wornal', 'MO,Maryland Heights,63043,Mercy Specialty And Home Infusion', 'MO,Pilot Knob,63663,Iron County Medical Center', 'MO,Sikeston,63801,Missouri Delta Medical Center']
MO    2022-03-18 11-17  +10       ['MO,Albany,64402,Mosaic Medical Center Albany', 'MO,Dexter,63841,Stoddard County Hosp Pharmacy', 'MO,Hannibal,63401,Hannibal Regional Hospital', 'MO,Joplin,64804,Freeman Hospital West', 'MO,Kansas City,64111,St Lukes Hosp Kc Wornal', 'MO,Kansas City,64139,Truman Medical Ctr Lakewood', 'MO,Louisiana,63353,Pike Co Mem Hosp Louisiana Clinic', 'MO,Maryville,64468,Mosaic Medical Center Maryville', 'MO,Mexico,65265,Noble Health - Audrain Comm Hosp', 'MO,Saint Joseph,64506,Heartland Reg Med Ctr']
MO    2022-03-18 11-17  -5        ['MO,Hannibal,,Hannibal Regional Hospital', 'MO,Joplin,,Freeman Hospital West', 'MO,Kansas City,,St Lukes Hosp Kc Wornal', 'MO,Louisiana,,Pike Co Mem Hosp Louisiana Clinic', 'MO,Mexico,,Noble Health - Audrain Comm Hosp']
MO    2022-03-19 08-15  +2        ['MO,Bolivar,65613,Citizens Memorial Hospital Cv0135', 'MO,Kansas City,64132,Research Medical Center']
MT    2022-02-22 09-09  -2        ['MT,Billings,59101,Billings Clinic Hospital', 'MT,Chester,59522,Liberty Medical Center']
MT    2022-03-16 18-51  -4        ['MT,Billings,59101,Billings Clinic Hospital', 'MT,Bozeman,59715,Bozeman Health Deac Hospital', 'MT,Chester,59522,Liberty Medical Center', 'MT,Missoula,59804,Community Medical Center Hosp']
MT    2022-03-18 11-17  +1        ['MT,Bozeman,59715,Bozeman Health Deac Hospital']
