State Date       Time   Providers Details
NC    2022-05-22 09-07  -1        ['NC,Valdese,28690,Blue Ridge Healthcare Hosp Valdese']
NC    2022-05-24 05-46  +4        ['NC,Bolivia,28422,Brunswick Medical Center', 'NC,Cary,27518,Wakemed Cary Hospital', 'NC,Morehead City,28557,Carteret General Hospital', 'NC,Valdese,28690,Blue Ridge Healthcare Hosp Valdese']
NC    2022-05-26 07-59  +1        ['NC,Mooresville,28115,Neil Medical Group Mooresville']
NC    2022-05-27 05-48  +1        ['NC,Gastonia,28054,Caromont Health']
NC    2022-05-27 05-48  -1        ['NC,Valdese,28690,Blue Ridge Healthcare Hosp Valdese']
NC    2022-05-28 05-34  -1        ['NC,Durham,27705,Duke University Health System']
NC    2022-05-31 08-56  -1        ['NC,Garner,27529,Wakemed Garner Healthplex']
NC    2022-06-01 05-37  -1        ['NC,Winston Salem,27157,Wake Forest Baptist Health']
NC    2022-06-02 07-54  +3        ['NC,Albemarle,28001,Atrium Health Stanly', 'NC,Durham,27705,Duke University Health System', 'NC,Locust,28097,Mainstreet Family Care Locust']
NC    2022-06-02 07-54  -2        ['NC,Chapel Hill,27514,Unc Therapeutic Infusion Center Rx', 'NC,Mount Airy,27030,Northern Regional Hospital']
NC    2022-06-04 19-11  +4        ['NC,Boone,28607,Watauga Medical Center', 'NC,Durham,27710,Duke Childrens Outpatient Pharmacy', 'NC,Morganton,28655,Burke Primary Care', 'NC,Winston Salem,27157,Wake Forest Baptist Health']
NC    2022-06-04 19-11  -3        ['NC,Charlotte,28211,Starmed Healthcare - Wendover', 'NC,New Bern,28560,Starmed Healthcare - New Bern', 'NC,Statesville,28677,Piedmont Healthcare Statesville']
NC    2022-06-06 06-32  -1        ['NC,Durham,27710,Duke Childrens Outpatient Pharmacy']
NC    2022-06-07 05-36  +2        ['NC,Garner,27529,Wakemed Garner Healthplex', 'NC,Mount Airy,27030,Northern Regional Hospital']
NC    2022-06-07 05-36  -2        ['NC,Kernersville,27284,Southern Rx Services Winston-Salem', 'NC,Winston Salem,27157,Wake Forest Baptist Health']
NC    2022-06-08 05-42  +1        ['NC,Statesville,28677,Piedmont Healthcare Statesville']
NC    2022-06-08 05-42  -1        ['NC,Raleigh,27617,Wakemed Briar Creek Healthplex']
NC    2022-06-09 04-15  +1        ['NC,Valdese,28690,Blue Ridge Healthcare Hosp Valdese']
NC    2022-06-09 04-15  -2        ['NC,Burlington,27215,Neil Medical Group Burlington', 'NC,New Bern,28560,Coastal Carolina Health Care']
NC    2022-06-10 04-15  +4        ['NC,Burlington,27215,Neil Medical Group Burlington', 'NC,New Bern,28560,Coastal Carolina Health Care', 'NC,Raleigh,27617,Wakemed Briar Creek Healthplex', 'NC,Winston Salem,27157,Wake Forest Baptist Health']
NC    2022-06-10 04-15  -1        ['NC,Asheville,28803,Mahec Fam Hlth Ctr @ Biltmore']
NC    2022-06-12 04-15  -1        ['NC,Columbus,28722,Saint Lukes Hospital']
NC    2022-06-14 04-15  +2        ['NC,Kernersville,27284,Southern Rx Services Winston-Salem', 'NC,Yadkinville,27055,Yadkin County Emergency Services']
NC    2022-06-15 04-15  +3        ['NC,Asheville,28803,Lifeway Health', 'NC,Hickory,28602,Omnicare Of Hickory #48292', 'NC,Morrisville,27560,Pharmscript Holdco And Subsidiaries']
NC    2022-06-15 04-15  -2        ['NC,Jacksonville,28546,Starmed Healthcare - Jacksonville', 'NC,Winston Salem,27157,Wake Forest Baptist Health']
NC    2022-06-17 04-15  +1        ['NC,Winston Salem,27157,Wake Forest Baptist Health']
NC    2022-06-21 04-15  +2        ['NC,Edenton,27932,Vidant Chowan Hospital', 'NC,Hickory,28602,Catawba Valley Medical Center']
NC    2022-06-21 04-15  -3        ['NC,Boone,28607,Watauga Medical Center', 'NC,Edenton,27932,Chowan Hospital Inc', 'NC,Morrisville,27560,Amber Specialty Pharmacy Durham']
NC    2022-06-22 04-15  -1        ['NC,Kernersville,27284,Novant Health Kernersville Medical']
NC    2022-06-23 04-15  +1        ['NC,Kernersville,27284,Novant Health Kernersville Medical']
NC    2022-06-24 04-15  -1        ['NC,Clinton,28328,Sampson Regional Medical Center']
NC    2022-06-25 04-15  +1        ['NC,Clinton,28328,Sampson Regional Medical Center']
NC    2022-06-27 04-15  -1        ['NC,Mocksville,27028,1237 - Piedmont Healthcare']
NC    2022-06-28 04-15  +2        ['NC,Boone,28607,Watauga Medical Center', 'NC,Mocksville,27028,1237 - Piedmont Healthcare']
NC    2022-06-29 04-15  -1        ['NC,Beaufort Nc,28516,Open Water Medical Beaufort']
NC    2022-07-03 14-40  +3        ['NC,Charlotte,28211,Starmed Healthcare - Wendover', 'NC,Cherryville,28021,Mainstreet Family Care Cherryville', 'NC,Jacksonville,28546,Starmed Healthcare - Jacksonville']
NC    2022-07-03 14-40  -2        ['NC,Clayton,27520,Johnston Health Clayton', 'NC,Smithfield,27577,Johnston Memorial Hospital']
NC    2022-07-06 04-15  +1        ['NC,Columbus,28722,Saint Lukes Hospital']
NC    2022-07-06 04-15  -1        ['NC,Hickory,28602,Omnicare Of Hickory #48292']
NC    2022-07-08 04-15  +1        ['NC,Charlotte,28211,Randolph Medical Pharmacy']
NC    2022-07-08 04-15  -3        ['NC,Albemarle,28001,Atrium Health Stanly', 'NC,Statesville,28677,Piedmont Healthcare Statesville', 'NC,Valdese,28690,Blue Ridge Healthcare Hosp Valdese']
NC    2022-07-09 04-15  -1        ['NC,Charlotte,28211,Randolph Medical Pharmacy']
NC    2022-07-10 04-15  -1        ['NC,Goldsboro,27534,Better You Virtual Health']
NC    2022-07-12 04-15  +2        ['NC,Clayton,27520,Johnston Health Clayton', 'NC,Smithfield,27577,Johnston Memorial Hospital']
NC    2022-07-12 04-15  -2        ['NC,Cherryville,28021,Mainstreet Family Care Cherryville', 'NC,Locust,28097,Mainstreet Family Care Locust']
NC    2022-07-13 04-15  +1        ['NC,Smithfield,27577,Johnston Health Outpatient Pharmacy']
NC    2022-07-13 04-15  -2        ['NC,Elizabeth City,27909,Sentara Albemarle Regional Medical', 'NC,Mount Airy,27030,Northern Regional Hospital']
NC    2022-07-14 04-15  +1        ['NC,Winston Salem,27127,Marley Drug, Inc.']
ND    2022-02-22 09-09  -1        ['ND,Belcourt,58316,Belcourt Su  - Quentin N. Burdik']
ND    2022-03-16 18-51  +7        ['ND,Bismarck,58501,Chi St Alexius Med Cntr', 'ND,Bismarck,58501,Sanford Medical Center  - Bismarck', 'ND,Dickinson,58601,Chi St Alexius Dickinson', 'ND,Fargo,58103,Essentia Health', 'ND,Grand Forks,58201,Altru Health System Pharmacy', 'ND,Jamestown,58401,Jamestown Regional Medical Center', 'ND,Minot,58701,Trinity Hospital']
ND    2022-03-16 18-51  -1        ['ND,Belcourt,58316,Belcourt Su  - Quentin N. Burdik']
ND    2022-03-18 09-58  -1        ['ND,Bismarck,58501,Sanford Medical Center  - Bismarck']
ND    2022-03-18 11-17  +2        ['ND,Bismarck,58501,Sanford Medical Center  - Bismarck', 'ND,Park River,58270,First Care Health Center']
ND    2022-03-18 11-17  -1        ['ND,Dickinson,58601,Chi St Alexius Dickinson']
ND    2022-03-19 08-15  +1        ['ND,Dickinson,58601,Chi St Alexius Dickinson']
ND    2022-03-23 08-41  -1        ['ND,Jamestown,58401,Jamestown Regional Medical Center']
ND    2022-03-24 13-46  +1        ['ND,Jamestown,58401,Jamestown Regional Medical Center']
ND    2022-03-24 13-46  -1        ['ND,Bismarck,58501,Sanford Medical Center  - Bismarck']
ND    2022-03-25 08-10  +1        ['ND,Williston,58801,Chi St A Wllstn Med Cnt']
ND    2022-03-28 06-21  +1        ['ND,Bismarck,58501,Sanford Medical Center  - Bismarck']
ND    2022-03-30 09-27  +1        ['ND,Bottineau,58318,Smp Health St Andrews']
ND    2022-03-31 08-53  -1        ['ND,Bismarck,58501,Sanford Medical Center  - Bismarck']
ND    2022-04-08 05-48  -1        ['ND,Dickinson,58601,Chi St Alexius Dickinson']
ND    2022-04-09 05-41  +1        ['ND,Dickinson,58601,Chi St Alexius Dickinson']
ND    2022-04-14 09-18  -1        ['ND,Williston,58801,Chi St A Wllstn Med Cnt']
ND    2022-04-21 05-29  +1        ['ND,Bismarck,58501,Sanford Medical Center  - Bismarck']
ND    2022-04-26 05-20  +1        ['ND,Cooperstown,58425,Cooperstown Medical Ctr']
ND    2022-04-29 05-13  +1        ['ND,Valley City,58072,Chi Mercy Health - Vc']
ND    2022-04-30 05-15  +1        ['ND,Williston,58801,Chi St A Wllstn Med Cnt']
ND    2022-05-05 09-49  -1        ['ND,Bismarck,58501,Sanford Medical Center  - Bismarck']
ND    2022-05-10 06-06  -1        ['ND,Cooperstown,58425,Cooperstown Medical Ctr']
ND    2022-05-11 06-51  +3        ['ND,Bismarck,58501,Sanford Medical Center  - Bismarck', 'ND,Rolla,58367,Smp Health St. Kateri', 'ND,Watford City,58854,Mckenzie County Health Care System']
ND    2022-05-12 07-16  +1        ['ND,Cavalier,58220,Pembina Co Mem Hosp']
ND    2022-05-14 08-49  -1        ['ND,Williston,58801,Chi St A Wllstn Med Cnt']
ND    2022-05-24 05-46  +1        ['ND,Bismarck,58501,Mid-Dakota Clinic']
ND    2022-05-25 05-39  +3        ['ND,Crosby,58730,St Lukes Hospital', 'ND,Oakes,58474,Oakes Comm Hospital', 'ND,Williston,58801,Chi St A Wllstn Med Cnt']
ND    2022-05-25 05-39  -2        ['ND,Bismarck,58501,Sanford Medical Center  - Bismarck', 'ND,Rolla,58367,Smp Health St. Kateri']
ND    2022-05-27 05-48  +2        ['ND,Bismarck,58501,Sanford Medical Center  - Bismarck', 'ND,Fargo,58104,Sanford Medical Center']
ND    2022-05-31 08-56  -1        ['ND,Watford City,58854,Mckenzie County Health Care System']
ND    2022-06-02 07-54  +1        ['ND,Mayville,58257,Sanford Hosp Mayville']
ND    2022-06-04 19-11  -1        ['ND,Jamestown,58401,Jamestown Regional Medical Center']
ND    2022-06-08 05-42  -3        ['ND,Crosby,58730,St Lukes Hospital', 'ND,Oakes,58474,Oakes Comm Hospital', 'ND,Williston,58801,Chi St A Wllstn Med Cnt']
ND    2022-06-09 04-15  +1        ['ND,Devils Lake,58301,Chi St A Devils Lake']
ND    2022-06-16 04-15  -1        ['ND,Mayville,58257,Sanford Hosp Mayville']
ND    2022-06-17 04-15  +1        ['ND,Jamestown,58401,Jamestown Regional Medical Center']
ND    2022-06-17 04-15  -1        ['ND,Valley City,58072,Chi Mercy Health - Vc']
ND    2022-06-23 04-15  -2        ['ND,Bismarck,58501,Sanford Medical Center  - Bismarck', 'ND,Devils Lake,58301,Chi St A Devils Lake']
ND    2022-06-25 04-15  +1        ['ND,Turtle Lake,58575,Turtle Lke Cnty M Hosp']
ND    2022-06-28 04-15  +2        ['ND,Jamestown,58401,Nd State Hospital', 'ND,Williston,58801,Chi St A Wllstn Med Cnt']
ND    2022-06-28 04-15  -1        ['ND,Turtle Lake,58575,Turtle Lke Cnty M Hosp']
ND    2022-06-29 04-15  +1        ['ND,Bismarck,58501,Sanford Medical Center  - Bismarck']
ND    2022-06-30 04-15  +3        ['ND,Belcourt,58316,Belcourt Su  - Quentin N. Burdik', 'ND,Mayville,58257,Sanford Hosp Mayville', 'ND,Wishek,58495,South Central Health']
ND    2022-07-01 04-15  +1        ['ND,Crosby,58730,St Lukes Hospital']
ND    2022-07-01 04-15  -1        ['ND,Jamestown,58401,Jamestown Regional Medical Center']
ND    2022-07-06 04-15  +1        ['ND,Turtle Lake,58575,Turtle Lke Cnty M Hosp']
ND    2022-07-12 04-15  +1        ['ND,Cooperstown,58425,Cooperstown Medical Ctr']
ND    2022-07-12 04-15  -1        ['ND,Cavalier,58220,Pembina Co Mem Hosp']
ND    2022-07-13 04-15  +1        ['ND,Cavalier,58220,Pembina Co Mem Hosp']
ND    2022-07-13 04-15  -2        ['ND,Bismarck,58501,Sanford Medical Center  - Bismarck', 'ND,Turtle Lake,58575,Turtle Lke Cnty M Hosp']
ND    2022-07-14 04-15  +1        ['ND,Stanley,58784,Mountrail County Health']
ND    2022-07-14 04-15  -4        ['ND,Jamestown,58401,Nd State Hospital', 'ND,Mayville,58257,Sanford Hosp Mayville', 'ND,Williston,58801,Chi St A Wllstn Med Cnt', 'ND,Wishek,58495,South Central Health']
OH    2022-02-22 09-09  -37       ['OH,Bellefontaine,43311,Mary Rutan Hospital', 'OH,Bluffton,45817,Bvhs - Bluffton Hospital', 'OH,Bowling Green,43402,Wood County Hospital', 'OH,Cadiz,43907,Wvu Harrison Community Hospital', 'OH,Cambridge,43725,Southeastern Ohio Regional Med Ctr', 'OH,Canton,44708,Mercy Medical Center - Canton', 'OH,Canton,44710,Aultman Hospital Canton', 'OH,Cincinnati,45219,Christ Hospital - Main', 'OH,Cincinnati,45229,Cincinnati Childrens Med Ctr', 'OH,Cincinnati,45242,Bethesda North Hospital', 'OH,Cleveland,44106,University Hospitals Of Cleveland', 'OH,Cleveland,44195,Cleveland Clinic Foundation - Main', 'OH,Coldwater,45828,Mercer Health Mercer Co Comm Hosp', 'OH,Columbus,43205,Nch Main Campus', 'OH,Columbus,43210,Osu - Osu Wexner Medical Ctr', 'OH,Columbus,43213,Mount Carmel East Hospital', 'OH,Dayton,45409,Miami Valley Hospital', 'OH,Dennison,44621,Trinity Hospital Twin City', 'OH,East Liverpool,43920,East Liverpool City Hospital', 'OH,Findlay,45840,Bvhs - Blanchard Valley Hospital', 'OH,Galion,44833,Avita - Galion Com Hospital', 'OH,Hicksville,43526,Community Memorial Hospital', 'OH,Hillsboro,45133,Highland District Hospital', 'OH,Kettering,45429,Khn Grandview Infusion Center', 'OH,Lima,45804,Lima Memorial Health System', 'OH,Maumee,43537,Mclaren St. Lukes Hospital', 'OH,Mount Vernon,43050,Knox Community Hospital', 'OH,Napoleon,43545,Henry County Hospital', 'OH,Paulding,45879,Paulding County Hospital', 'OH,Port Clinton,43452,H.B. Magruder Hospital', 'OH,Portsmouth,45662,Southern Ohio Medical Center', 'OH,Sandusky,44870,Firelands Regional Medical Center', 'OH,St. Marys,45885,Joint Twp Dist Memorial Hospital', 'OH,Wauseon,43567,Fulton County Health Center', 'OH,Willoughby,44094,Uh Lake Health West', 'OH,Wilmington,45177,Clinton Memorial Hospital', 'OH,Wooster,44691,Wooster Community Hospital']
OH    2022-03-03 10-04  +2        ['OH,Cincinnati,45229,Uc Health Univ Of Cincinnati', 'OH,Toledo,43606,Promedica Toledo Hospital']
OH    2022-03-03 10-04  -1        ['OH,Kettering,45429,Khn Grandview Infusion Center']
OH    2022-03-08 14-40  +5        ['OH,Canton,44708,Mercy Medical Center - Canton', 'OH,Kettering,45429,Khn Grandview Infusion Center', 'OH,Marietta,45750,Marietta Memorial Hospital', 'OH,Sidney,45365,Wilson Memorial Hospital', 'OH,Springboro,45066,Premier Clinical Research Llc']
OH    2022-03-16 18-51  +18       ['OH,Defiance,43512,Promedica Defiance Regional Hosp', 'OH,Fostoria,44830,Promedica-Fostoria Community Hospit', 'OH,Fremont,43420,Promedica Fremont Memorial Hospital', 'OH,Kettering,45429,Kettering Health Dayton', 'OH,Kettering,45429,Kettering Health Franklin', 'OH,Kettering,45429,Kettering Health Greene Memorial', 'OH,Kettering,45429,Kettering Health Hamilton', 'OH,Kettering,45429,Kettering Health Huber', 'OH,Kettering,45429,Kettering Health Main Campus', 'OH,Kettering,45429,Kettering Health Miamisburg', 'OH,Kettering,45429,Kettering Health Middletown', 'OH,Kettering,45429,Kettering Health Piqua', 'OH,Kettering,45429,Kettering Health Preble', 'OH,Kettering,45429,Kettering Health Troy', 'OH,Kettering,45429,Kettering Health Washington Twp', 'OH,Kettering,45429,Soin Medical Center', 'OH,Oregon,43616,Promedica Bay Park Comm Hosp', 'OH,Sylvania,43560,Promedica Flower Memorial']
OH    2022-03-16 18-51  -4        ['OH,Bowling Green,43402,Wood County Hospital', 'OH,Cambridge,43725,Southeastern Ohio Regional Med Ctr', 'OH,Springboro,45066,Premier Clinical Research Llc', 'OH,Washington Court House,43160,Adena Fayette Medical Ctr']
OH    2022-03-18 09-58  +3        ['OH,Cleveland,,Cleveland Clinic Foundation - Main', 'OH,Springboro,45066,Premier Clinical Research Llc', 'OH,Wilmington,45177,Clinton Memorial Hospital']
OH    2022-03-18 09-58  -4        ['OH,Cleveland,44195,Cleveland Clinic Foundation - Main', 'OH,East Liverpool,43920,East Liverpool City Hospital', 'OH,Lima,45804,Lima Memorial Health System', 'OH,Westerville,43082,Ohiohealth Westerville Med Campus']
OH    2022-03-18 11-17  +3        ['OH,Cleveland,44195,Cleveland Clinic Foundation - Main', 'OH,Columbus,43228,Pharmscript Holdcoandsubsidiaries', 'OH,East Liverpool,43920,East Liverpool City Hospital']
OH    2022-03-18 11-17  -2        ['OH,Cleveland,,Cleveland Clinic Foundation - Main', 'OH,Wooster,44691,Wooster Community Hospital']
OH    2022-03-19 08-15  +1        ['OH,Wooster,44691,Wooster Community Hospital']
OH    2022-03-19 11-58  +2        ['OH,Columbus,43214,Ohiohealth Riverside Methodist', 'OH,Westerville,43082,Ohiohealth Westerville Med Campus']
OH    2022-03-19 11-58  -3        ['OH,Cincinnati,45242,Bethesda North Hospital', 'OH,Port Clinton,43452,H.B. Magruder Hospital', 'OH,Steubenville,43952,Trinity Medical Center West']
OH    2022-03-21 06-11  +1        ['OH,Cincinnati,45242,Bethesda North Hospital']
OH    2022-03-21 16-35  +2        ['OH,Cambridge,43725,Southeastern Ohio Regional Med Ctr', 'OH,Greenville,45331,Wayne Hospital']
OH    2022-03-22 09-16  -1        ['OH,Willoughby,44094,Uh Lake Health West']
OH    2022-03-23 08-41  -2        ['OH,Dayton,45409,Miami Valley Hospital', 'OH,Marietta,45750,Marietta Memorial Hospital']
OH    2022-03-24 13-46  +3        ['OH,Dayton,45409,Miami Valley Hospital', 'OH,Marietta,45750,Marietta Memorial Hospital', 'OH,Willoughby,44094,Uh Lake Health West']
OH    2022-03-25 08-10  -1        ['OH,Wauseon,43567,Fulton County Health Center']
OH    2022-03-26 06-57  +3        ['OH,Cleveland,44109,Metrohealth - Main Campus Vfc', 'OH,Gallipolis,45631,Holzer Medical Center Gallipolis', 'OH,Port Clinton,43452,H.B. Magruder Hospital']
OH    2022-03-26 06-57  -1        ['OH,Westerville,43082,Ohiohealth Westerville Med Campus']
OH    2022-03-27 06-25  +1        ['OH,Ashtabula,44004,Ashtabula Co Medical Center (Acmc)']
OH    2022-03-27 06-25  -1        ['OH,Portsmouth,45662,Southern Ohio Medical Center']
OH    2022-03-28 06-21  +2        ['OH,Wauseon,43567,Fulton County Health Center', 'OH,Westerville,43082,Ohiohealth Westerville Med Campus']
OH    2022-03-29 08-50  +2        ['OH,Lima,45804,Lima Memorial Health System', 'OH,Steubenville,43952,Trinity Medical Center West']
OH    2022-03-30 09-27  +1        ['OH,Portsmouth,45662,Southern Ohio Medical Center']
OH    2022-03-30 09-27  -1        ['OH,Greenville,45331,Wayne Hospital']
OH    2022-04-05 05-48  +4        ['OH,Bowling Green,43402,Wood County Hospital', 'OH,Dayton,45404,Dayton Childrens Hospital', 'OH,Mansfield,44903,Ohiohealth Mansfield Hospital', 'OH,Westerville,43082,Central Ohio Primary Care Physician']
OH    2022-04-06 05-45  +1        ['OH,Greenville,45331,Wayne Hospital']
OH    2022-04-07 05-34  +2        ['OH,Alliance,44601,Aultman Alliance Community Hospital', 'OH,Bryan,43506,Comm Hosp And Wellness Ctr- Bryan']
OH    2022-04-09 05-41  +2        ['OH,Bellevue,44811,The Bellevue Hospital', 'OH,London, Ohio 43140,43140,Madison Health Madison Co Hospital']
OH    2022-04-12 07-06  +3        ['OH,Millersburg,44654,Pomerene Hospital', 'OH,Salem,44460,Salem Community Hospital', 'OH,Toledo,43614,University Of Toledo - Utmc']
OH    2022-04-13 09-20  +1        ['OH,Beachwood,44122,Carepoint Infusion Center']
OH    2022-04-14 09-18  +1        ['OH,Columbus,43228,Ohiohealth Doctors Hospital']
OH    2022-04-15 06-03  +1        ['OH,Warren,44483,Verodana Inc']
OH    2022-04-16 05-33  +5        ['OH,Athens,45701,Ohiohealth Obleness Hospital', 'OH,Dublin,43016,Ohiohealth Dublin Methodist', 'OH,Kenton,43326,Ohiohealth Hardin Memorial', 'OH,Marion,43302,Ohiohealth Marion General Hospital', 'OH,Shelby,44875,Ohiohealth Shelby Hospital']
OH    2022-04-18 05-31  -1        ['OH,Cambridge,43725,Southeastern Ohio Regional Med Ctr']
OH    2022-04-19 05-39  +1        ['OH,Middleburg Heights,44130,Southwest General Health Center']
OH    2022-04-20 05-27  +2        ['OH,Mount Gilead,43338,Morrow County Hospital', 'OH,Norwalk,44857,Fisher Titus Med Ctr - Ftmc Norwalk']
OH    2022-04-21 05-29  +1        ['OH,Akron,44304,Summa Health System - Akron City']
OH    2022-04-22 05-26  +1        ['OH,Delaware,43015,Ohiohealth Grady Memorial Hosp']
OH    2022-04-23 05-25  +9        ['OH,Beavercreek,45431,Soin Medical Center', 'OH,Dayton,45405,Kettering Health Dayton', 'OH,Dayton,45459,Kettering Health Washington Twp', 'OH,Hamilton,45013,Kettering Health Hamilton', 'OH,Miamisburg,45342,Kettering Health Miamisburg', 'OH,Pandora,45877,Pharmacy Solutions', 'OH,Troy,45373,Kettering Health Troy', 'OH,Westlake,44145,Accuscripts Pharmacy Llc', 'OH,Xenia,45385,Kettering Health Greene Memorial']
OH    2022-04-23 05-25  -7        ['OH,Kettering,45429,Kettering Health Dayton', 'OH,Kettering,45429,Kettering Health Greene Memorial', 'OH,Kettering,45429,Kettering Health Hamilton', 'OH,Kettering,45429,Kettering Health Miamisburg', 'OH,Kettering,45429,Kettering Health Troy', 'OH,Kettering,45429,Kettering Health Washington Twp', 'OH,Kettering,45429,Soin Medical Center']
OH    2022-04-26 05-20  +3        ['OH,Circleville,43113,Ohiohealth Berger Hospital', 'OH,Columbus,43215,Ohiohealth Grant Medical Ctr', 'OH,Cuyahoga Falls,44223,Western Reserve Hospital']
OH    2022-04-27 05-23  +5        ['OH,Beavercreek,45431,Kettering Health Springfield', 'OH,Dayton,45405,Kettering Health Huber', 'OH,Dayton,45405,Kettering Health Preble', 'OH,Miamisburg,45342,Kettering Health Franklin', 'OH,Troy,45373,Kettering Health Piqua']
OH    2022-04-27 05-23  -4        ['OH,Kettering,45429,Kettering Health Franklin', 'OH,Kettering,45429,Kettering Health Huber', 'OH,Kettering,45429,Kettering Health Piqua', 'OH,Kettering,45429,Kettering Health Preble']
OH    2022-04-29 05-13  +1        ['OH,Akron,44308,Akron Childrens Hosp - Main']
OH    2022-04-29 05-13  -1        ['OH,Middleburg Heights,44130,Southwest General Health Center']
OH    2022-04-30 05-15  +1        ['OH,Middleburg Heights,44130,Southwest General Health Center']
OH    2022-05-05 09-49  +1        ['OH,Chillicothe,45601,Adena Regional Medical Center']
OH    2022-05-09 05-08  -1        ['OH,Cleveland,44109,Metrohealth - Main Campus Vfc']
OH    2022-05-10 06-06  +1        ['OH,Cambridge,43725,Southeastern Ohio Regional Med Ctr']
OH    2022-05-10 06-06  -1        ['OH,Lima,45804,Lima Memorial Health System']
OH    2022-05-12 07-16  +1        ['OH,Cleveland,44109,Metrohealth - Main Campus Vfc']
OH    2022-05-14 08-49  +1        ['OH,Lima,45804,Lima Memorial Health System']
OH    2022-05-17 05-27  -2        ['OH,Hillsboro,45133,Highland District Hospital', 'OH,Port Clinton,43452,H.B. Magruder Hospital']
OH    2022-05-19 05-25  +1        ['OH,Hillsboro,45133,Highland District Hospital']
OH    2022-05-21 05-54  +1        ['OH,Port Clinton,43452,H.B. Magruder Hospital']
OH    2022-05-24 05-46  -1        ['OH,Canton,44708,Mercy Medical Center - Canton']
OH    2022-05-25 05-39  +1        ['OH,Canton,44708,Mercy Medical Center - Canton']
OH    2022-05-27 05-48  +1        ['OH,Dayton,45409,Dayton Arthritis And Allergy Ctr']
OH    2022-06-02 07-54  +1        ['OH,Beavercreek,45431,Kettering Health Soin Medical Ctr']
OH    2022-06-02 07-54  -2        ['OH,Beavercreek,45431,Soin Medical Center', 'OH,Miamisburg,45342,Kettering Health Miamisburg']
OH    2022-06-04 19-11  +1        ['OH,Newark,43055,Licking Memorial Hospital']
OH    2022-06-04 19-11  -1        ['OH,Defiance,43512,Promedica Defiance Regional Hosp']
OH    2022-06-07 05-36  +5        ['OH,Cincinnati,45246,Omnicare Of Cincinnati #48317', 'OH,Columbus,43228,Omnicare Of Central Ohio #48318', 'OH,Defiance,43512,Promedica Defiance Regional Hosp', 'OH,Perrysburg,43551,Omnicare Of Northwest Ohio #48321', 'OH,Wadsworth,44281,Omnicare Of Wadsworth #48324']
OH    2022-06-09 04-15  +1        ['OH,Miamisburg,45342,Kettering Health Miamisburg']
OH    2022-06-10 04-15  -1        ['OH,Dayton,45409,Dayton Arthritis And Allergy Ctr']
OH    2022-06-14 04-15  +1        ['OH,Kettering,45429,Kettering Health Kcc Infusion']
OH    2022-06-14 04-15  -1        ['OH,Kettering,45429,Khn Grandview Infusion Center']
OH    2022-06-16 04-15  -1        ['OH,Columbus,43228,Ohiohealth Doctors Hospital']
OH    2022-06-17 04-15  +1        ['OH,Martins Ferry,43935,East Ohio Regional Hospital']
OH    2022-06-18 04-15  -1        ['OH,Akron,44308,Akron Childrens Hosp - Main']
OH    2022-06-22 04-15  +1        ['OH,Akron,44308,Akron Childrens Hosp - Main']
OH    2022-06-24 04-15  +1        ['OH,Columbus,43228,Ohiohealth Doctors Hospital']
OH    2022-06-24 04-15  -4        ['OH,Kettering,45429,Kettering Health Main Campus', 'OH,Miamisburg,45342,Kettering Health Franklin', 'OH,Miamisburg,45342,Kettering Health Miamisburg', 'OH,Troy,45373,Kettering Health Troy']
OH    2022-06-25 04-15  -2        ['OH,Port Clinton,43452,H.B. Magruder Hospital', 'OH,Warren,44483,Verodana Inc']
OH    2022-06-28 04-15  +5        ['OH,Kettering,45429,Kettering Health Main Campus', 'OH,Miamisburg,45342,Kettering Health Franklin', 'OH,Miamisburg,45342,Kettering Health Miamisburg', 'OH,Troy,45373,Kettering Health Troy', 'OH,Warren,44483,Verodana Inc']
OH    2022-06-30 04-15  +1        ['OH,Port Clinton,43452,H.B. Magruder Hospital']
OH    2022-07-01 04-15  -1        ['OH,Miamisburg,45342,Kettering Health Miamisburg']
OH    2022-07-03 14-40  -3        ['OH,Dayton,45405,Kettering Health Dayton', 'OH,Dayton,45405,Kettering Health Huber', 'OH,Dayton,45405,Kettering Health Preble']
OH    2022-07-05 04-15  -2        ['OH,Bowling Green,43402,Wood County Hospital', 'OH,Wilmington,45177,Clinton Memorial Hospital']
OH    2022-07-06 04-15  +1        ['OH,Bowling Green,43402,Wood County Hospital']
OH    2022-07-06 04-15  -10       ['OH,Beavercreek,45431,Kettering Health Soin Medical Ctr', 'OH,Beavercreek,45431,Kettering Health Springfield', 'OH,Dayton,45459,Kettering Health Washington Twp', 'OH,Hamilton,45013,Kettering Health Hamilton', 'OH,Kettering,45429,Kettering Health Main Campus', 'OH,Kettering,45429,Kettering Health Middletown', 'OH,Miamisburg,45342,Kettering Health Franklin', 'OH,Troy,45373,Kettering Health Piqua', 'OH,Troy,45373,Kettering Health Troy', 'OH,Xenia,45385,Kettering Health Greene Memorial']
OH    2022-07-07 04-15  -1        ['OH,Bellefontaine,43311,Mary Rutan Hospital']
OH    2022-07-09 04-15  +2        ['OH,Bellefontaine,43311,Mary Rutan Hospital', 'OH,Wilmington,45177,Clinton Memorial Hospital']
OH    2022-07-09 04-15  -1        ['OH,Cambridge,43725,Southeastern Ohio Regional Med Ctr']
OH    2022-07-10 04-15  -1        ['OH,Steubenville,43952,Trinity Medical Center West']
OH    2022-07-12 04-15  +1        ['OH,Steubenville,43952,Trinity Medical Center West']
