State Date       Time   Providers Details
OH    2022-06-02 07-53  -1        ['OH,Cincinnati,45202,Mcmicken Integrated Care Clinic']
OH    2022-06-03 08-49  -1        ['OH,Perrysburg,43551,Kroger Pharmacy 01600548']
OH    2022-06-04 19-10  +1        ['OH,Perrysburg,43551,Kroger Pharmacy 01600548']
OH    2022-06-07 05-36  -1        ['OH,Mason,45040,Kroger Pharmacy 01400448']
OH    2022-06-09 04-15  -1        ['OH,Lima,45801,Health Partners - Quick Care']
OH    2022-06-15 04-15  +1        ['OH,Cincinnati,45202,Mcmicken Integrated Care Clinic']
OH    2022-06-15 04-15  -1        ['OH,Perrysburg,43551,Kroger Pharmacy 01600548']
OH    2022-06-16 04-15  +1        ['OH,Lima,45801,Health Partners - Quick Care']
OH    2022-06-17 04-15  +1        ['OH,Perrysburg,43551,Kroger Pharmacy 01600548']
OH    2022-06-17 04-15  -10       ['OH,Blanchester,45107,Kroger Pharmacy 01400395', 'OH,Cincinnati,45245,Walgreens Store #03864', 'OH,Cincinnati,45247,Walgreens Store #04245', 'OH,Cincinnati,45251,Walgreens Store #04522', 'OH,Deer Park,45236,Walgreens Store #02136', 'OH,Loveland,45140,Walgreens Store #06191', 'OH,Norwood,45212,Walgreens Store #07435', 'OH,Perrysburg,43551,Walgreens Store #09409', 'OH,Sharonville,45241,Walgreens Store #04893', 'OH,Toledo,43614,Walgreens Store #05323']
OH    2022-06-21 04-15  +10       ['OH,Cincinnati,45245,Walgreens Store #03864', 'OH,Cincinnati,45247,Walgreens Store #04245', 'OH,Cincinnati,45251,Walgreens Store #04522', 'OH,Deer Park,45236,Walgreens Store #02136', 'OH,Loveland,45140,Walgreens Store #06191', 'OH,Middletown,45044,Kratzers Hometown Middletown', 'OH,Norwood,45212,Walgreens Store #07435', 'OH,Perrysburg,43551,Walgreens Store #09409', 'OH,Sharonville,45241,Walgreens Store #04893', 'OH,Toledo,43614,Walgreens Store #05323']
OH    2022-06-22 04-15  +1        ['OH,Mason,45040,Kroger Pharmacy 01400448']
OH    2022-06-24 04-15  +1        ['OH,Blanchester,45107,Kroger Pharmacy 01400395']
OH    2022-06-29 04-15  -1        ['OH,Cincinnati,45202,Mcmicken Integrated Care Clinic']
OH    2022-07-01 04-15  -9        ['OH,Cincinnati,45245,Walgreens Store #03864', 'OH,Cincinnati,45247,Walgreens Store #04245', 'OH,Cincinnati,45251,Walgreens Store #04522', 'OH,Deer Park,45236,Walgreens Store #02136', 'OH,Loveland,45140,Walgreens Store #06191', 'OH,Norwood,45212,Walgreens Store #07435', 'OH,Perrysburg,43551,Walgreens Store #09409', 'OH,Sharonville,45241,Walgreens Store #04893', 'OH,Toledo,43614,Walgreens Store #05323']
OH    2022-07-09 04-15  -1        ['OH,Middletown,45044,Kratzers Hometown Middletown']
OH    2022-07-12 04-15  +9        ['OH,Cincinnati,45245,Walgreens Store #03864', 'OH,Cincinnati,45247,Walgreens Store #04245', 'OH,Cincinnati,45251,Walgreens Store #04522', 'OH,Deer Park,45236,Walgreens Store #02136', 'OH,Loveland,45140,Walgreens Store #06191', 'OH,Norwood,45212,Walgreens Store #07435', 'OH,Perrysburg,43551,Walgreens Store #09409', 'OH,Sharonville,45241,Walgreens Store #04893', 'OH,Toledo,43614,Walgreens Store #05323']
OK    2022-03-30 09-48  -5        ['OK,Edmond,73013,Cvs Store #06225', 'OK,Mustang,73064,Cvs Store #06235', 'OK,Norman,73072,Cvs Store #06165', 'OK,Oklahoma City,73013,Cvs Store #11092', 'OK,Oklahoma City,73170,Cvs Store #06236']
OK    2022-03-31 08-52  +3        ['OK,Chickasha,73018,Grady Memorial Hospital', 'OK,Norman,73071,Classen Urgent Care Clinic Norman', 'OK,Oklahoma City,73103,Crescent Infectious Diseases']
OK    2022-04-21 05-29  +2        ['OK,Tulsa,74106,Morton Comprehensive Health Center', 'OK,Tulsa,74146,Kw Clinical Construction Project']
OK    2022-05-12 09-49  -2        ['OK,Chickasha,73018,Grady Memorial Hospital', 'OK,Norman,73071,Classen Urgent Care Clinic Norman']
OK    2022-05-16 05-54  -3        ['OK,Enid,73705,71St Medical Group/Sgsl', 'OK,Fort Sill,73503,Reynolds Army Health Clinic', 'OK,Tinker Afb,73145,Tinker Afb']
OK    2022-05-21 05-54  +1        ['OK,Chickasha,73018,Grady Memorial Hospital']
OK    2022-06-01 05-37  +1        ['OK,Clinton,73601,Clinton Indian Health Center']
OK    2022-06-15 04-15  -1        ['OK,Clinton,73601,Clinton Indian Health Center']
OK    2022-06-18 04-15  -1        ['OK,Oklahoma City,73103,Crescent Infectious Diseases']
OK    2022-06-21 04-15  +2        ['OK,Norman,73071,Classen Family Practice, Llc', 'OK,Oklahoma City,73103,Crescent Infectious Diseases']
OK    2022-06-22 04-15  +1        ['OK,Muskogee,74401,Ernies Pharmacy And Wellness Ctr']
OK    2022-07-06 04-15  -1        ['OK,Muskogee,74401,Ernies Pharmacy And Wellness Ctr']
OK    2022-07-09 04-15  -1        ['OK,Norman,73071,Classen Family Practice, Llc']
OK    2022-07-12 04-15  +2        ['OK,Bartlesville,74006,Homeland Pharmacy #467', 'OK,Clinton,73601,Clinton Indian Health Center']
OK    2022-07-13 04-15  +3        ['OK,Bethany,73008,Homeland Pharmacy #217', 'OK,Norman,73071,Homeland Pharmacy #255', 'OK,Stillwater,74075,Homeland Pharmacy #469']
OK    2022-07-14 04-15  +1        ['OK,El Reno,73036,United Pharmacy #401']
OR    2022-03-30 09-48  -7        ['OR,Beaverton,97007,Walgreens Store #06370', 'OR,Happy Valley,97015,Walgreens Store #15927', 'OR,Hillsboro,97123,Virginia Garcia Mem Hc- Hillsboro', 'OR,Hillsboro,97123,Walgreens Store #13780', 'OR,Newberg,97132,Walgreens Store #06664', 'OR,Portland,97209,Hiv Health Services Center', 'OR,Portland,97229,Walgreens Store #01082']
OR    2022-04-13 06-01  -1        ['OR,Hillsboro,97123,Virginia Garcia Mem Hc- Hillsboro']
OR    2022-04-16 05-34  +1        ['OR,Hillsboro,97123,Virginia Garcia Mem Hc- Hillsboro']
OR    2022-04-20 11-16  -1        ['OR,Portland,97209,Hiv Health Services Center']
OR    2022-04-26 05-21  +5        ['OR,Clatskanie,97016,Hi-School Pharmacy - 1147', 'OR,Independence,97351,Hi-School Pharmacy - 2700', 'OR,Mount Angel,97362,Mount Angel Drug - Hi-School Pharma', 'OR,Portland,97209,Hiv Health Services Center', 'OR,Silverton,97381,Hi-School Pharmacy - 1178']
OR    2022-04-27 05-23  +1        ['OR,Scappoose,97056,Hi-School Pharmacy - 1165']
OR    2022-04-30 05-16  -1        ['OR,Clatskanie,97016,Hi-School Pharmacy - 1147']
OR    2022-05-02 06-03  -1        ['OR,Warm Springs,97761,Warm Springs Service Unit']
OR    2022-05-04 05-12  -4        ['OR,Independence,97351,Hi-School Pharmacy - 2700', 'OR,Mount Angel,97362,Mount Angel Drug - Hi-School Pharma', 'OR,Scappoose,97056,Hi-School Pharmacy - 1165', 'OR,Silverton,97381,Hi-School Pharmacy - 1178']
OR    2022-05-10 06-07  -1        ['OR,Hillsboro,97123,Virginia Garcia Mem Hc- Hillsboro']
OR    2022-05-14 08-48  +1        ['OR,Warm Springs,97761,Warm Springs Service Unit']
OR    2022-05-17 05-27  +1        ['OR,Hillsboro,97123,Virginia Garcia Mem Hc- Hillsboro']
OR    2022-05-24 05-43  +1        ['OR,Bend,97702,St Charles Urgent Care - Bend South']
OR    2022-05-25 05-39  -1        ['OR,Bend,97702,St Charles Urgent Care - Bend South']
OR    2022-05-27 05-48  +3        ['OR,Bend,97702,St Charles Urgent Care - Bend South', 'OR,La Pine,97739,St Charles Urgent Care - La Pine', 'OR,Prineville,97754,St Charles Urgent Care - Prineville']
OR    2022-06-09 04-15  +1        ['OR,Hood River,97031,One Community Health - Hood River']
OR    2022-06-17 04-15  +1        ['OR,Ontario,97914,Valley Family - Ontario']
OR    2022-06-17 04-15  -5        ['OR,Beaverton,97007,Walgreens Store #06370', 'OR,Happy Valley,97015,Walgreens Store #15927', 'OR,Hillsboro,97123,Walgreens Store #13780', 'OR,Newberg,97132,Walgreens Store #06664', 'OR,Portland,97229,Walgreens Store #01082']
OR    2022-06-21 04-15  +5        ['OR,Beaverton,97007,Walgreens Store #06370', 'OR,Happy Valley,97015,Walgreens Store #15927', 'OR,Hillsboro,97123,Walgreens Store #13780', 'OR,Newberg,97132,Walgreens Store #06664', 'OR,Portland,97229,Walgreens Store #01082']
OR    2022-06-28 04-15  +1        ['OR,The Dalles,97058,One Community Health - The Dalles']
OR    2022-07-01 04-15  -5        ['OR,Beaverton,97007,Walgreens Store #06370', 'OR,Happy Valley,97015,Walgreens Store #15927', 'OR,Hillsboro,97123,Walgreens Store #13780', 'OR,Newberg,97132,Walgreens Store #06664', 'OR,Portland,97229,Walgreens Store #01082']
OR    2022-07-08 04-15  +2        ['OR,Nyssa,97913,Valley Family - Nyssa', 'OR,Vale,97918,Valley Family - Vale']
OR    2022-07-12 04-15  +6        ['OR,Beaverton,97007,Walgreens Store #06370', 'OR,Grants Pass,97526,Siskiyou Community Hc - Grants Pass', 'OR,Happy Valley,97015,Walgreens Store #15927', 'OR,Hillsboro,97123,Walgreens Store #13780', 'OR,Newberg,97132,Walgreens Store #06664', 'OR,Portland,97229,Walgreens Store #01082']
OR    2022-07-13 04-15  +1        ['OR,Portland,97216,Central City Concern - Blackburn']
OR    2022-07-14 04-15  -1        ['OR,Grants Pass,97526,Siskiyou Community Hc - Grants Pass']
PA    2022-03-30 09-48  -49       ['PA,Allison Park,15101,Cvs Store #07611', 'PA,Belle Vernon,15012,Cvs Store #04077', 'PA,Bellevue,15202,Cvs Store #04103', 'PA,Bethlehem,18018,Cvs Store #01036', 'PA,Bryn Mawr,19010,Cvs Store #06902', 'PA,Chalfont,18914,Cvs Store #05241', 'PA,Collegeville,19426,Cvs Store #02688', 'PA,Coopersburg,18036,Cvs Store #01093', 'PA,Cranberry Township,16066,Cvs Store #04029', 'PA,Drexel Hill,19026,Cvs Store #01296', 'PA,Erdenheim,19038,Cvs Store #00791', 'PA,Exton,19341,Cvs Store #02687', 'PA,Fairless Hills,19030,Cvs Store #00295', 'PA,Folsom,19033,Cvs Store #02867', 'PA,Harrisburg,17109,Cvs Store #08979', 'PA,Indiana,15701,Cvs Store #04000', 'PA,Jenkintown,19046,Cvs Store #01193', 'PA,Kennett Square,19348,Cvs Store #01074', 'PA,King Of Prussia,19406,Cvs Store #02481', 'PA,Lancaster,17601,Cvs Store #01671', 'PA,Lansdale,19446,Cvs Store #01379', 'PA,Macungie,18062,Cvs Store #02296', 'PA,Mckees Rocks,15136,Cvs Store #00258', 'PA,Mcmurray,15317,Cvs Store #05101', 'PA,Mechanicsburg,17050,Cvs Store #01639', 'PA,Monroeville,15146,Cvs Store #05890', 'PA,Mount Lebanon,15228,Cvs Store #05094', 'PA,New Cumberland,17070,Cvs Store #06916', 'PA,New Hope,18938,Cvs Store #06043', 'PA,Newtown Square,19073,Cvs Store #00233', 'PA,Newtown,18940,Cvs Store #05447', 'PA,Norristown,19401,Norristown Regional Health Center', 'PA,Paoli,19301,Cvs Store #00399', 'PA,Philadelphia,19102,Cvs Store #01545', 'PA,Philadelphia,19107,Philadelphia Fight J Lax Treat Ctr', 'PA,Philadelphia,19116,Cvs Store #00740', 'PA,Philadelphia,19128,Cvs Store #08984', 'PA,Philadelphia,19144,Fpcn- 4700 Wissahickon Ave', 'PA,Philadelphia,19149,Cvs Store #00371', 'PA,Pittsburgh,15213,Cvs Store #04369', 'PA,Pittsburgh,15237,Cvs Store #10034', 'PA,Plymouth Meeting,19462,Cvs Store #10825', 'PA,Richboro,18954,Cvs Store #00813', 'PA,Springfield,19064,Cvs Store #02582', 'PA,Thorndale,19372,Cvs Store #07132', 'PA,West Chester,19380,Cvs Store #01159', 'PA,Williamsport,17701,Susquehanna Comm Hlth + Dent Clinic', 'PA,York,17403,Cvs Store #01657', 'PA,Zieglersville,19492,Cvs Store #07259']
PA    2022-04-01 06-55  +1        ['PA,Williamsport,17701,Susquehanna Comm Hlth  Dent Clinic']
PA    2022-04-01 06-55  -1        ['PA,Williamsport,17701,Susquehanna Comm Hlth + Dent Clinic']
PA    2022-04-14 06-54  +1        ['PA,Fredericktown,15333,Centerville Clc J Yablonski Mem Clc']
PA    2022-04-15 06-04  -1        ['PA,Norristown,19401,Norristown Regional Health Center']
PA    2022-04-20 11-16  -1        ['PA,Cranberry Township,16066,Cvs Store #04029']
PA    2022-04-21 05-29  +1        ['PA,Cranberry Township,16066,Cvs Store #04029']
PA    2022-04-23 05-25  +1        ['PA,Norristown,19401,Norristown Regional Health Center']
PA    2022-05-08 10-03  -1        ['PA,Philadelphia,19144,Fpcn- 4700 Wissahickon Ave']
PA    2022-05-14 08-48  -1        ['PA,New Hope,18938,Cvs Store #06043']
PA    2022-05-16 05-54  -1        ['PA,Greensburg,15601,Community Hlth Clinic Inc']
PA    2022-05-24 05-43  -1        ['PA,Philadelphia,19107,Philadelphia Fight J Lax Treat Ctr']
PA    2022-05-25 05-39  +1        ['PA,Philadelphia,19107,Philadelphia Fight J Lax Treat Ctr']
PA    2022-05-26 10-27  +1        ['PA,Chambersburg,17201,Keystone Rural Health Center']
PA    2022-05-27 05-48  +2        ['PA,Greensburg,15601,Community Hlth Clinic Inc', 'PA,Philadelphia,19144,Fpcn- 4700 Wissahickon Ave']
PA    2022-06-08 05-41  -1        ['PA,Philadelphia,19107,Philadelphia Fight J Lax Treat Ctr']
PA    2022-06-09 04-15  +2        ['PA,Pittsburgh,15206,East Liberty Fam Hlth Care Ctrel', 'PA,Pittsburgh,15212,North Side Christian Hlth Ctr']
PA    2022-06-10 04-15  -1        ['PA,Greensburg,15601,Community Hlth Clinic Inc']
PA    2022-06-11 04-15  +1        ['PA,Philadelphia,19107,Philadelphia Fight J Lax Treat Ctr']
PR    2022-03-30 09-48  -1        ['PR,Ciales,00638,Prymed Med Care Inc']
PR    2022-04-14 06-54  +2        ['PR,Camuy,00627,Camuy Health Services, Inc.', 'PR,Hatillo,00659,Csm Med Tower']
PR    2022-05-26 10-27  +1        ['PR,Ponce,00716,Med Centro Ponce Main Site']
PR    2022-06-09 04-15  +1        ['PR,Comerio,00782,Centro De Salud Integral En Comerio']
PR    2022-06-10 04-15  -1        ['PR,Rincon,00677,Costa Salud Comm Hlth Ctrs Rincon']
PR    2022-06-11 04-15  +1        ['PR,Rincon,00677,Costa Salud Comm Hlth Ctrs Rincon']
PR    2022-06-23 04-15  +1        ['PR,San Juan,00915,Hlthpromed']
PR    2022-06-24 04-15  -1        ['PR,Hatillo,00659,Csm Med Tower']
PR    2022-06-28 04-15  -1        ['PR,Camuy,00627,Camuy Health Services, Inc.']
PR    2022-06-29 04-15  +1        ['PR,Camuy,00627,Camuy Health Services, Inc.']
RI    2022-03-30 09-48  -9        ['RI,Cranston,02910,Cvs Store #00212', 'RI,East Greenwich,02818,Cvs Store #05107', 'RI,Newport,02840,East Bay Fam Hlth Ctr', 'RI,North Smithfield,02896,Cvs Store #00326', 'RI,Providence,02906,Cvs Store #00729', 'RI,Wakefield,02879,Cvs Store #02065', 'RI,Westerly,02891,Cvs Store #01544', 'RI,Woonsocket,02895,Cvs Store #00590', 'RI,Woonsocket,02895,Thundermist Woonsocket']
RI    2022-04-04 05-38  -1        ['RI,Providence,02905,Prairie Health Center']
RI    2022-04-04 08-57  +1        ['RI,Providence,02905,Prairie Health Center']
RI    2022-04-04 12-09  -1        ['RI,Providence,02905,Prairie Health Center']
RI    2022-04-14 06-54  +1        ['RI,Hope Valley,02832,Wood River Hlth Services Inc']
RI    2022-05-16 05-54  -1        ['RI,Newport,02841,Nhc New England Newport Ri']
RI    2022-05-19 05-24  +1        ['RI,Newport,02841,Nhc New England Newport Ri']
RI    2022-05-25 05-39  +1        ['RI,Providence,02909,Clinica Esperenza']
RI    2022-06-07 05-36  +1        ['RI,Providence,02905,Prairie Health Center']
SC    2022-03-30 09-48  -49       ['SC,Aiken,29801,Family Pharmacy', 'SC,Aiken,29803,Cvs Store #04295', 'SC,Aiken,29803,Family Pharmacy South Aiken', 'SC,Anderson,29621,Cvs Store #03838', 'SC,Bluffton,29910,Cvs Store #04489', 'SC,Boiling Springs,29316,Cvs Store #07567', 'SC,Charleston,29401,Cvs Store #01039', 'SC,Charleston,29403,Charleston Family Health Center', 'SC,Charleston,29414,Cvs Store #02243', 'SC,Clemson,29631,Cvs Store #04026', 'SC,Clover,29710,Cvs Store #05550', 'SC,Columbia,29201,Cvs Store #00830', 'SC,Columbia,29229,Cvs Store #02250', 'SC,Columbia,29229,Cvs Store #02269', 'SC,Conway,29526,Cvs Store #07654', 'SC,Easley,29640,Cvs Store #04286', 'SC,Florence,29501,Hopehealth Irby Street', 'SC,Fort Mill,29708,Cvs Store #01571', 'SC,Greenville,29607,Cvs Store #02246', 'SC,Greenville,29615,Cvs Store #07397', 'SC,Hartsville,29550,Csc Hartsville Ctr', 'SC,Hilton Head Island,29928,Cvs Store #05566', 'SC,Indian Land,29707,Cvs Store #05479', 'SC,Irmo,29063,Cvs Store #05549', 'SC,Irmo,29063,Cvs Store #07012', 'SC,Lancaster,29720,Cvs Store #07005', 'SC,Lexington,29072,Cvs Store #02497', 'SC,Lexington,29072,Cvs Store #07334', 'SC,Lexington,29073,Cvs Store #05471', 'SC,Mauldin,29662,Cvs Store #02194', 'SC,Moore,29369,Cvs Store #07061', 'SC,Mount Pleasant,29464,Cvs Store #04263', 'SC,Murrells Inlet,29576,Cvs Store #02736', 'SC,Myrtle Beach,29577,Cvs Store #05516', 'SC,Myrtle Beach,29588,Cvs Store #01540', 'SC,North Augusta,29841,Cvs Store #05575', 'SC,North Charleston,29406,Cvs Store #00626', 'SC,North Charleston,29418,Cvs Store #07537', 'SC,North Myrtle Beach,29582,Cvs Store #07396', 'SC,Pawleys Island,29585,Cvs Store #07016', 'SC,Rock Hill,29732,Cvs Store #04288', 'SC,Simpsonville,29680,Cvs Store #02192', 'SC,Simpsonville,29681,Cvs Store #02242', 'SC,Spartanburg,29307,Cvs Store #04382', 'SC,Summerville,29483,Cvs Store #03113', 'SC,Summerville,29483,Cvs Store #04204', 'SC,Taylors,29687,Cvs Store #04122', 'SC,Travelers Rest,29690,Cvs Store #03888', 'SC,West Columbia,29169,Cvs Store #07556']
SC    2022-04-06 05-45  -1        ['SC,Charleston,29403,Charleston Family Health Center']
SC    2022-04-12 07-07  -1        ['SC,Florence,29501,Hopehealth Irby Street']
SC    2022-04-14 06-54  +2        ['SC,Conway,29526,Careteam Fam Hlth Specialty Care', 'SC,Little River,29566,Little River Med Ctr Inc Main Site']
SC    2022-04-27 05-23  +1        ['SC,Beaufort,29902,Nh Beaufort Sc']
SC    2022-04-29 05-14  +1        ['SC,Shaw Afb,29152,Shaw Afb']
SC    2022-05-10 06-07  +1        ['SC,Florence,29501,Hopehealth Irby Street']
SC    2022-05-11 06-51  +2        ['SC,Lancaster,29720,Plexus Health Lancaster', 'SC,Okatie,29909,Ruth P Field Med Ctr']
SC    2022-05-13 06-07  +2        ['SC,Aiken,29801,Clyburn Ctr For Primary Care', 'SC,Greenville,29605,New Horizon Family Health Services']
SC    2022-05-16 05-54  -2        ['SC,Charleston,29404,628Th Mdss', 'SC,Goose Creek,29445,Nhc Charleston Sc']
SC    2022-05-24 05-43  -1        ['SC,Florence,29501,Hopehealth Irby Street']
SC    2022-05-28 05-34  +1        ['SC,Florence,29501,Hopehealth Irby Street']
SC    2022-06-09 04-15  +1        ['SC,Darlington,29532,Pee Dee Hlth Care']
SC    2022-06-26 04-15  -1        ['SC,Beaufort,29902,Nh Beaufort Sc']
SC    2022-06-30 04-15  -1        ['SC,Conway,29526,Careteam Fam Hlth Specialty Care']
SC    2022-07-05 04-15  -2        ['SC,Little River,29566,Little River Med Ctr Inc Main Site', 'SC,Okatie,29909,Ruth P Field Med Ctr']
SC    2022-07-06 04-15  +2        ['SC,Little River,29566,Little River Med Ctr Inc Main Site', 'SC,Okatie,29909,Ruth P Field Med Ctr']
SC    2022-07-14 04-15  +1        ['SC,Charleston,29403,Charleston Family Health Center']
SD    2022-04-24 05-22  -1        ['SD,Pine Ridge,57770,Pine Ridge Hospital']
SD    2022-05-16 05-54  -1        ['SD,Ellsworth Afb,57706,28Th Mdg/Sgsl']
TN    2022-03-30 09-48  -84       ['TN,Antioch,37013,Cvs Store #06431', 'TN,Arlington,38002,Kroger Pharmacy 02500440', 'TN,Arlington,38002,Kroger Pharmacy 02500463', 'TN,Atoka,38004,Kroger Pharmacy 02500433', 'TN,Bartlett,38134,Cvs Store #07144', 'TN,Bellevue,37221,Walgreens Store #04346', 'TN,Brentwood,37027,Cvs Store #06394', 'TN,Brentwood,37027,Kroger Pharmacy 02600589', 'TN,Chattanooga,37405,Cvs Store #05687', 'TN,Chattanooga,37421,Cvs Store #03782', 'TN,Chattanooga,37421,Cvs Store #05665', 'TN,Clarksville,37043,Walgreens Store #04313', 'TN,Cleveland,37311,Cvs Store #03206', 'TN,Collierville,38017,Kroger Pharmacy 02500387', 'TN,Collierville,38017,Kroger Pharmacy 02500481', 'TN,Columbia,38401,Cvs Store #06413', 'TN,Cordova,38018,Cvs Store #06628', 'TN,Cordova,38018,Kroger Pharmacy 02500410', 'TN,Dickson,37055,Kroger Pharmacy 02600523', 'TN,Farragut,37934,Cvs Store #05639', 'TN,Farragut,37934,Kroger Pharmacy 02600686', 'TN,Franklin,37064,Kroger Pharmacy 02600570', 'TN,Franklin,37064,Kroger Pharmacy 02600592', 'TN,Franklin,37067,Cvs Store #06415', 'TN,Franklin,37067,Walgreens Store #06105', 'TN,Gallatin,37066,Kroger Pharmacy 02600569', 'TN,Gallatin,37066,Walgreens Store #05064', 'TN,Harriman,37748,Kroger Pharmacy 02600628', 'TN,Hendersonville,37075,Cvs Store #03293', 'TN,Hendersonville,37075,Kroger Pharmacy 02600619', 'TN,Hendersonville,37075,Walgreens Store #03365', 'TN,Hermitage,37076,Cvs Store #06435', 'TN,Hermitage,37076,Walgreens Store #05065', 'TN,Hixson,37343,Cvs Store #02426', 'TN,Hixson,37343,Cvs Store #04428', 'TN,Kingston,37763,Baggett Pharmacy Inc', 'TN,Knoxville,37919,Cvs Store #06363', 'TN,Knoxville,37920,Cvs Store #03743', 'TN,Knoxville,37921,Center City Health Center', 'TN,Knoxville,37922,Cvs Store #07698', 'TN,Knoxville,37923,Cvs Store #04624', 'TN,Knoxville,37923,Kroger Pharmacy 02600530', 'TN,La Vergne,37086,Walgreens Store #06039', 'TN,Lebanon,37087,Cvs Store #06429', 'TN,Lebanon,37087,Kroger Pharmacy 02600557', 'TN,Lebanon,37087,Walgreens Store #05953', 'TN,Lenoir City,37771,Cvs Store #05601', 'TN,Madison,37115,Cvs Store #06424', 'TN,Maryville,37801,Cvs Store #05671', 'TN,Maryville,37801,Kroger Pharmacy 02600683', 'TN,Memphis,38104,Cvs Store #04992', 'TN,Memphis,38111,Kroger Pharmacy 02500488', 'TN,Memphis,38116,Cvs Store #10204', 'TN,Memphis,38119,Cvs Store #06304', 'TN,Memphis,38133,Kroger Pharmacy 02500456', 'TN,Memphis,38138,Kroger Pharmacy 02500419', 'TN,Mount Juliet,37122,Kroger Pharmacy 02600578', 'TN,Murfreesboro,37128,Cvs Store #02179', 'TN,Murfreesboro,37128,Kroger Pharmacy 02600532', 'TN,Murfreesboro,37128,Kroger Pharmacy 02600565', 'TN,Murfreesboro,37128,Walgreens Store #06277', 'TN,Murfreesboro,37129,Kroger Pharmacy 02600539', 'TN,Nashville,37203,Cvs Store #07608', 'TN,Nashville,37205,Walgreens Store #05166', 'TN,Nashville,37211,Cvs Store #06044', 'TN,Nashville,37211,Walgreens Store #04872', 'TN,Nashville,37214,Walgreens Store #03401', 'TN,Nashville,37215,Cvs Store #06437', 'TN,Nashville,37215,Kroger Pharmacy 02600895', 'TN,Nashville,37216,Walgreens Store #05028', 'TN,Nashville,37221,Cvs Store #06398', 'TN,Nashville,37221,Kroger Pharmacy 02600527', 'TN,Oak Ridge,37830,Kroger Pharmacy 02600690', 'TN,Powell,37849,Cvs Store #02404', 'TN,Powell,37849,Kroger Pharmacy 02600670', 'TN,Signal Mountain,37377,Cvs Store #07289', 'TN,Smyrna,37167,Cvs Store #06414', 'TN,Smyrna,37167,Kroger Pharmacy 02600553', 'TN,Smyrna,37167,Walgreens Store #06676', 'TN,Soddy-Daisy,37379,Cvs Store #05694', 'TN,Springfield,37172,Cvs Store #06438', 'TN,Springfield,37172,Kroger Pharmacy 02600575', 'TN,Thompsons Station,37179,Cvs Store #00386', 'TN,Thompsons Station,37179,Kroger Pharmacy 02600588']
TN    2022-03-31 08-52  +12       ['TN,Bluff City,37618,Bluff City Medical Center', 'TN,Brentwood,37027,Physicians Urgent Care', 'TN,Chattanooga,37404,Memorial Pharmacy', 'TN,Decatur,37322,R Shane Roberts, Md', 'TN,Mckenzie,38201,Mckenzie Medical Center', 'TN,Memphis,38115,Physician Assoc Interdiscip Clinic', 'TN,Nashville,37208,Metropolitan Nashville Gen Hospital', 'TN,Nashville,37232,Vanderbilt University Adult Hospita', 'TN,Ripley,38063,Syed A A Zaidi Md Pllc', 'TN,Roan Mountain,37687,Roan Mountain Medical Center', 'TN,Sale Creek,37373,Sale Creek Family Practice', 'TN,Smyrna,37167,Cedar Grove Medical Associates']
TN    2022-04-01 06-55  +1        ['TN,Nashville,37211,Walgreens Store #04872']
TN    2022-04-01 06-55  -2        ['TN,Hendersonville,37075,Kroger Pharmacy 02600571', 'TN,Nashville,37203,Cvs Store #07608']
TN    2022-04-02 15-49  +1        ['TN,Clifton,38425,Bethesda Clinic, Llc']
TN    2022-04-02 15-49  -1        ['TN,Brentwood,37027,Kroger Pharmacy 02600596']
TN    2022-04-05 05-48  +1        ['TN,La Vergne,37086,Walgreens Store #06039']
TN    2022-04-05 05-48  -1        ['TN,Cookeville,38501,Putnam County Health Department']
TN    2022-04-07 05-34  +1        ['TN,Mckenzie,38201,Hometown Health Clinic']
TN    2022-04-07 05-34  -1        ['TN,Mckenzie,38201,Mckenzie Medical Center']
TN    2022-04-09 05-41  -1        ['TN,White House,37188,Kroger Pharmacy 02600545']
TN    2022-04-13 06-01  +2        ['TN,Lebanon,37087,Cvs Store #06429', 'TN,Nashville,37203,Cvs Store #07608']
TN    2022-04-14 06-54  +1        ['TN,Savannah,38372,Hardin County Regional Hc']
TN    2022-04-14 06-54  -1        ['TN,Clifton,38425,Bethesda Clinic, Llc']
TN    2022-04-15 06-04  +1        ['TN,Brentwood,37027,Kroger Pharmacy 02600596']
TN    2022-04-22 11-14  +1        ['TN,Cookeville,38501,Putnam County Health Department']
TN    2022-04-23 05-25  +1        ['TN,Lascassas,37085,Lascassas Drugs Llc']
TN    2022-04-23 05-25  -1        ['TN,Ripley,38063,Syed A A Zaidi Md Pllc']
TN    2022-04-24 05-22  -4        ['TN,Brentwood,37027,Physicians Urgent Care', 'TN,Decatur,37322,R Shane Roberts, Md', 'TN,Sale Creek,37373,Sale Creek Family Practice', 'TN,Smyrna,37167,Cedar Grove Medical Associates']
TN    2022-04-26 05-21  -1        ['TN,Mckenzie,38201,Hometown Health Clinic']
TN    2022-04-27 05-23  +2        ['TN,Knoxville,37912,Kroger Pharmacy 02600549', 'TN,Nashville,37221,Kroger Pharmacy 02600527']
TN    2022-05-03 06-05  +1        ['TN,Hendersonville,37075,Kroger Pharmacy 02600571']
TN    2022-05-04 05-12  +2        ['TN,Dickson,37055,Kroger Pharmacy 02600523', 'TN,Nashville,37208,Community Pharmacy']
TN    2022-05-05 09-50  -1        ['TN,Memphis,38138,Kroger Pharmacy 02500419']
TN    2022-05-06 06-12  +1        ['TN,Memphis,38138,Kroger Pharmacy 02500419']
