2022-02-18T16-04-21,45429,KHN GRANDVIEW INFUSION CENTER,02/16/2022 12:00:00 AM,,50,,
2022-05-06T06-12-41,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,99,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,45429,Kettering Health Main Campus,NLP,NLP,NLP,22,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,45429,Kettering Health Middletown,NLP,NLP,NLP,7,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,141,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,45429,Kettering Health Main Campus,NLP,NLP,NLP,15,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,45429,Kettering Health Middletown,NLP,NLP,NLP,7,05/07/2022 12:00:00 AM
2022-05-08T10-02-59,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,141,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,45429,Kettering Health Main Campus,NLP,NLP,NLP,15,05/07/2022 12:00:00 AM
2022-05-09T05-08-14,45429,Kettering Health Middletown,NLP,NLP,NLP,7,05/07/2022 12:00:00 AM
2022-05-09T05-08-14,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,141,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,45429,Kettering Health Main Campus,NLP,NLP,NLP,15,05/07/2022 12:00:00 AM
2022-05-10T06-06-54,45429,Kettering Health Middletown,NLP,NLP,NLP,7,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,134,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,45429,Kettering Health Main Campus,NLP,NLP,NLP,13,05/09/2022 12:00:00 AM
2022-05-11T06-51-12,45429,Kettering Health Middletown,NLP,NLP,NLP,7,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,127,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,45429,Kettering Health Main Campus,NLP,NLP,NLP,11,05/10/2022 12:00:00 AM
2022-05-12T07-16-49,45429,Kettering Health Middletown,NLP,NLP,NLP,7,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,113,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,45429,Kettering Health Main Campus,NLP,NLP,NLP,9,05/11/2022 12:00:00 AM
2022-05-13T06-07-31,45429,Kettering Health Middletown,NLP,NLP,NLP,7,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,95,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,45429,Kettering Health Main Campus,NLP,NLP,NLP,8,05/12/2022 12:00:00 AM
2022-05-14T08-49-14,45429,Kettering Health Middletown,NLP,NLP,NLP,7,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,124,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,45429,Kettering Health Main Campus,NLP,NLP,NLP,6,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,45429,Kettering Health Middletown,NLP,NLP,NLP,7,05/14/2022 12:00:00 AM
2022-05-15T05-54-13,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,124,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,45429,Kettering Health Main Campus,NLP,NLP,NLP,23,05/14/2022 12:00:00 AM
2022-05-16T05-54-24,45429,Kettering Health Middletown,NLP,NLP,NLP,5,05/15/2022 12:00:00 AM
2022-05-16T05-54-24,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,124,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,45429,Kettering Health Main Campus,NLP,NLP,NLP,23,05/15/2022 12:00:00 AM
2022-05-17T05-27-38,45429,Kettering Health Middletown,NLP,NLP,NLP,5,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,106,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,45429,Kettering Health Main Campus,NLP,NLP,NLP,22,05/16/2022 12:00:00 AM
2022-05-18T05-40-23,45429,Kettering Health Middletown,NLP,NLP,NLP,5,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,99,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,45429,Kettering Health Main Campus,NLP,NLP,NLP,19,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,45429,Kettering Health Middletown,NLP,NLP,NLP,5,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,85,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,45429,Kettering Health Main Campus,NLP,NLP,NLP,19,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,45429,Kettering Health Middletown,NLP,NLP,NLP,5,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,85,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,45429,Kettering Health Main Campus,NLP,NLP,NLP,19,05/18/2022 12:00:00 AM
2022-05-21T05-54-21,45429,Kettering Health Middletown,NLP,NLP,NLP,5,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,176,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,45429,Kettering Health Main Campus,NLP,NLP,NLP,18,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,45429,Kettering Health Middletown,NLP,NLP,NLP,5,05/21/2022 12:00:00 AM
2022-05-22T09-07-10,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,176,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,45429,Kettering Health Main Campus,NLP,NLP,NLP,15,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Middletown,NLP,NLP,NLP,5,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,176,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Main Campus,NLP,NLP,NLP,14,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Middletown,NLP,NLP,NLP,5,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,176,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Main Campus,NLP,NLP,NLP,14,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Middletown,NLP,NLP,NLP,5,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,176,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Main Campus,NLP,NLP,NLP,14,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Middletown,NLP,NLP,NLP,5,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,176,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Main Campus,NLP,NLP,NLP,14,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Middletown,NLP,NLP,NLP,5,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,176,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Main Campus,NLP,NLP,NLP,14,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Middletown,NLP,NLP,NLP,5,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,176,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Main Campus,NLP,NLP,NLP,14,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Middletown,NLP,NLP,NLP,5,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,176,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Main Campus,NLP,NLP,NLP,14,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Middletown,NLP,NLP,NLP,5,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,176,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Main Campus,NLP,NLP,NLP,14,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Middletown,NLP,NLP,NLP,5,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,176,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Main Campus,NLP,NLP,NLP,14,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Middletown,NLP,NLP,NLP,5,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,176,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Main Campus,NLP,NLP,NLP,14,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Middletown,NLP,NLP,NLP,5,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,176,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Main Campus,NLP,NLP,NLP,14,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Middletown,NLP,NLP,NLP,5,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,176,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,45429,Kettering Health Main Campus,NLP,NLP,NLP,14,05/22/2022 12:00:00 AM
