Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Last Order Date,Last Date Delivered,Total Courses,Courses Available,Courses Available Date
Walmart Pharmacy #1162,1801 S STATE ROAD 57,,WASHINGTON,DAVIESS,IN,47501,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
Walmart Pharmacy #1310,5555 S US Highway 41,,Terre Haute,VIGO,IN,47802,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,60,,
Walmart Pharmacy #1013,1795 E State Road 163,,Clinton,VERMILLION,IN,47842,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,,
Walmart Pharmacy #1629,2150 E National Ave,,Brazil,CLAY,IN,47834,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
Walmart Pharmacy #1676,730 US Highway 66 E,,Tell City,PERRY,IN,47586,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #884,2500 Progress Pkwy,,Shelbyville,SHELBY,IN,46176,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
ALBERTSONS MARKET PHARMACY,2751 N County RD W,,Odessa,ECTOR,TX,79764,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
MARKET STREET PHARMACY,4706 Midkiff RD,,Midland,MIDLAND,TX,79705,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Rite Aid 05782,2480 VICTORIA AVENUE,,PORT HUENEME,VENTURA,CA,93041-2141,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
HEB Pharmacy 554,1505 E RIO GRANDE ST,,VICTORIA,VICTORIA,TX,77901-6220,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM,,20,0,12/31/2021 12:00:00 AM
HEB Pharmacy 541,10100 BEECHNUT ST,,HOUSTON,HARRIS,TX,77072-5000,0069-1085-30,Paxlovid,12/25/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,19,12/31/2021 12:00:00 AM
RANDALLS PHARMACY,2951 Marina Bay Dr,,League City,GALVESTON,TX,77573,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
RANDALLS PHARMACY,1400 Cypress Creek RD,,Cedar Park,WILLIAMSON,TX,78613,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #1576,1555 US Highway 41,,Schererville,LAKE,IN,46375,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
TOM THUMB PHARMACY,14280 Marsh Lane,,Addison,DALLAS,TX,75001,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
RANDALLS PHARMACY,2931 CENTRAL CITY BLVD,,Galveston,GALVESTON,TX,77551,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
OSCO PHARMACY,1212 GRAND AVE,,Billings,YELLOWSTONE,MT,59102,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,60,,
HEB Pharmacy 707,97 OYSTER CREEK DRIV,,LAKE JACKSON,BRAZORIA,TX,77566-4622,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM,,20,0,12/31/2021 12:00:00 AM
RANDALLS PHARMACY,14610 MEMORIAL DR,,Houston,HARRIS,TX,77079,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
CARRS PHARMACY,595 E Parks Hwy # 300,,Wasilla,MATANUSKA SUSITNA,AK,99654,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
Rite Aid 04684,825A EAST CHESTNUT STREET,,LANCASTER,LANCASTER,PA,17602-3127,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,100,,
Rite Aid 06007,3142 G STREET,,MERCED,MERCED,CA,95340-1392,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,
Rite Aid 06459,1735 E WALNUT AVENUE,,VISALIA,TULARE,CA,93292-1394,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,60,,
Rite Aid 05806,5212 WEST WALNUT AVENUE,,VISALIA,TULARE,CA,93277-3475,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,
Rite Aid 06557,5075 OLIVEHURST AVENUE,,OLIVEHURST,YUBA,CA,95961-4023,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,
Rite Aid 05998,6455 PACIFIC AVENUE,,STOCKTON,SAN JOAQUIN,CA,95207-3715,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,
Rite Aid 00245,2 CUMBERLAND STREET,,LEBANON,LEBANON,PA,17042-5444,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,,
SAV-ON PHARMACY,330 E BENTON ST,,Pocatello,BANNOCK,ID,83201,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM,,160,,
TOM THUMB PHARMACY,2380 N Field St,,Dallas,DALLAS,TX,75201,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Rite Aid 06522,875 NORTH ALTA AVENUE,,DINUBA,TULARE,CA,93618-3002,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,60,,
UNITED PHARMACY,5807 Sw 45th AVE STE 100,,Amarillo,RANDALL,TX,79109,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Rite Aid 11127,9773 ROOSEVELT BLVD,,PHILADELPHIA,PHILADELPHIA,PA,19114-1010,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,,
HEB Pharmacy 662,3502 PALMER HIGHWAY,,TEXAS CITY,GALVESTON,TX,77590-6548,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM,,20,0,12/31/2021 12:00:00 AM
Rite Aid 00610,405 ERIE BOULEVARD WEST,,ROME,ONEIDA,NY,13440-4803,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,80,,
Rite Aid 10811,1166 CENTRAL AVENUE,,DUNKIRK,CHAUTAUQUA,NY,14048-3603,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Rite Aid 01072,1177 SOUTH ROSEMONT ROAD,,VIRGINIA BEACH,VIRGINIA BEACH CITY,VA,23453-2152,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Rite Aid 02375,925 WEST ERIE PLAZA,,ERIE,ERIE,PA,16505-4535,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,100,,
Rite Aid 05893,2150 ROOSEVELT AVENUE,,REDWOOD CITY,SAN MATEO,CA,94061-1304,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,60,,
Rite Aid 05853,456 S MADERA AVENUE,,KERMAN,FRESNO,CA,93630-1019,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,,
Rite Aid 05853,456 S MADERA AVENUE,,KERMAN,FRESNO,CA,93630-1019,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,80,,
Walmart Pharmacy #287,1801 Highway 78 E,,Jasper,WALKER,AL,35501,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #424,1415 7th St S,,Clanton,CHILTON,AL,35045,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,
KROGER PHARMACY 03400149,800 NORTH DIXIE DR.,,CLUTE,BRAZORIA,TX,77531,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,40,,
Walmart Pharmacy #16,2214 Fayetteville Rd,,Van Buren,CRAWFORD,AR,72956,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #723,1420 Highway 231 S,,Troy,PIKE,AL,36081,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #1174,34301 Highway 43,,Thomasville,CLARKE,AL,36784,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #681,11697 US HIGHWAY 431,,GUNTERSVILLE,MARSHALL,AL,35976,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
KROGER PHARMACY 03400316,4747 RESEARCH FOREST DR,,SPRING,MONTGOMERY,TX,77381,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #866,5245 Rangeline Service Rd S,,Mobile,MOBILE,AL,36619,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #1052,3186 Highway 171 N,,Fayette,FAYETTE,AL,35555,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #1638,3176 S Eufaula Ave,,Eufaula,BARBOUR,AL,36027,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,,
Walmart Pharmacy #1275,2440 N Lebanon St,,Lebanon,BOONE,IN,46052,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
Walmart Pharmacy #279,926 E Collin Raye Dr,,De Queen,SEVIER,AR,71832,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #394,15445 AL Highway 24,,Moulton,LAWRENCE,AL,35650,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #2326,1000 STATE ROUTE 36,,HORNELL,STEUBEN,NY,14843,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
Walmart Pharmacy #2262,5054 STATE HIGHWAY 23,,ONEONTA,OTSEGO,NY,13820,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #4322,1800 E 29th St,,Crete,SALINE,NE,68333,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
Walmart Pharmacy #2120,5396 State Highway 12,,Norwich,CHENANGO,NY,13815,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Rite Aid 01889,1533 EAST PEMBROKE AVENUE,,HAMPTON,HAMPTON CITY,VA,23663-2038,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #2257,13484 Northwest Fwy,,Houston,HARRIS,TX,77040,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #2979,7401 Park Vista Blvd,,Fort Worth,TARRANT,TX,76137,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
CVS Store #00621,763 TIOGUE AVENUE,CVS Pharmacy,COVENTRY,KENT,RI,02816,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,60,,
Walmart Pharmacy #564,6100 W Reno Ave,,Oklahoma City,OKLAHOMA,OK,73127,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,60,,
Walmart Pharmacy #137,111 N Perkins Rd,,Stillwater,PAYNE,OK,74075,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,160,,
Walmart Pharmacy #130,1000 W Shawnee St,,Muskogee,MUSKOGEE,OK,74401,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,160,,
Rite Aid 11106,600 LINCOLN HIGHWAY,,FAIRLESS HILLS,BUCKS,PA,19030-1400,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,100,,
Walmart Pharmacy #4526,4412 North Fwy,,Houston,HARRIS,TX,77022,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #3509,11755 Beechnut St,,Houston,HARRIS,TX,77072,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #684,547 W Church St,,Lexington,HENDERSON,TN,38351,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #5312,3851 Airport Fwy,,Fort Worth,TARRANT,TX,76111,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #449,4999 N TWIN CITY HWY,,PORT ARTHUR,JEFFERSON,TX,77642,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #1934,315 Furr St,,South Hill,MECKLENBURG,VA,23970,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,,
Walmart Pharmacy #6578,6604 Boulevard 26,,Richland Hills,TARRANT,TX,76180,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #5147,1521 N Cockrell Hill Rd,,Dallas,DALLAS,TX,75211,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
Walmart Pharmacy #2891,2450 W LOOP 338,,ODESSA,ECTOR,TX,79763,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
Walmart Pharmacy #6579,20310 US 59,,NEW CANEY,MONTGOMERY,TX,77357,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #1126,1381 S MAIN ST,,BOERNE,KENDALL,TX,78006,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
CVS Store #09604,1183 MAGNOLIA AVE.,CVS Pharmacy,CORONA,RIVERSIDE,CA,92879,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,100,,
CVS Store #09963,"5644 MISSION CENTER RD., #201",CVS Pharmacy,SAN DIEGO,SAN DIEGO,CA,92108,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,40,,
CVS Store #09656,2771 4TH ST,CVS Pharmacy,SANTA ROSA,SONOMA,CA,95405,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,80,,
CVS Store #10232,5305 SOUTH 1900 WEST,CVS Pharmacy,ROY,WEBER,UT,84067,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,80,,
CVS Store #09545,1123 S CALIFORNIA BLVD,CVS Pharmacy,WALNUT CREEK,CONTRA COSTA,CA,94596,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
CVS Store #09561,17625 HARVARD AVENUE,CVS Pharmacy,IRVINE,ORANGE,CA,92614,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,12/30/2021 12:00:00 AM
CVS Store #09893,2539 N 11TH AVE,CVS Pharmacy,HANFORD,KINGS,CA,93230,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,12/30/2021 12:00:00 AM
CVS Store #09119,4040 E. CHAPMAN AVE.,CVS Pharmacy,ORANGE,ORANGE,CA,92869,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,12/30/2021 12:00:00 AM
CVS Store #09121,4404 EL CAJON BLVD,CVS Pharmacy,SAN DIEGO,SAN DIEGO,CA,92115,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,200,,
CVS Store #09724,7911 HAVEN AVE.,CVS Pharmacy,RANCHO CUCAMONGA,SAN BERNARDINO,CA,91730,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,12/30/2021 12:00:00 AM
CVS Store #10688,203 SOUTH PLANK RD.,CVS Pharmacy,NEWBURGH,ORANGE,NY,12550,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,140,,
CVS Store #09619,9840 SIERRA AVE.,CVS Pharmacy,FONTANA,SAN BERNARDINO,CA,92335,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,60,,
CVS Store #09937,4445 MISSION BLVD,CVS Pharmacy,SAN DIEGO,SAN DIEGO,CA,92109,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,80,,
CVS Store #09940,872 N DELAWARE ST,CVS Pharmacy,SAN MATEO,SAN MATEO,CA,94401,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,60,,
CVS Store #11111,390 N. BREA BLVD,CVS Pharmacy,BREA,ORANGE,CA,92821,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,12/30/2021 12:00:00 AM
Walmart Pharmacy #3169,11923 US Hwy 290 E,,Manor,TRAVIS,TX,78653,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #945,702 W Loop 289,,Lubbock,LUBBOCK,TX,79416,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,60,,
Walmart Pharmacy #4435,3458 Dickerson Pike,,Nashville,DAVIDSON,TN,37207,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,120,,
Walmart Pharmacy #3425,9598 Rowlett Rd,,Houston,HARRIS,TX,77075,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #2433,101 W Buckingham Rd,,Garland,DALLAS,TX,75040,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
CVS Store #09818,572 FLETCHER PKWY,CVS Pharmacy,EL CAJON,SAN DIEGO,CA,92020,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,60,60,12/30/2021 12:00:00 AM
Weis Markets Inc,1075 WEST KING STREET,Weis Pharmacy #38,SHIPPENSBURG,CUMBERLAND,PA,17257,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,,
Walmart Pharmacy #529,6410 Interstate 45,,La Marque,GALVESTON,TX,77568,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #5829,211 Nor Dan Dr Ste 1010,,Danville,DANVILLE CITY,VA,24540,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #120,2716 N Central Ave,,Humboldt,GIBSON,TN,38343,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,120,,
Walmart Pharmacy #1216,1213 E Trinity Mills Rd,,Carrollton,DALLAS,TX,75006,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #793,1701 N 23Rd St,,Canyon,RANDALL,TX,79015,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #3077,6530 Trading Sq,,Haymarket,PRINCE WILLIAM,VA,20169,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #1837,9451 FM 1960 Bypass Rd W,,Humble,HARRIS,TX,77338,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #1837,9451 FM 1960 Bypass Rd W,,Humble,HARRIS,TX,77338,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #499,5505 W Owen K Garriott Rd,,Enid,GARFIELD,OK,73703,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,160,,
Walmart Pharmacy #3661,1551 N Zaragoza Rd,,El Paso,EL PASO,TX,79936,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #3763,12236 Montana Ave,,El Paso,EL PASO,TX,79938,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #7229,1110 Sunland Park Dr,,El Paso,EL PASO,TX,79922,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #673,3050 Wilma Rudolph Blvd,,Clarksville,MONTGOMERY,TN,37040,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #673,3050 Wilma Rudolph Blvd,,Clarksville,MONTGOMERY,TN,37040,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,120,,
Walmart Pharmacy #3619,3901 Hixson Pike Ste 181,,Chattanooga,HAMILTON,TN,37415,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #3619,3901 Hixson Pike Ste 181,,Chattanooga,HAMILTON,TN,37415,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,120,,
Walmart Pharmacy #964,9441 Alameda Ave,,El Paso,EL PASO,TX,79907,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #1042,488 Highway 71 W,,Bastrop,BASTROP,TX,78602,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
Walmart Pharmacy #1232,2604 N Main St,,Belton,BELL,TX,76513,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
DILLON PHARMACY 61500020,7707 E CENTRAL AVE,,WICHITA,SEDGWICK,KS,67206,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,200,,
Walmart Pharmacy #822,3700 E INTERSTATE 40,,AMARILLO,POTTER,TX,79103,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #822,3700 E INTERSTATE 40,,AMARILLO,POTTER,TX,79103,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
Walmart Pharmacy #3341,2305 N Central Expy,,Dallas,DALLAS,TX,75204,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #5021,2275 Gus Thomasson Rd,,Dallas,DALLAS,TX,75228,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
Walmart Pharmacy #2724,1107 Shaver St,,Pasadena,HARRIS,TX,77506,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #3594,2610 W Pioneer Pkwy,,Pantego,TARRANT,TX,76013,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
KROGER PHARMACY 03500547,3205 MAIN ST,,FRISCO,COLLIN,TX,75034,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
CVS Store #06256,700 E. 4TH ST.,CVS Pharmacy,MOUNT VERNON,POSEY,IN,47620,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
CVS Store #06670,512 E. SEYMOUR ST.,CVS Pharmacy,KENTLAND,NEWTON,IN,47951,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
KROGER PHARMACY 03400356,1352 W 43RD ST,,HOUSTON,HARRIS,TX,77018,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,60,,
Walmart Pharmacy #3136,13900 Horizon Blvd,,Horizon City,EL PASO,TX,79928,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
DILLON PHARMACY 61500061,1902 VINE ST,,HAYS,ELLIS,KS,67601,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,200,,
Walmart Pharmacy #404,1015 HIGHWAY 80,,SAN MARCOS,HAYS,TX,78666,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #3058,918 Bandera Rd,,San Antonio,BEXAR,TX,78228,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #5700,2151 Frankston Hwy,,Tyler,SMITH,TX,75701,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #4104,3930 Teasley Ln,,Denton,DENTON,TX,76210,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
CVS Store #06622,1700 N. WALNUT ST,CVS Pharmacy,HARTFORD CITY,BLACKFORD,IN,47348,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
CVS Store #05497,84010 AVENUE 50,CVS Pharmacy,COACHELLA,RIVERSIDE,CA,92236,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,12/30/2021 12:00:00 AM
CVS Store #06882,665 EAST SR 64,CVS Pharmacy,ENGLISH,CRAWFORD,IN,47118,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
CVS Store #06770,22361 ANTONIO PKWY.,CVS Pharmacy,RANCHO SANTA MARGARITA,ORANGE,CA,92688,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,60,,
CVS Store #06026,1140 OLD COUNTRY RD.,CVS Pharmacy,RIVERHEAD,SUFFOLK,NY,11901,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,300,,
Wegmans Food Markets Inc.,100 Applied Bank Blvd.,Wegmans,Glen Mills,DELAWARE,PA,19342,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,100,,
CVS Store #05841,2330 SOUTH MAIN STREET,CVS Pharmacy,SANTA ANA,ORANGE,CA,92707,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,12/30/2021 12:00:00 AM
CVS Store #02702,465 SAND CREEK RD.,CVS Pharmacy,COLONIE,ALBANY,NY,12205,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,80,,
CVS Store #02768,6500 S. UNION AVE.,CVS Pharmacy,BAKERSFIELD,KERN,CA,93307,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,
CVS Store #03034,333 ACADEMY AVE,CVS Pharmacy,SANGER,FRESNO,CA,93657,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,80,,
CVS Store #03099,480 MONTAUK HWY.,CVS Pharmacy,BAY SHORE,SUFFOLK,NY,11706,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,280,,
CVS Store #03937,455 S. MAIN ST.,CVS Pharmacy,RED BLUFF,TEHAMA,CA,96080,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
CVS Store #05422,5180 E. KINGS CANYON ROAD,CVS Pharmacy,FRESNO,FRESNO,CA,93727,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,100,,
CVS Store #04019,5837 S. CENTRAL AVE.,CVS Pharmacy,LOS ANGELES,LOS ANGELES,CA,90001,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,240,,
CVS Store #06553,2320 CUNNINGHAM RD.,CVS Pharmacy,INDIANAPOLIS,MARION,IN,46224,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,80,,
CVS Store #00831,935 RIDGE ROAD,CVS Pharmacy,WEBSTER,MONROE,NY,14580,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,180,,
CVS Store #02520,6445 CALUMET AVE.,CVS Pharmacy,HAMMOND,LAKE,IN,46324,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,80,,
