Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Last Order Date
Walmart Pharmacy #544,5401 TINKER DIAGONAL,,OKLAHOMA CITY,OKLAHOMA,OK,73115,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #5196,5255 Elvis Presley Blvd,,Memphis,SHELBY,TN,38116,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #4410,4780 HICKORY BLVD,,GRANITE FALLS,CALDWELL,NC,28630,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #1137,13750 EAST FWY,,HOUSTON,HARRIS,TX,77015,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #2978,7451 Mccart Ave,,Fort Worth,TARRANT,TX,76133,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #3135,717 W Berry St,,Fort Worth,TARRANT,TX,76110,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #456,3500 W ALTON GLOOR BLVD,,BROWNSVILLE,CAMERON,TX,78520,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #5122,2856 Hickory Hill Rd,,Memphis,SHELBY,TN,38115,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #684,547 W Church St,,Lexington,HENDERSON,TN,38351,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #680,3755 E ANDREW JOHNSON HWY,,GREENEVILLE,GREENE,TN,37745,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #1494,4109 S Staples St,,Corpus Christi,NUECES,TX,78411,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #470,1821 S PADRE ISLAND DR,,CORPUS CHRISTI,NUECES,TX,78416,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Rite Aid 10842,539 NORTH MAIN STREET,,CANANDAIGUA,ONTARIO,NY,14424-1033,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #2891,2450 W LOOP 338,,ODESSA,ECTOR,TX,79763,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #2891,2450 W LOOP 338,,ODESSA,ECTOR,TX,79763,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #2993,345 Highway 6,,Sugar Land,FORT BEND,TX,77478,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
CVS Store #00323,1 GRAND UNION PLAZA,CVS Pharmacy,SAUGERTIES,ULSTER,NY,12477,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walgreens Store #00509,101 CARR 1,,CAGUAS,Caguas,PR,00725,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
HEB Pharmacy 223,1115 E MAIN ST,,ALICE,JIM WELLS,TX,78332-5046,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
Walgreens Store #00013,35 CALLE JUAN C BORBON,STE 77,GUAYNABO,Guaynabo,PR,00969,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
HEB Pharmacy 168,1103 MORGAN BLVD,,HARLINGEN,CAMERON,TX,78550-5152,0069-1085-30,Paxlovid,12/25/2021 12:00:00 AM
SAV-ON PHARMACY,715 12TH AVE S,,Nampa,CANYON,ID,83651,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Walgreens Store #00174,65 INFANTRY AND JESUS FARGOSO,,CAROLINA,Carolina,PR,00983,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
CVS Store #00493,99 EAST MAIN ROAD,CVS Pharmacy,MIDDLETOWN,NEWPORT,RI,02842,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
RANDALLS PHARMACY,3441 LAKELINE BLVD,,Leander,WILLIAMSON,TX,78641,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
HEB Pharmacy 54,9828 BLACKHAWK BLVD.,,HOUSTON,HARRIS,TX,77075-2246,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
HEB Pharmacy 54,9828 BLACKHAWK BLVD.,,HOUSTON,HARRIS,TX,77075-2246,0069-1085-30,Paxlovid,12/25/2021 12:00:00 AM
HEB Pharmacy 13,4031 E US HIGHWAY 83,,RIO GRANDE CITY,STARR,TX,78582-4815,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
Walgreens Store #09191,4996 COUNTRY CLUB RD,,WINSTON SALEM,FORSYTH,NC,27104,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
RANDALLS PHARMACY,5586 WESLAYAN ST,,Houston,HARRIS,TX,77005,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Meijer Store 041,1920 Pipestone Road,,Benton Harbor,BERRIEN,MI,49022,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Rite Aid 11294,3531 AIRLINE BLVD.,,PORTSMOUTH,PORTSMOUTH CITY,VA,23701-2642,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Meijer Store 187,595 N Pine Road,,Bay City,BAY,MI,48708,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 222,1005 E Thirteen Mile Rd,,Madison Heights,OAKLAND,MI,48071,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Rite Aid 07853,901 S SAINT MARYS STREET,,SAINT MARYS,ELK,PA,15857-2828,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
Meijer Store 109,1703 HAGGERTY HWY,,Commerce Township,OAKLAND,MI,48390,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 216,315 Wilson Ave NW,,Grand Rapids,KENT,MI,49534,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 199,1801 MARKETPLACE DR SE,,Caledonia,KENT,MI,49316,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 197,900 N Lapeer Rd,,Oxford,OAKLAND,MI,48371,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 071,1800 Holton Road,,North Muskegon,MUSKEGON,MI,49445,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 050,5531 28th St SE,,Grand Rapids,KENT,MI,49512,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 048,2980 E WILDER ROAD,,Bay City,BAY,MI,48706,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Rite Aid 06475,820 N LEMOORE AVENUE,,LEMOORE,KINGS,CA,93245-2333,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM
Rite Aid 06472,1035 W ORANGETHORPE AVENUE,,FULLERTON,ORANGE,CA,92833-4733,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM
Meijer Store 311,1540 28th St SE,,Grand Rapids,KENT,MI,49508,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 302,3630 US 41 West,,Marquette,MARQUETTE,MI,49855,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Walmart Pharmacy #1788,500 Gallery Blvd,,Scarborough,CUMBERLAND,ME,04074,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1476,1351 Veterans Pkwy,,Clarksville,CLARK,IN,47129,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1629,2150 E National Ave,,Brazil,CLAY,IN,47834,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Meijer Store 253,7157 E Saginaw St,,East Lansing,INGHAM,MI,48823,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Walmart Pharmacy #617,757 W Wolfe St,,Sullivan,SULLIVAN,IN,47882,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1868,100 Mount Auburn Ave,,Auburn,ANDROSCOGGIN,ME,04210,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #1868,100 Mount Auburn Ave,,Auburn,ANDROSCOGGIN,ME,04210,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #2819,2100 N Main St,,Bluffton,WELLS,IN,46714,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Meijer Store 022,5121 S WESTNEDGE AVE,,Portage,KALAMAZOO,MI,49002,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 245,2160 Hartland Rd,,Hartland,LIVINGSTON,MI,48353,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 242,36865 26 Mile Rd,,Lenox,MACOMB,MI,48048,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 237,29505 Mound Rd,,Warren,MACOMB,MI,48092,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 236,4900 M 72 E,,Williamsburg,GRAND TRAVERSE,MI,49690,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 232,5300 HARVEY ST,,Muskegon,MUSKEGON,MI,49444,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Walmart Pharmacy #7087,1309 E Hackberry St,,Salem,WASHINGTON,IN,47167,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1745,3601 E Main St,,Richmond,WAYNE,IN,47374,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #2563,735 N Gospel St,,Paoli,ORANGE,IN,47454,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1758,3167 S State Road 3,,New Castle,HENRY,IN,47362,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1162,1801 S STATE ROAD 57,,WASHINGTON,DAVIESS,IN,47501,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Rite Aid 06090,1583 HIGHWAY 99,,GRIDLEY,BUTTE,CA,95948-3107,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM
HEB Pharmacy 591,1700 E PALM VALLEY BLVD,,ROUND ROCK,WILLIAMSON,TX,78664-4677,0069-1085-30,Paxlovid,12/25/2021 12:00:00 AM
SAFEWAY PHARMACY,3033 Vintage Blvd.,,Juneau,JUNEAU,AK,99801,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Rite Aid 11127,9773 ROOSEVELT BLVD,,PHILADELPHIA,PHILADELPHIA,PA,19114-1010,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
Rite Aid 11127,9773 ROOSEVELT BLVD,,PHILADELPHIA,PHILADELPHIA,PA,19114-1010,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
HEB Pharmacy 692,3590 COLLEGE ST,,BEAUMONT,JEFFERSON,TX,77701,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
SAV-ON PHARMACY,1300 AIRPORT FREEWAY,,Bedford,TARRANT,TX,76022,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
HEB Pharmacy 678,368 VALLEY HI DRIVE,,SAN ANTONIO,BEXAR,TX,78227-4602,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
CARRS PHARMACY,5600 DEBARR RD,,Anchorage,ANCHORAGE,AK,99504,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
SAFEWAY PHARMACY,10576 KENAI SPUR HWY,,Kenai,KENAI PENINSULA,AK,99611,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
RANDALLS PHARMACY,525 SOUTH FRY RD,,Katy,HARRIS,TX,77450,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Rite Aid 05998,6455 PACIFIC AVENUE,,STOCKTON,SAN JOAQUIN,CA,95207-3715,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM
Rite Aid 01413,155 E NORTHAMPTON ST,,WILKES BARRE,LUZERNE,PA,18701,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
SMITHS PHARMACY 70600189,20 N BLUFF ST,,SAINT GEORGE,WASHINGTON,UT,84770,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
Rite Aid 11014,1536 NORTH ATHERTON STREET,,STATE COLLEGE,CENTRE,PA,16803-3041,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Rite Aid 00679,123 SOUTH 69TH STREET,,UPPER DARBY,DELAWARE,PA,19082-3212,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
CVS Store #00091,8705 E SPEEDWAY BLVD,CVS Pharmacy,TUCSON,PIMA,AZ,85710,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
CVS Store #00971,150 GRANITE STREET,CVS Pharmacy,WESTERLY,WASHINGTON,RI,02891,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
CVS Store #02685,1253 DIX AVE.,CVS Pharmacy,HUDSON FALLS,WASHINGTON,NY,12839,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
CVS Store #05026,1212 S. GREENFIELD RD.,CVS Pharmacy,MESA,MARICOPA,AZ,85206,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
KROGER PHARMACY 03500959,701 W MARSHALL AVE,,LONGVIEW,GREGG,TX,75601,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #1388,2501 E North St,,Kendallville,NOBLE,IN,46755,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #870,4040 N Newton St,,Jasper,DUBOIS,IN,47546,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
KROGER PHARMACY 03400128,"14221 E. SAM HOUSTON PKWY, N.",,HOUSTON,HARRIS,TX,77044,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
KROGER PHARMACY 03500689,17194 PRESTON RD,,DALLAS,DALLAS,TX,75248,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
Walmart Pharmacy #5804,5835 W. 10th St.,,Indianapolis,MARION,IN,46224,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #734,600 BOLL WEEVIL CIR,,ENTERPRISE,COFFEE,AL,36330,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #85,17309 INTERSTATE 30 S,,BENTON,SALINE,AR,72015,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #1174,34301 Highway 43,,Thomasville,CLARKE,AL,36784,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #394,15445 AL Highway 24,,Moulton,LAWRENCE,AL,35650,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
KROGER PHARMACY 03500589,4650 W UNIVERSITY DR,,PROSPER,COLLIN,TX,75078,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
Walmart Pharmacy #348,427 Highway 425 N,,Monticello,DREW,AR,71655,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #5126,1950 W Main St,,Centre,CHEROKEE,AL,35960,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #124,8801 Baseline Rd,,Little Rock,PULASKI,AR,72209,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #124,8801 Baseline Rd,,Little Rock,PULASKI,AR,72209,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1063,1608 W Magnolia Ave,,Geneva,GENEVA,AL,36340,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
KROGER PHARMACY 03400316,4747 RESEARCH FOREST DR,,SPRING,MONTGOMERY,TX,77381,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
KROGER PHARMACY 03400312,1035 N SHEPHERD DR,,HOUSTON,HARRIS,TX,77008,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
Walmart Pharmacy #1,2110 W WALNUT ST,,ROGERS,BENTON,AR,72756,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #229,512 Industrial Park Dr,,Trumann,POINSETT,AR,72472,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #287,1801 Highway 78 E,,Jasper,WALKER,AL,35501,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #712,24833 JOHN T REID PKWY,,SCOTTSBORO,JACKSON,AL,35768,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #2,161 N Walmart Dr,,Harrison,BOONE,AR,72601,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #3851,2347 Veterans Memorial Pkwy S,,Lafayette,TIPPECANOE,IN,47909,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Dougherty Pharmacy,14 E Main St,,Morrisville,MADISON,NY,13408,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
USave Pharmacy  North Platte,211 W LEOTA STREET,,North Platte,LINCOLN,NE,69101,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
LOGANSPORT MEMORIAL HOSPITAL,1101 Michigan Avenue,,Logansport,CASS,IN,46947,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
UAMS,4301 W. Markham St. Slot 571,"Pharmacy Stores Stockroom, G1030",Little Rock,PULASKI,AR,72205,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM
ASHE MEMORIAL HOSPITAL INC,200 Hospital Ave,200 Hospital Ave,Jefferson,ASHE,NC,28640,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
WENTWORTH - DOUGLASS HOSPITAL,789 Central Avenue,,Dover,STRAFFORD,NH,03820,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
NEWARK WAYNE COMMUNITY HOSP,1200 Driving Park Ave,,Newark,WAYNE,NY,14513,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM
NEW ENGLAND CANCER SPECIALISTS,100 Campus Drive,Suite 108,Scarborough,CUMBERLAND,ME,04074,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
Health Park Pharmacy,8300 Health Park Ste 227,,Raleigh,WAKE,NC,27615,0069-1085-30,Paxlovid,12/26/2021 12:00:00 AM
WILLIS KNIGHTON MEDICAL CENTER,2600 Greenwood Rd,,Shreveport,CADDO,LA,71103,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
MORONGO BASIN COMMUNITY HEALTH CTR,58375 29 PALMS HWY,,YUCCA VALLEY,SAN BERNARDINO,CA,92284,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Prov St Josephs HC Disney FCC,501 S. Buena Vista St,Main Pharmacy,Burbank,LOS ANGELES,CA,91505,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
Lake Region Cancer Care,908 S Cascade St,,Fergus Falls,OTTER TAIL,MN,56537,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
BERTS PHARMACY,1021 W 14th St,,Hastings,ADAMS,NE,68901,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
BRYAN MEDICAL CNTR EAST,1600 S 48TH STREET,,Lincoln,LANCASTER,NE,68506,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Cape Fear Valley Medical Center,CFVMC Inpatient Pharmacy,1638 Owen Drive,Fayetteville,CUMBERLAND,NC,28304,0069-1085-30,Paxlovid,12/26/2021 12:00:00 AM
Hennepin Healthcare,730 South 8th St.,RL120 Pharmacy,Minneapolis,HENNEPIN,MN,55415,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
KINGMAN REGIONAL MEDICAL CENTER,3269 N STOCKTON HILL RD,INPATIENT HOSPITAL,KINGMAN,MOHAVE,AZ,86409,0310-7442-02,Evusheld,12/23/2021 12:00:00 AM
UCSF MEDICAL CENTER,505 PARNASSUS AVE,ROOM M39C,SAN FRANCISCO,SAN FRANCISCO,CA,94143,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
SAINT AGNES MEDICAL CENTER,1303 East Herndon Ave,,Fresno,FRESNO,CA,93720,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
JEFFERSON HEALTHCARE,834 Sheridan,,Port Townsend,JEFFERSON,WA,98368,0310-7442-02,Evusheld,12/23/2021 12:00:00 AM
WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON ST,,WATSONVILLE,SANTA CRUZ,CA,95076,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
PIONEERS MEMORIAL HEALTHCARE DISTRI,207 W Legion Rd,,Brawley,IMPERIAL,CA,92227,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
ANTELOPE VALLEY HOSPITAL,1600 W AVENUE J,ATTN: PHARMACY,LANCASTER,LOS ANGELES,CA,93534,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
Rocky Boy Health Center,6850 Upper Box Elder Road,,Box Elder,HILL,MT,59521,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
KP SF Medical Center,2425 Geary Blvd,,San Francisco,SAN FRANCISCO,CA,94115,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
MEDSTAR WASHINGTON HOSPITAL CENTER,110 Irving Street N.W. Room,B135,Washington,DISTRICT OF COLUMBIA,DC,20010,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM
DAY KIMBALL HOSPITAL,320 POMFRET ST,,PUTNAM,WINDHAM,CT,06260-1836,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
UConn Health Center John Dempsey,263 FARMINGTON AVENUE,,FARMINGTON,HARTFORD,CT,06032,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
PRESBYTERIAN ST LUKES MED CENTER,1719 E 19TH AVE,PHARMACY,DENVER,DENVER,CO,80218,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
NORTHEAST GEORGIA MEDICAL CENTER,743 SPRING STREET NE,,GAINESVILLE,HALL,GA,30501,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
CANCER TREAMENT CENTERS OF AMERICA,600 CELEBRATE LIFE PARKWAY,,NEWNAN,COWETA,GA,30265,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
IUH PAOLI HOSPITAL,642 W Hospital Rd,,Paoli,ORANGE,IN,47454,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
ST VINCENT HOSPITAL AND HEALTH CARE,2001 WEST 86TH STREET,Pharmacy Department,INDIANAPOLIS,MARION,IN,46260,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
PULASKI HOSPITAL,616 E 13TH ST,,WINAMAC,PULASKI,IN,46996,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
TERRE HAUTE REGIONAL HOSPITAL,3901 S. 7TH ST,ATTN: PHARMACY,TERRE HAUTE,VIGO,IN,47802,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
ADVENTIST HEALTHCARE WHITE OAK MEDI,11890 HEALING WAY,,SILVER SPRING,MONTGOMERY,MD,20904-7917,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
"THRIFTY WAY PHARMACY, LLC",209 SOUTH MAIN STREET,,CHURCH POINT,ACADIA,LA,70525,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Bordelons Super Save Pharmacy,6920 Plank Rd,,Baton Rouge,EAST BATON ROUGE,LA,70811,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
CASHWAY PHARMACY OF ABBEVILLE,2509 CHARITY STREET,,ABBEVILLE,VERMILION,LA,70510,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
OUR LADY OF THE LAKE REG MED CTR,5000 Hennessey Blvd,Main Pharmacy - First Floor,BATON ROUGE,EAST BATON ROUGE,LA,70808,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
Humboldt County General Hospital,118 E Haskell St.,,Winnemucca,HUMBOLDT,NV,89445,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
KINGS DAUGHTERS MEDICAL CENTER,2201 LEXINGTON AVE,,ASHLAND,BOYD,KY,41101,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
FAMILY PHARMACY OF BATON ROUGE,13707 Coursey Blvd Ste A,SUITE B,Baton Rouge,EAST BATON ROUGE,LA,70817,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
ESSENTIA HEALTH St. Marys Duluth,420 E 1ST ST,DRUG DISTR CNTR,DULUTH,SAINT LOUIS,MN,55805,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
CHILDRENS MN-MINNEAPOLIS,2525 CHICAGO AVE S,,MINNEAPOLIS,HENNEPIN,MN,55404,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
ST LUKES HOSPITAL,915 EAST 1ST STREET,ATTN: ST. LUKES PHARMACY BUYERS,DULUTH,SAINT LOUIS,MN,55805,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
ST MARYS HLTH CTR-JEFF CITY,2505 MISSION DR,Inpatient Pharmacy attn: Beth Hall,JEFFERSON CITY,COLE,MO,65109,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM
SAINT FRANCIS MEDICAL CENTER - CAPE,211 SAINT FRANCIS DR,,CAPE GIRARDEAU,CAPE GIRARDEAU,MO,63703,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM
ABBOTT NORTHWESTERN HOSPITAL,800 E 28TH STREET,Inpatient Pharmacy,MINNEAPOLIS,HENNEPIN,MN,55407,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
ABBOTT NORTHWESTERN HOSPITAL,800 E 28TH STREET,Inpatient Pharmacy,MINNEAPOLIS,HENNEPIN,MN,55407,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
ST. JOSEPH MERCY ANN ARBOR,5301 E. HURON RIVER DRIVE,ATTN: IP PHARMACY,ANN ARBOR,WASHTENAW,MI,48106,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM
HURLEY MEDICAL CENTER,1 HURLEY PLAZA,Department of Pharmacy,FLINT,GENESEE,MI,48503,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM
WESTERN WAYNE FAMILY HEALTH CENTER,4700 SCHAEFER RD STE 245,,DEARBORN,WAYNE,MI,48126,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM
PROMEDICA MONROE REGIONAL HOSPITAL,718 N MACOMB ST,,MONROE,MONROE,MI,48162,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM
Moose Pharmacy of Mount Holly,125 W Central Ave,,Mount Holly,GASTON,NC,28120,0069-1085-30,Paxlovid,12/26/2021 12:00:00 AM
LITTLETON REGIONAL HOSPITAL,600 SAINT JOHNSBURY RD,,LITTLETON,GRAFTON,NH,03561-3442,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
CAROLINA FAMILY HEALTHCARE,11220 ELM LANE,SUITE 102,CHARLOTTE,MECKLENBURG,NC,28277,0069-1085-30,Paxlovid,12/26/2021 12:00:00 AM
FORSYTH MEDICAL CENTER PHARMACY,3333 SILAS CREEK PKWY,,WINSTON SALEM,FORSYTH,NC,27103,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
PHARMERICA CHARLOTTE,4600 LEBANON RD UNIT F,,MINT HILL,MECKLENBURG,NC,28227,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
TOOLEYS CLINIC PHARMACY,4306 38TH STREET,,COLUMBUS,PLATTE,NE,68601,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
